   id,      z_2d,      z_1d,     zs_1d,        dx,         b,         n
 2244,   528.013,   526.013,   524.013,    42.426,    15.000,   0.05000
 2245,   528.202,   526.202,   524.202,    30.000,    15.000,   0.05000
 2246,   527.002,   525.002,   523.002,    30.000,    15.000,   0.05000
 2247,   527.292,   525.292,   523.292,    30.000,    15.000,   0.05000
 2248,   527.367,   525.367,   523.367,    30.000,    15.000,   0.05000
 2249,   526.681,   524.681,   522.681,    30.000,    15.000,   0.05000
 2250,   526.893,   524.893,   522.893,    42.426,    15.000,   0.05000
 2251,   526.963,   524.963,   522.963,    30.000,    15.000,   0.05000
 2252,   526.304,   524.304,   522.304,    42.426,    15.000,   0.05000
 2253,   526.318,   524.318,   522.318,    42.426,    15.000,   0.05000
 2254,   526.544,   524.544,   522.544,    30.000,    15.000,   0.05000
 2255,   525.830,   523.830,   521.830,    30.000,    15.000,   0.05000
 2256,   526.134,   524.134,   522.134,    30.000,    15.000,   0.05000
 2257,   526.066,   524.066,   522.066,    30.000,    15.000,   0.05000
 2258,   525.472,   523.472,   521.472,    30.000,    15.000,   0.05000
 2259,   525.665,   523.665,   521.665,    42.426,    15.000,   0.05000
 2260,   525.128,   523.128,   521.128,    42.426,    15.000,   0.05000
 2261,   525.160,   523.160,   521.160,    30.000,    15.000,   0.05000
 2262,   525.213,   523.213,   521.213,    30.000,    15.000,   0.05000
 2263,   525.282,   523.282,   521.282,    30.000,    15.000,   0.05000
 2264,   524.670,   522.670,   520.670,    30.000,    15.000,   0.05000
 2265,   524.673,   522.673,   520.673,    42.426,    15.000,   0.05000
 2266,   524.358,   522.358,   520.358,    30.000,    15.000,   0.05000
 2267,   524.174,   522.174,   520.174,    42.426,    15.000,   0.05000
 2268,   523.185,   521.185,   519.185,    30.000,    15.000,   0.05000
 2269,   523.565,   521.565,   519.565,    30.000,    15.000,   0.05000
 2270,   521.920,   519.920,   517.920,    42.426,    15.000,   0.05000
 2271,   522.723,   520.723,   518.723,    42.426,    15.000,   0.05000
 2272,   523.034,   521.034,   519.034,    30.000,    15.000,   0.05000
 2273,   521.602,   519.602,   517.602,    42.426,    15.000,   0.05000
 2274,   521.384,   519.384,   517.384,    30.000,    15.000,   0.05000
 2275,   519.247,   517.247,   515.247,    30.000,    15.000,   0.05000
 2276,   520.364,   518.364,   516.364,    30.000,    15.000,   0.05000
 2277,   520.654,   518.654,   516.654,    30.000,    15.000,   0.05000
 2278,   518.875,   516.875,   514.875,    30.000,    15.000,   0.05000
 2279,   520.091,   518.091,   516.091,    42.426,    15.000,   0.05000
 2280,   518.495,   516.495,   514.495,    30.000,    15.000,   0.05000
 2281,   519.382,   517.382,   515.382,    42.426,    15.000,   0.05000
 2282,   520.081,   518.081,   516.081,    42.426,    15.000,   0.05000
 2283,   518.166,   516.166,   514.166,    30.000,    15.000,   0.05000
 2284,   518.336,   516.336,   514.336,    42.426,    15.000,   0.05000
 2285,   519.388,   517.388,   515.388,    30.000,    15.000,   0.05000
 2286,   519.319,   517.319,   515.319,    42.426,    15.000,   0.05000
 2287,   517.811,   515.811,   513.811,    30.000,    15.000,   0.05000
 2288,   518.782,   516.782,   514.782,    30.000,    15.000,   0.05000
 2289,   518.840,   516.840,   514.840,    42.426,    15.000,   0.05000
 2290,   517.386,   515.386,   513.386,    30.000,    15.000,   0.05000
 2291,   517.729,   515.729,   513.729,    42.426,    15.000,   0.05000
 2292,   518.250,   516.250,   514.250,    42.426,    15.000,   0.05000
 2293,   516.899,   514.899,   512.899,    42.426,    15.000,   0.05000
 2294,   516.384,   514.384,   512.384,    30.000,    15.000,   0.05000
 2295,   517.434,   515.434,   513.434,    42.426,    15.000,   0.05000
 2296,   516.638,   514.638,   512.638,    30.000,    15.000,   0.05000
 2297,   516.412,   514.412,   512.412,    30.000,    15.000,   0.05000
 2298,   516.230,   514.230,   512.230,    30.000,    15.000,   0.05000
 2299,   515.303,   513.303,   511.303,    30.000,    15.000,   0.05000
 2300,   516.888,   514.888,   512.888,    30.000,    15.000,   0.05000
 2301,   515.736,   513.736,   511.736,    42.426,    15.000,   0.05000
 2302,   514.947,   512.947,   510.947,    42.426,    15.000,   0.05000
 2303,   516.259,   514.259,   512.259,    30.000,    15.000,   0.05000
 2304,   514.964,   512.964,   510.964,    30.000,    15.000,   0.05000
 2305,   514.700,   512.700,   510.700,    42.426,    15.000,   0.05000
 2306,   514.800,   512.800,   510.800,    30.000,    15.000,   0.05000
 2307,   515.672,   513.672,   511.672,    30.000,    15.000,   0.05000
 2308,   515.426,   513.426,   511.426,    30.000,    15.000,   0.05000
 2309,   514.589,   512.589,   510.589,    42.426,    15.000,   0.05000
 2310,   514.574,   512.574,   510.574,    30.000,    15.000,   0.05000
 2311,   515.078,   513.078,   511.078,    30.000,    15.000,   0.05000
 2312,   514.987,   512.987,   510.987,    30.000,    15.000,   0.05000
 2313,   514.095,   512.095,   510.095,    30.000,    15.000,   0.05000
 2314,   514.348,   512.348,   510.348,    42.426,    15.000,   0.05000
 2315,   514.350,   512.350,   510.350,    30.000,    15.000,   0.05000
 2316,   513.803,   511.803,   509.803,    42.426,    15.000,   0.05000
 2317,   513.616,   511.616,   509.616,    30.000,    15.000,   0.05000
 2318,   513.666,   511.666,   509.666,    42.426,    15.000,   0.05000
 2319,   513.269,   511.269,   509.269,    30.000,    15.000,   0.05000
 2320,   512.988,   510.988,   508.988,    42.426,    15.000,   0.05000
 2321,   512.888,   510.888,   508.888,    42.426,    15.000,   0.05000
 2322,   512.748,   510.748,   508.748,    42.426,    15.000,   0.05000
 2323,   512.254,   510.254,   508.254,    42.426,    15.000,   0.05000
 2324,   512.157,   510.157,   508.157,    30.000,    15.000,   0.05000
 2325,   512.171,   510.171,   508.171,    42.426,    15.000,   0.05000
 2326,   511.472,   509.472,   507.472,    30.000,    15.000,   0.05000
 2327,   511.758,   509.758,   507.758,    30.000,    15.000,   0.05000
 2328,   510.891,   508.891,   506.891,    42.426,    15.000,   0.05000
 2329,   511.270,   509.270,   507.270,    42.426,    15.000,   0.05000
 2330,   511.171,   509.171,   507.171,    30.000,    15.000,   0.05000
 2331,   510.111,   508.111,   506.111,    30.000,    15.000,   0.05000
 2332,   510.658,   508.658,   506.658,    42.426,    15.000,   0.05000
 2333,   510.684,   508.684,   506.684,    30.000,    15.000,   0.05000
 2334,   510.676,   508.676,   506.676,    42.426,    15.000,   0.05000
 2335,   510.005,   508.005,   506.005,    30.000,    15.000,   0.05000
 2336,   509.805,   507.805,   505.805,    42.426,    15.000,   0.05000
 2337,   509.662,   507.662,   505.662,    42.426,    15.000,   0.05000
 2338,   510.299,   508.299,   506.299,    42.426,    15.000,   0.05000
 2339,   510.097,   508.097,   506.097,    30.000,    15.000,   0.05000
 2340,   509.303,   507.303,   505.303,    30.000,    15.000,   0.05000
 2341,   509.152,   507.152,   505.152,    30.000,    15.000,   0.05000
 2342,   510.043,   508.043,   506.043,    42.426,    15.000,   0.05000
 2343,   509.801,   507.801,   505.801,    42.426,    15.000,   0.05000
 2344,   509.786,   507.786,   505.786,    42.426,    15.000,   0.05000
 2345,   508.787,   506.787,   504.787,    30.000,    15.000,   0.05000
 2346,   509.711,   507.711,   505.711,    30.000,    15.000,   0.05000
 2347,   508.920,   506.920,   504.920,    42.426,    15.000,   0.05000
 2348,   508.238,   506.238,   504.238,    30.000,    15.000,   0.05000
 2349,   509.435,   507.435,   505.435,    30.000,    15.000,   0.05000
 2350,   508.114,   506.114,   504.114,    30.000,    15.000,   0.05000
 2351,   507.744,   505.744,   503.744,    30.000,    15.000,   0.05000
 2352,   509.046,   507.046,   505.046,    30.000,    15.000,   0.05000
 2353,   507.483,   505.483,   503.483,    42.426,    15.000,   0.05000
 2354,   507.328,   505.328,   503.328,    30.000,    15.000,   0.05000
 2355,   508.681,   506.681,   504.681,    30.000,    15.000,   0.05000
 2356,   506.784,   504.784,   502.784,    42.426,    15.000,   0.05000
 2357,   506.869,   504.869,   502.869,    30.000,    15.000,   0.05000
 2358,   506.870,   504.870,   502.870,    30.000,    15.000,   0.05000
 2359,   508.426,   506.426,   504.426,    30.000,    15.000,   0.05000
 2360,   506.380,   504.380,   502.380,    42.426,    15.000,   0.05000
 2361,   506.382,   504.382,   502.382,    42.426,    15.000,   0.05000
 2362,   506.441,   504.441,   502.441,    30.000,    15.000,   0.05000
 2363,   508.093,   506.093,   504.093,    30.000,    15.000,   0.05000
 2364,   507.988,   505.988,   503.988,    42.426,    15.000,   0.05000
 2365,   505.487,   503.487,   501.487,    42.426,    15.000,   0.05000
 2366,   505.764,   503.764,   501.764,    42.426,    15.000,   0.05000
 2367,   507.322,   505.322,   503.322,    30.000,    15.000,   0.05000
 2368,   506.825,   504.825,   502.825,    42.426,    15.000,   0.05000
 2369,   505.188,   503.188,   501.188,    42.426,    15.000,   0.05000
 2370,   505.431,   503.431,   501.431,    30.000,    15.000,   0.05000
 2371,   506.049,   504.049,   502.049,    42.426,    15.000,   0.05000
 2372,   504.800,   502.800,   500.800,    30.000,    15.000,   0.05000
 2373,   504.919,   502.919,   500.919,    42.426,    15.000,   0.05000
 2374,   505.189,   503.189,   501.189,    42.426,    15.000,   0.05000
 2375,   504.666,   502.666,   500.666,    42.426,    15.000,   0.05000
 2376,   504.700,   502.700,   500.700,    30.000,    15.000,   0.05000
 2377,   504.790,   502.790,   500.790,    30.000,    15.000,   0.05000
 2378,   504.700,   502.700,   500.700,    30.000,    15.000,   0.05000
 2379,   504.622,   502.622,   500.622,    42.426,    15.000,   0.05000
 2380,   504.431,   502.431,   500.431,    42.426,    15.000,   0.05000
 2381,   504.525,   502.525,   500.525,    30.000,    15.000,   0.05000
 2382,   504.500,   502.500,   500.500,    42.426,    15.000,   0.05000
 2383,   504.284,   502.284,   500.284,    30.000,    15.000,   0.05000
 2384,   504.281,   502.281,   500.281,    30.000,    15.000,   0.05000
 2385,   504.399,   502.399,   500.399,    42.426,    15.000,   0.05000
 2386,   504.150,   502.150,   500.150,    30.000,    15.000,   0.05000
 2387,   504.038,   502.038,   500.038,    30.000,    15.000,   0.05000
 2388,   504.193,   502.193,   500.193,    42.426,    15.000,   0.05000
 2389,   504.094,   502.094,   500.094,    30.000,    15.000,   0.05000
 2390,   503.894,   501.894,   499.894,    30.000,    15.000,   0.05000
 2391,   503.960,   501.960,   499.960,    42.426,    15.000,   0.05000
 2392,   503.751,   501.751,   499.751,    30.000,    15.000,   0.05000
 2393,   503.736,   501.736,   499.736,    42.426,    15.000,   0.05000
 2394,   503.606,   501.606,   499.606,    42.426,    15.000,   0.05000
 2395,   503.542,   501.542,   499.542,    42.426,    15.000,   0.05000
 2396,   503.464,   501.464,   499.464,    42.426,    15.000,   0.05000
 2397,   503.362,   501.362,   499.362,    30.000,    15.000,   0.05000
 2398,   503.240,   501.240,   499.240,    42.426,    15.000,   0.05000
 2399,   503.033,   501.033,   499.033,    30.000,    15.000,   0.05000
 2400,   502.900,   500.900,   498.900,    42.426,    15.000,   0.05000
 2401,   502.735,   500.735,   498.735,    42.426,    15.000,   0.05000
 2402,   502.503,   500.503,   498.503,    42.426,    15.000,   0.05000
 2403,   502.300,   500.300,   498.300,    42.426,    15.000,   0.05000
 2404,   502.101,   500.101,   498.101,    42.426,    15.000,   0.05000
 2405,   501.878,   499.878,   497.878,    42.426,    15.000,   0.05000
 2406,   501.650,   499.650,   497.650,    42.426,    15.000,   0.05000
