 x(s(i)),y(s(i)),s(i),i
   -24195.00000,    47925.00000, 5153,  653
   -24015.00000,    47925.00000, 5154,  654
   -23265.00000,    47925.00000, 5163,  655
   -22995.00000,    47925.00000, 5164,  656
   -22485.00000,    47925.00000, 5166,  657
   -22065.00000,    47925.00000, 5175,  658
   -20085.00000,    47925.00000, 5183,  659
   -18225.00000,    47925.00000, 5193,  660
   -16875.00000,    47925.00000, 5201,  661
   -16575.00000,    47925.00000, 5205,  662
   -15585.00000,    47925.00000, 5215,  663
   -25785.00000,    47955.00000, 5216,  664
   -25515.00000,    47955.00000, 5218,  665
   -23415.00000,    47955.00000, 5228,  666
   -22935.00000,    47955.00000, 5230,  667
   -20685.00000,    47955.00000, 5241,  668
   -20535.00000,    47955.00000, 5242,  669
   -16995.00000,    47955.00000, 5263,  670
   -25935.00000,    47985.00000, 5272,  671
   -25035.00000,    47985.00000, 5275,  672
   -24975.00000,    47985.00000, 5276,  673
   -21375.00000,    47985.00000, 5293,  674
   -19035.00000,    47985.00000, 5309,  675
   -17955.00000,    47985.00000, 5317,  676
   -24495.00000,    48015.00000, 5348,  677
   -22305.00000,    48015.00000, 5356,  678
   -19485.00000,    48015.00000, 5371,  679
   -18675.00000,    48015.00000, 5375,  680
   -18225.00000,    48015.00000, 5378,  681
   -15525.00000,    48015.00000, 5394,  682
   -26115.00000,    48045.00000, 5395,  683
   -25395.00000,    48045.00000, 5401,  684
   -23925.00000,    48045.00000, 5417,  685
   -22815.00000,    48045.00000, 5422,  686
   -19935.00000,    48045.00000, 5437,  687
   -19755.00000,    48045.00000, 5438,  688
   -19605.00000,    48045.00000, 5439,  689
   -18885.00000,    48045.00000, 5445,  690
   -16485.00000,    48045.00000, 5459,  691
   -16125.00000,    48045.00000, 5461,  692
   -15915.00000,    48045.00000, 5463,  693
   -23235.00000,    48075.00000, 5492,  694
   -22035.00000,    48075.00000, 5498,  695
   -20295.00000,    48075.00000, 5506,  696
   -19665.00000,    48075.00000, 5511,  697
   -19335.00000,    48075.00000, 5516,  698
   -15555.00000,    48075.00000, 5539,  699
   -26205.00000,    48105.00000, 5540,  700
   -25665.00000,    48105.00000, 5545,  701
   -23415.00000,    48105.00000, 5556,  702
   -22515.00000,    48105.00000, 5561,  703
   -21615.00000,    48105.00000, 5570,  704
   -20595.00000,    48105.00000, 5576,  705
   -15765.00000,    48105.00000, 5609,  706
   -25455.00000,    48135.00000, 5613,  707
   -25065.00000,    48135.00000, 5616,  708
   -23565.00000,    48135.00000, 5624,  709
   -23145.00000,    48135.00000, 5627,  710
   -16215.00000,    48135.00000, 5678,  711
   -21735.00000,    48165.00000, 5705,  712
   -19995.00000,    48165.00000, 5714,  713
   -18975.00000,    48165.00000, 5721,  714
   -18345.00000,    48165.00000, 5726,  715
   -24615.00000,    48195.00000, 5764,  716
   -22425.00000,    48195.00000, 5776,  717
   -20625.00000,    48195.00000, 5785,  718
   -19755.00000,    48195.00000, 5789,  719
   -19155.00000,    48195.00000, 5793,  720
   -19005.00000,    48195.00000, 5794,  721
   -18825.00000,    48195.00000, 5795,  722
   -18645.00000,    48195.00000, 5797,  723
   -25245.00000,    48225.00000, 5826,  724
   -24195.00000,    48225.00000, 5836,  725
   -20265.00000,    48225.00000, 5857,  726
   -19275.00000,    48225.00000, 5862,  727
   -18735.00000,    48225.00000, 5863,  728
   -18525.00000,    48225.00000, 5864,  729
   -18225.00000,    48225.00000, 5865,  730
   -17085.00000,    48225.00000, 5872,  731
   -16335.00000,    48225.00000, 5877,  732
   -15585.00000,    48225.00000, 5882,  733
   -21825.00000,    48255.00000, 5907,  734
   -21495.00000,    48255.00000, 5910,  735
   -20745.00000,    48255.00000, 5915,  736
   -17505.00000,    48255.00000, 5926,  737
   -16485.00000,    48255.00000, 5934,  738
   -22485.00000,    48285.00000, 5962,  739
   -22155.00000,    48285.00000, 5968,  740
   -21975.00000,    48285.00000, 5969,  741
   -20355.00000,    48285.00000, 5979,  742
   -20175.00000,    48285.00000, 5981,  743
   -19635.00000,    48285.00000, 5984,  744
   -18135.00000,    48285.00000, 5987,  745
   -25575.00000,    48315.00000, 6007,  746
   -25275.00000,    48315.00000, 6009,  747
   -19875.00000,    48315.00000, 6039,  748
   -19395.00000,    48315.00000, 6041,  749
   -18015.00000,    48315.00000, 6042,  750
   -17835.00000,    48315.00000, 6044,  751
   -15615.00000,    48315.00000, 6054,  752
   -23295.00000,    48345.00000, 6073,  753
   -23055.00000,    48345.00000, 6075,  754
   -19905.00000,    48345.00000, 6093,  755
   -17985.00000,    48345.00000, 6096,  756
   -17355.00000,    48345.00000, 6099,  757
   -16185.00000,    48345.00000, 6105,  758
   -22785.00000,    48375.00000, 6131,  759
   -22515.00000,    48375.00000, 6132,  760
   -20625.00000,    48375.00000, 6147,  761
   -16875.00000,    48375.00000, 6159,  762
   -16785.00000,    48375.00000, 6160,  763
   -15795.00000,    48375.00000, 6164,  764
   -25845.00000,    48405.00000, 6168,  765
   -25155.00000,    48405.00000, 6179,  766
   -24855.00000,    48405.00000, 6181,  767
   -22725.00000,    48405.00000, 6196,  768
   -20025.00000,    48405.00000, 6217,  769
   -19005.00000,    48405.00000, 6219,  770
   -18915.00000,    48405.00000, 6220,  771
   -24495.00000,    48435.00000, 6246,  772
   -22065.00000,    48435.00000, 6269,  773
   -21915.00000,    48435.00000, 6270,  774
   -19635.00000,    48435.00000, 6296,  775
   -19365.00000,    48435.00000, 6298,  776
   -18795.00000,    48435.00000, 6301,  777
   -18705.00000,    48435.00000, 6302,  778
   -18405.00000,    48435.00000, 6303,  779
   -18285.00000,    48435.00000, 6304,  780
   -17745.00000,    48435.00000, 6305,  781
   -23955.00000,    48465.00000, 6328,  782
   -19155.00000,    48465.00000, 6369,  783
   -19065.00000,    48465.00000, 6370,  784
   -18495.00000,    48465.00000, 6375,  785
   -16635.00000,    48465.00000, 6380,  786
   -16245.00000,    48465.00000, 6382,  787
   -16095.00000,    48465.00000, 6383,  788
   -25485.00000,    48495.00000, 6389,  789
   -22575.00000,    48495.00000, 6408,  790
   -17625.00000,    48495.00000, 6448,  791
   -16965.00000,    48495.00000, 6450,  792
   -25935.00000,    48525.00000, 6455,  793
   -25035.00000,    48525.00000, 6458,  794
   -24795.00000,    48525.00000, 6460,  795
   -24375.00000,    48525.00000, 6462,  796
   -23805.00000,    48525.00000, 6466,  797
   -18195.00000,    48525.00000, 6514,  798
   -17835.00000,    48525.00000, 6515,  799
   -25245.00000,    48555.00000, 6535,  800
   -24945.00000,    48555.00000, 6536,  801
   -23025.00000,    48555.00000, 6546,  802
   -22215.00000,    48555.00000, 6553,  803
   -20175.00000,    48555.00000, 6569,  804
   -18525.00000,    48555.00000, 6578,  805
   -18045.00000,    48555.00000, 6581,  806
   -17205.00000,    48555.00000, 6589,  807
   -16245.00000,    48555.00000, 6592,  808
   -26025.00000,    48585.00000, 6595,  809
   -25605.00000,    48585.00000, 6601,  810
   -24645.00000,    48585.00000, 6603,  811
   -23055.00000,    48585.00000, 6613,  812
   -22365.00000,    48585.00000, 6622,  813
   -19755.00000,    48585.00000, 6637,  814
   -17865.00000,    48585.00000, 6644,  815
   -22875.00000,    48615.00000, 6665,  816
   -22275.00000,    48615.00000, 6669,  817
   -21615.00000,    48615.00000, 6673,  818
   -21135.00000,    48615.00000, 6676,  819
   -19395.00000,    48615.00000, 6683,  820
   -18705.00000,    48615.00000, 6685,  821
   -18315.00000,    48615.00000, 6688,  822
   -16995.00000,    48615.00000, 6700,  823
   -16815.00000,    48615.00000, 6701,  824
   -16035.00000,    48615.00000, 6703,  825
   -24405.00000,    48645.00000, 6711,  826
   -23565.00000,    48645.00000, 6717,  827
   -21435.00000,    48645.00000, 6728,  828
   -19605.00000,    48645.00000, 6738,  829
   -16695.00000,    48645.00000, 6757,  830
   -15795.00000,    48645.00000, 6760,  831
   -25785.00000,    48675.00000, 6763,  832
   -19575.00000,    48675.00000, 6792,  833
   -18225.00000,    48675.00000, 6801,  834
   -25425.00000,    48705.00000, 6814,  835
   -25335.00000,    48705.00000, 6815,  836
   -25155.00000,    48705.00000, 6816,  837
   -23805.00000,    48705.00000, 6822,  838
   -23715.00000,    48705.00000, 6823,  839
   -19275.00000,    48705.00000, 6848,  840
   -18615.00000,    48705.00000, 6851,  841
   -17355.00000,    48705.00000, 6863,  842
   -16755.00000,    48705.00000, 6869,  843
   -24915.00000,    48735.00000, 6887,  844
   -23205.00000,    48735.00000, 6895,  845
   -22335.00000,    48735.00000, 6900,  846
   -21465.00000,    48735.00000, 6904,  847
   -20205.00000,    48735.00000, 6915,  848
   -17085.00000,    48735.00000, 6932,  849
   -16215.00000,    48735.00000, 6938,  850
   -16035.00000,    48735.00000, 6939,  851
   -25695.00000,    48765.00000, 6942,  852
   -24465.00000,    48765.00000, 6954,  853
   -23595.00000,    48765.00000, 6959,  854
   -23415.00000,    48765.00000, 6960,  855
   -22125.00000,    48765.00000, 6966,  856
   -21165.00000,    48765.00000, 6970,  857
   -19425.00000,    48765.00000, 6981,  858
   -18855.00000,    48765.00000, 6983,  859
   -16605.00000,    48765.00000, 7004,  860
   -25065.00000,    48795.00000, 7009,  861
   -24645.00000,    48795.00000, 7011,  862
   -22785.00000,    48795.00000, 7024,  863
   -22515.00000,    48795.00000, 7028,  864
   -20475.00000,    48795.00000, 7037,  865
   -20295.00000,    48795.00000, 7038,  866
   -19995.00000,    48795.00000, 7041,  867
   -19065.00000,    48795.00000, 7048,  868
   -18975.00000,    48795.00000, 7049,  869
   -18435.00000,    48795.00000, 7053,  870
   -16995.00000,    48795.00000, 7064,  871
   -16185.00000,    48795.00000, 7069,  872
   -24645.00000,    48825.00000, 7075,  873
   -21435.00000,    48825.00000, 7089,  874
   -20805.00000,    48825.00000, 7092,  875
   -17925.00000,    48825.00000, 7111,  876
   -17295.00000,    48825.00000, 7115,  877
   -17085.00000,    48825.00000, 7116,  878
   -16815.00000,    48825.00000, 7118,  879
   -16395.00000,    48825.00000, 7124,  880
   -22635.00000,    48855.00000, 7141,  881
   -19725.00000,    48855.00000, 7154,  882
   -23775.00000,    48885.00000, 7194,  883
   -23145.00000,    48885.00000, 7197,  884
   -22785.00000,    48885.00000, 7199,  885
   -21795.00000,    48885.00000, 7205,  886
   -21405.00000,    48885.00000, 7207,  887
   -20625.00000,    48885.00000, 7210,  888
   -17745.00000,    48885.00000, 7225,  889
   -22365.00000,    48915.00000, 7261,  890
   -22125.00000,    48915.00000, 7262,  891
   -17445.00000,    48915.00000, 7288,  892
   -16365.00000,    48915.00000, 7291,  893
   -26175.00000,    48945.00000, 7292,  894
   -25545.00000,    48945.00000, 7297,  895
   -25065.00000,    48945.00000, 7303,  896
   -23805.00000,    48945.00000, 7312,  897
   -21315.00000,    48945.00000, 7321,  898
   -20445.00000,    48945.00000, 7323,  899
   -19845.00000,    48945.00000, 7328,  900
   -17565.00000,    48945.00000, 7343,  901
   -16635.00000,    48945.00000, 7346,  902
   -16065.00000,    48945.00000, 7348,  903
   -25995.00000,    48975.00000, 7350,  904
   -25815.00000,    48975.00000, 7351,  905
   -24705.00000,    48975.00000, 7356,  906
   -24135.00000,    48975.00000, 7362,  907
   -23595.00000,    48975.00000, 7364,  908
   -23205.00000,    48975.00000, 7369,  909
   -21165.00000,    48975.00000, 7379,  910
   -19545.00000,    48975.00000, 7386,  911
   -18915.00000,    48975.00000, 7389,  912
   -18585.00000,    48975.00000, 7393,  913
   -18465.00000,    48975.00000, 7394,  914
   -16695.00000,    48975.00000, 7402,  915
   -16455.00000,    48975.00000, 7403,  916
   -22785.00000,    49005.00000, 7420,  917
   -21585.00000,    49005.00000, 7425,  918
   -21375.00000,    49005.00000, 7426,  919
   -17385.00000,    49005.00000, 7449,  920
   -17085.00000,    49005.00000, 7450,  921
   -16215.00000,    49005.00000, 7451,  922
   -26055.00000,    49035.00000, 7454,  923
   -25695.00000,    49035.00000, 7457,  924
   -22185.00000,    49035.00000, 7474,  925
   -20835.00000,    49035.00000, 7481,  926
   -25335.00000,    49065.00000, 7516,  927
   -23145.00000,    49065.00000, 7527,  928
   -20535.00000,    49065.00000, 7535,  929
   -19515.00000,    49065.00000, 7540,  930
   -19245.00000,    49065.00000, 7542,  931
   -17205.00000,    49065.00000, 7556,  932
   -16965.00000,    49065.00000, 7558,  933
   -26175.00000,    49095.00000, 7561,  934
   -23835.00000,    49095.00000, 7575,  935
   -23625.00000,    49095.00000, 7576,  936
   -23175.00000,    49095.00000, 7581,  937
   -22455.00000,    49095.00000, 7586,  938
   -21645.00000,    49095.00000, 7592,  939
   -21165.00000,    49095.00000, 7595,  940
   -19815.00000,    49095.00000, 7607,  941
   -16905.00000,    49095.00000, 7633,  942
   -25785.00000,    49125.00000, 7639,  943
   -24945.00000,    49125.00000, 7644,  944
   -24375.00000,    49125.00000, 7647,  945
   -23295.00000,    49125.00000, 7652,  946
   -21975.00000,    49125.00000, 7662,  947
   -21765.00000,    49125.00000, 7663,  948
   -21375.00000,    49125.00000, 7667,  949
   -20655.00000,    49125.00000, 7672,  950
   -16515.00000,    49125.00000, 7695,  951
   -16305.00000,    49125.00000, 7696,  952
   -24075.00000,    49155.00000, 7712,  953
   -22665.00000,    49155.00000, 7715,  954
   -22245.00000,    49155.00000, 7717,  955
   -16035.00000,    49155.00000, 7753,  956
   -25875.00000,    49185.00000, 7755,  957
   -25035.00000,    49185.00000, 7759,  958
   -24795.00000,    49185.00000, 7760,  959
   -24585.00000,    49185.00000, 7761,  960
   -23685.00000,    49185.00000, 7765,  961
   -20025.00000,    49185.00000, 7780,  962
   -18375.00000,    49185.00000, 7796,  963
   -16395.00000,    49185.00000, 7812,  964
   -24315.00000,    49215.00000, 7827,  965
   -21585.00000,    49215.00000, 7846,  966
   -20625.00000,    49215.00000, 7850,  967
   -18615.00000,    49215.00000, 7869,  968
   -17055.00000,    49215.00000, 7880,  969
   -25635.00000,    49245.00000, 7894,  970
   -25485.00000,    49245.00000, 7895,  971
   -21375.00000,    49245.00000, 7912,  972
   -21075.00000,    49245.00000, 7917,  973
   -20445.00000,    49245.00000, 7920,  974
   -19185.00000,    49245.00000, 7927,  975
   -17865.00000,    49245.00000, 7939,  976
   -17205.00000,    49245.00000, 7942,  977
   -16545.00000,    49245.00000, 7944,  978
   -16035.00000,    49245.00000, 7948,  979
   -25065.00000,    49275.00000, 7953,  980
   -23865.00000,    49275.00000, 7961,  981
   -23205.00000,    49275.00000, 7964,  982
   -22245.00000,    49275.00000, 7968,  983
   -21765.00000,    49275.00000, 7971,  984
   -24795.00000,    49305.00000, 8019,  985
   -23685.00000,    49305.00000, 8028,  986
   -22455.00000,    49305.00000, 8038,  987
   -20805.00000,    49305.00000, 8045,  988
   -19875.00000,    49305.00000, 8051,  989
   -19695.00000,    49305.00000, 8053,  990
   -17565.00000,    49305.00000, 8070,  991
   -24615.00000,    49335.00000, 8085,  992
   -22935.00000,    49335.00000, 8094,  993
   -22605.00000,    49335.00000, 8096,  994
   -21975.00000,    49335.00000, 8102,  995
   -20295.00000,    49335.00000, 8111,  996
   -17895.00000,    49335.00000, 8127,  997
   -16035.00000,    49335.00000, 8139,  998
   -25695.00000,    49365.00000, 8143,  999
   -23265.00000,    49365.00000, 8156, 1000
   -22095.00000,    49365.00000, 8161, 1001
   -21345.00000,    49365.00000, 8166, 1002
   -20925.00000,    49365.00000, 8169, 1003
   -20685.00000,    49365.00000, 8170, 1004
   -20055.00000,    49365.00000, 8172, 1005
   -17775.00000,    49365.00000, 8187, 1006
   -16815.00000,    49365.00000, 8192, 1007
   -25935.00000,    49395.00000, 8196, 1008
   -25485.00000,    49395.00000, 8197, 1009
   -24135.00000,    49395.00000, 8203, 1010
   -23145.00000,    49395.00000, 8210, 1011
   -19935.00000,    49395.00000, 8219, 1012
   -19695.00000,    49395.00000, 8222, 1013
   -19575.00000,    49395.00000, 8223, 1014
   -18945.00000,    49395.00000, 8226, 1015
   -18525.00000,    49395.00000, 8228, 1016
   -18435.00000,    49395.00000, 8229, 1017
   -17565.00000,    49395.00000, 8234, 1018
   -25005.00000,    49425.00000, 8244, 1019
   -23745.00000,    49425.00000, 8250, 1020
   -22275.00000,    49425.00000, 8259, 1021
   -18225.00000,    49425.00000, 8273, 1022
   -17985.00000,    49425.00000, 8276, 1023
   -16545.00000,    49425.00000, 8282, 1024
   -25395.00000,    49455.00000, 8286, 1025
   -24915.00000,    49455.00000, 8291, 1026
   -23955.00000,    49455.00000, 8298, 1027
   -22995.00000,    49455.00000, 8303, 1028
   -21495.00000,    49455.00000, 8311, 1029
   -21225.00000,    49455.00000, 8312, 1030
   -20985.00000,    49455.00000, 8317, 1031
   -25245.00000,    49485.00000, 8336, 1032
   -24735.00000,    49485.00000, 8341, 1033
   -22395.00000,    49485.00000, 8355, 1034
   -21765.00000,    49485.00000, 8357, 1035
   -19125.00000,    49485.00000, 8374, 1036
   -17505.00000,    49485.00000, 8378, 1037
   -22665.00000,    49515.00000, 8403, 1038
   -20655.00000,    49515.00000, 8412, 1039
   -16005.00000,    49515.00000, 8443, 1040
   -24345.00000,    49545.00000, 8450, 1041
   -18675.00000,    49545.00000, 8475, 1042
   -24615.00000,    49575.00000, 8496, 1043
   -24495.00000,    49575.00000, 8497, 1044
   -22515.00000,    49575.00000, 8507, 1045
   -22455.00000,    49575.00000, 8509, 1046
   -20865.00000,    49575.00000, 8517, 1047
   -19935.00000,    49575.00000, 8522, 1048
   -19695.00000,    49575.00000, 8524, 1049
   -19305.00000,    49575.00000, 8530, 1050
   -19125.00000,    49575.00000, 8532, 1051
   -17895.00000,    49575.00000, 8537, 1052
   -17805.00000,    49575.00000, 8538, 1053
   -17775.00000,    49575.00000, 8539, 1054
   -25155.00000,    49605.00000, 8551, 1055
   -24225.00000,    49605.00000, 8555, 1056
   -21285.00000,    49605.00000, 8574, 1057
   -18975.00000,    49605.00000, 8588, 1058
   -18555.00000,    49605.00000, 8590, 1059
   -18405.00000,    49605.00000, 8591, 1060
   -24075.00000,    49635.00000, 8611, 1061
   -23955.00000,    49635.00000, 8612, 1062
   -22755.00000,    49635.00000, 8623, 1063
   -22245.00000,    49635.00000, 8625, 1064
   -21465.00000,    49635.00000, 8630, 1065
   -20115.00000,    49635.00000, 8638, 1066
   -18885.00000,    49635.00000, 8646, 1067
   -25095.00000,    49665.00000, 8669, 1068
   -24795.00000,    49665.00000, 8672, 1069
   -21615.00000,    49665.00000, 8686, 1070
   -19695.00000,    49665.00000, 8695, 1071
   -19245.00000,    49665.00000, 8698, 1072
   -17625.00000,    49665.00000, 8707, 1073
   -16635.00000,    49665.00000, 8718, 1074
   -16485.00000,    49665.00000, 8719, 1075
   -16035.00000,    49665.00000, 8724, 1076
   -24945.00000,    49695.00000, 8725, 1077
   -22455.00000,    49695.00000, 8733, 1078
   -20835.00000,    49695.00000, 8742, 1079
   -19965.00000,    49695.00000, 8746, 1080
   -17295.00000,    49695.00000, 8763, 1081
   -23805.00000,    49725.00000, 8770, 1082
   -19425.00000,    49725.00000, 8789, 1083
   -18675.00000,    49725.00000, 8796, 1084
   -18255.00000,    49725.00000, 8800, 1085
   -22635.00000,    49755.00000, 8820, 1086
   -21975.00000,    49755.00000, 8823, 1087
   -20175.00000,    49755.00000, 8834, 1088
   -18855.00000,    49755.00000, 8840, 1089
   -17775.00000,    49755.00000, 8849, 1090
   -23085.00000,    49785.00000, 8861, 1091
   -21345.00000,    49785.00000, 8873, 1092
   -18945.00000,    49785.00000, 8890, 1093
   -17445.00000,    49785.00000, 8897, 1094
   -16395.00000,    49785.00000, 8901, 1095
   -16065.00000,    49785.00000, 8903, 1096
   -22335.00000,    49815.00000, 8911, 1097
   -20685.00000,    49815.00000, 8921, 1098
   -18405.00000,    49815.00000, 8936, 1099
   -17595.00000,    49815.00000, 8941, 1100
   -22845.00000,    49845.00000, 8955, 1101
   -21525.00000,    49845.00000, 8960, 1102
   -20175.00000,    49845.00000, 8968, 1103
   -19485.00000,    49845.00000, 8972, 1104
   -23505.00000,    49875.00000, 8995, 1105
   -22185.00000,    49875.00000, 8999, 1106
   -21855.00000,    49875.00000, 9001, 1107
   -17445.00000,    49875.00000, 9026, 1108
   -16275.00000,    49875.00000, 9033, 1109
   -23715.00000,    49905.00000, 9034, 1110
   -22935.00000,    49905.00000, 9038, 1111
   -20475.00000,    49905.00000, 9048, 1112
   -19995.00000,    49905.00000, 9051, 1113
   -22965.00000,    49935.00000, 9073, 1114
   -20805.00000,    49935.00000, 9081, 1115
   -20595.00000,    49935.00000, 9082, 1116
   -18705.00000,    49935.00000, 9089, 1117
   -17265.00000,    49935.00000, 9097, 1118
   -16785.00000,    49935.00000, 9100, 1119
   -23205.00000,    49965.00000, 9105, 1120
   -23115.00000,    49965.00000, 9106, 1121
   -22125.00000,    49965.00000, 9107, 1122
   -21315.00000,    49965.00000, 9113, 1123
   -21855.00000,    49995.00000, 9137, 1124
   -20415.00000,    49995.00000, 9145, 1125
   -19155.00000,    49995.00000, 9151, 1126
   -18225.00000,    49995.00000, 9157, 1127
   -16605.00000,    49995.00000, 9171, 1128
   -18975.00000,    50025.00000, 9188, 1129
   -17445.00000,    50025.00000, 9197, 1130
   -16905.00000,    50025.00000, 9202, 1131
   -16365.00000,    50025.00000, 9204, 1132
   -20955.00000,    50055.00000, 9212, 1133
   -20235.00000,    50055.00000, 9213, 1134
   -19335.00000,    50055.00000, 9217, 1135
   -23265.00000,    50085.00000, 9237, 1136
   -21465.00000,    50085.00000, 9242, 1137
   -20055.00000,    50085.00000, 9245, 1138
   -18825.00000,    50085.00000, 9259, 1139
   -18585.00000,    50085.00000, 9261, 1140
   -17475.00000,    50085.00000, 9268, 1141
   -16575.00000,    50085.00000, 9274, 1142
   -21975.00000,    50115.00000, 9275, 1143
   -18435.00000,    50115.00000, 9290, 1144
   -21315.00000,    50145.00000, 9307, 1145
   -21075.00000,    50145.00000, 9308, 1146
   -20025.00000,    50145.00000, 9309, 1147
   -18615.00000,    50145.00000, 9316, 1148
   -17985.00000,    50145.00000, 9319, 1149
   -21585.00000,    50175.00000, 9333, 1150
   -21495.00000,    50175.00000, 9334, 1151
   -16845.00000,    50175.00000, 9356, 1152
   -21855.00000,    50205.00000, 9359, 1153
   -17925.00000,    50205.00000, 9375, 1154
   -17445.00000,    50205.00000, 9379, 1155
   -16665.00000,    50205.00000, 9384, 1156
   -16575.00000,    50205.00000, 9386, 1157
   -21645.00000,    50235.00000, 9388, 1158
   -19905.00000,    50235.00000, 9389, 1159
   -17535.00000,    50235.00000, 9404, 1160
   -19575.00000,    50265.00000, 9413, 1161
   -18765.00000,    50265.00000, 9419, 1162
   -17205.00000,    50265.00000, 9426, 1163
   -19695.00000,    50295.00000, 9432, 1164
   -19335.00000,    50295.00000, 9433, 1165
   -18495.00000,    50295.00000, 9442, 1166
   -17685.00000,    50295.00000, 9446, 1167
   -19875.00000,    50325.00000, 9453, 1168
   -18135.00000,    50325.00000, 9460, 1169
   -17985.00000,    50325.00000, 9461, 1170
   -21795.00000,    50355.00000, 9472, 1171
   -19215.00000,    50355.00000, 9474, 1172
   -18315.00000,    50355.00000, 9478, 1173
   -17295.00000,    50355.00000, 9481, 1174
   -19785.00000,    50385.00000, 9486, 1175
   -18615.00000,    50385.00000, 9490, 1176
   -16635.00000,    50385.00000, 9500, 1177
   -18765.00000,    50415.00000, 9503, 1178
   -18405.00000,    50445.00000, 9520, 1179
   -18525.00000,    50475.00000, 9535, 1180
   -17835.00000,    50475.00000, 9537, 1181
   -18015.00000,    50505.00000, 9547, 1182
   -17355.00000,    50505.00000, 9551, 1183
   -16785.00000,    50505.00000, 9555, 1184
   -17175.00000,    50535.00000, 9565, 1185
   -19035.00000,    50565.00000, 9569, 1186
   -17535.00000,    50565.00000, 9575, 1187
   -16995.00000,    50565.00000, 9579, 1188
   -16875.00000,    50565.00000, 9580, 1189
   -18645.00000,    50595.00000, 9583, 1190
   -17745.00000,    50595.00000, 9584, 1191
   -18825.00000,    50625.00000, 9588, 1192
   -17145.00000,    50625.00000, 9593, 1193
   -17355.00000,    50655.00000, 9595, 1194
   -17265.00000,    50655.00000, 9596, 1195
   -17535.00000,    50715.00000, 9600, 1196
