         836
x,y,i,j
       9530.000,      -3545.000,   15,  682
       9530.000,      -3535.000,   15,  683
       9530.000,      -3525.000,   15,  684
       9530.000,      -3515.000,   15,  685
       9530.000,      -3505.000,   15,  686
       9530.000,      -3495.000,   15,  687
       9530.000,      -3485.000,   15,  688
       9540.000,      -3475.000,   16,  689
       9540.000,      -3465.000,   16,  690
       9540.000,      -3455.000,   16,  691
       9550.000,      -3445.000,   17,  692
       9560.000,      -3435.000,   18,  693
       9560.000,      -3425.000,   18,  694
       9570.000,      -3415.000,   19,  695
       9580.000,      -3405.000,   20,  696
       9580.000,      -3395.000,   20,  697
       9590.000,      -3385.000,   21,  698
       9590.000,      -3375.000,   21,  699
       9600.000,      -3365.000,   22,  700
       9610.000,      -3355.000,   23,  701
       9610.000,      -3345.000,   23,  702
       9620.000,      -3335.000,   24,  703
       9630.000,      -3325.000,   25,  704
       9630.000,      -3315.000,   25,  705
       9640.000,      -3305.000,   26,  706
       9640.000,      -3295.000,   26,  707
       9650.000,      -3285.000,   27,  708
       9660.000,      -3275.000,   28,  709
       9660.000,      -3265.000,   28,  710
       9670.000,      -3255.000,   29,  711
       9680.000,      -3245.000,   30,  712
       9680.000,      -3235.000,   30,  713
       9690.000,      -3225.000,   31,  714
       9690.000,      -3215.000,   31,  715
       9700.000,      -3205.000,   32,  716
       9710.000,      -3195.000,   33,  717
       9710.000,      -3185.000,   33,  718
       9720.000,      -3175.000,   34,  719
       9730.000,      -3165.000,   35,  720
       9730.000,      -3155.000,   35,  721
       9740.000,      -3145.000,   36,  722
       9750.000,      -3135.000,   37,  723
       9750.000,      -3125.000,   37,  724
       9760.000,      -3115.000,   38,  725
       9760.000,      -3105.000,   38,  726
       9770.000,      -3095.000,   39,  727
       9780.000,      -3085.000,   40,  728
       9780.000,      -3075.000,   40,  729
       9790.000,      -3065.000,   41,  730
       9800.000,      -3055.000,   42,  731
       9800.000,      -3045.000,   42,  732
       9810.000,      -3035.000,   43,  733
       9810.000,      -3025.000,   43,  734
       9820.000,      -3015.000,   44,  735
