         836
x,y,i,j
       9830.000,      -3005.000,   45,  736
       9830.000,      -2995.000,   45,  737
       9840.000,      -2985.000,   46,  738
       9850.000,      -2975.000,   47,  739
       9850.000,      -2965.000,   47,  740
       9860.000,      -2955.000,   48,  741
       9860.000,      -2945.000,   48,  742
       9870.000,      -2935.000,   49,  743
       9880.000,      -2925.000,   50,  744
       9890.000,      -2915.000,   51,  745
       9910.000,      -2905.000,   53,  746
       9920.000,      -2895.000,   54,  747
       9930.000,      -2885.000,   55,  748
       9940.000,      -2875.000,   56,  749
       9950.000,      -2865.000,   57,  750
       9970.000,      -2855.000,   59,  751
       9980.000,      -2845.000,   60,  752
       9990.000,      -2835.000,   61,  753
      10000.000,      -2825.000,   62,  754
      10010.000,      -2815.000,   63,  755
      10030.000,      -2805.000,   65,  756
      10040.000,      -2795.000,   66,  757
      10050.000,      -2785.000,   67,  758
      10060.000,      -2775.000,   68,  759
      10070.000,      -2765.000,   69,  760
      10090.000,      -2755.000,   71,  761
      10100.000,      -2745.000,   72,  762
      10110.000,      -2735.000,   73,  763
      10120.000,      -2725.000,   74,  764
      10130.000,      -2715.000,   75,  765
      10150.000,      -2705.000,   77,  766
      10160.000,      -2695.000,   78,  767
      10170.000,      -2685.000,   79,  768
      10180.000,      -2675.000,   80,  769
      10190.000,      -2665.000,   81,  770
      10210.000,      -2655.000,   83,  771
      10220.000,      -2645.000,   84,  772
      10230.000,      -2635.000,   85,  773
      10240.000,      -2625.000,   86,  774
      10250.000,      -2615.000,   87,  775
      10270.000,      -2605.000,   89,  776
      10280.000,      -2595.000,   90,  777
      10290.000,      -2585.000,   91,  778
      10300.000,      -2575.000,   92,  779
      10310.000,      -2565.000,   93,  780
      10330.000,      -2555.000,   95,  781
      10340.000,      -2545.000,   96,  782
      10350.000,      -2535.000,   97,  783
      10360.000,      -2525.000,   98,  784
      10370.000,      -2515.000,   99,  785
      10390.000,      -2505.000,  101,  786
      10400.000,      -2495.000,  102,  787
      10410.000,      -2485.000,  103,  788
      10420.000,      -2475.000,  104,  789
      10430.000,      -2465.000,  105,  790
      10450.000,      -2455.000,  107,  791
      10460.000,      -2445.000,  108,  792
      10470.000,      -2435.000,  109,  793
      10480.000,      -2425.000,  110,  794
      10490.000,      -2415.000,  111,  795
      10510.000,      -2405.000,  113,  796
      10520.000,      -2395.000,  114,  797
      10530.000,      -2385.000,  115,  798
      10540.000,      -2375.000,  116,  799
      10550.000,      -2365.000,  117,  800
      10570.000,      -2355.000,  119,  801
      10580.000,      -2345.000,  120,  802
      10590.000,      -2335.000,  121,  803
      10600.000,      -2325.000,  122,  804
      10620.000,      -2315.000,  124,  805
      10640.000,      -2305.000,  126,  806
      10660.000,      -2295.000,  128,  807
      10680.000,      -2285.000,  130,  808
      10700.000,      -2275.000,  132,  809
      10720.000,      -2265.000,  134,  810
      10740.000,      -2255.000,  136,  811
      10770.000,      -2245.000,  139,  812
      10790.000,      -2235.000,  141,  813
      10810.000,      -2225.000,  143,  814
      10830.000,      -2215.000,  145,  815
      10850.000,      -2205.000,  147,  816
      10870.000,      -2195.000,  149,  817
      10890.000,      -2185.000,  151,  818
      10910.000,      -2175.000,  153,  819
      10940.000,      -2165.000,  156,  820
      10960.000,      -2155.000,  158,  821
      10980.000,      -2145.000,  160,  822
      11000.000,      -2135.000,  162,  823
      11020.000,      -2125.000,  164,  824
      11040.000,      -2115.000,  166,  825
      11060.000,      -2105.000,  168,  826
      11080.000,      -2095.000,  170,  827
      11110.000,      -2085.000,  173,  828
      11130.000,      -2075.000,  175,  829
      11150.000,      -2065.000,  177,  830
      11170.000,      -2055.000,  179,  831
      11190.000,      -2045.000,  181,  832
      11210.000,      -2035.000,  183,  833
      11230.000,      -2025.000,  185,  834
      11320.000,      -2015.000,  194,  835
      11440.000,      -2005.000,  206,  836
      11570.000,      -1995.000,  219,  837
      11700.000,      -1985.000,  232,  838
