         836
x,y,i,j
      13220.000,      -5855.000,  384,  451
      13230.000,      -5845.000,  385,  452
      13230.000,      -5835.000,  385,  453
      13230.000,      -5825.000,  385,  454
      13230.000,      -5815.000,  385,  455
      13240.000,      -5805.000,  386,  456
      13240.000,      -5795.000,  386,  457
      13240.000,      -5785.000,  386,  458
      13250.000,      -5775.000,  387,  459
      13250.000,      -5765.000,  387,  460
      13250.000,      -5755.000,  387,  461
      13250.000,      -5745.000,  387,  462
      13260.000,      -5735.000,  388,  463
      13260.000,      -5725.000,  388,  464
      13260.000,      -5715.000,  388,  465
      13260.000,      -5705.000,  388,  466
      13270.000,      -5695.000,  389,  467
      13270.000,      -5685.000,  389,  468
      13270.000,      -5675.000,  389,  469
      13270.000,      -5665.000,  389,  470
      13280.000,      -5655.000,  390,  471
      13280.000,      -5645.000,  390,  472
      13280.000,      -5635.000,  390,  473
      13290.000,      -5625.000,  391,  474
      13290.000,      -5615.000,  391,  475
      13290.000,      -5605.000,  391,  476
      13290.000,      -5595.000,  391,  477
      13300.000,      -5585.000,  392,  478
      13300.000,      -5575.000,  392,  479
      13300.000,      -5565.000,  392,  480
      13300.000,      -5555.000,  392,  481
      13310.000,      -5545.000,  393,  482
      13310.000,      -5535.000,  393,  483
      13310.000,      -5525.000,  393,  484
      13310.000,      -5515.000,  393,  485
      13320.000,      -5505.000,  394,  486
      13320.000,      -5495.000,  394,  487
      13320.000,      -5485.000,  394,  488
      13330.000,      -5475.000,  395,  489
      13330.000,      -5465.000,  395,  490
      13330.000,      -5455.000,  395,  491
      13330.000,      -5445.000,  395,  492
      13340.000,      -5435.000,  396,  493
      13340.000,      -5425.000,  396,  494
      13340.000,      -5415.000,  396,  495
      13340.000,      -5405.000,  396,  496
      13350.000,      -5395.000,  397,  497
      13350.000,      -5385.000,  397,  498
      13350.000,      -5375.000,  397,  499
      13350.000,      -5365.000,  397,  500
      13360.000,      -5355.000,  398,  501
      13360.000,      -5345.000,  398,  502
      13360.000,      -5335.000,  398,  503
      13370.000,      -5325.000,  399,  504
      13370.000,      -5315.000,  399,  505
      13370.000,      -5305.000,  399,  506
      13370.000,      -5295.000,  399,  507
      13380.000,      -5285.000,  400,  508
      13380.000,      -5275.000,  400,  509
      13380.000,      -5265.000,  400,  510
      13380.000,      -5255.000,  400,  511
      13390.000,      -5245.000,  401,  512
      13390.000,      -5235.000,  401,  513
      13390.000,      -5225.000,  401,  514
      13390.000,      -5215.000,  401,  515
      13400.000,      -5205.000,  402,  516
      13400.000,      -5195.000,  402,  517
      13400.000,      -5185.000,  402,  518
      13400.000,      -5175.000,  402,  519
      13410.000,      -5165.000,  403,  520
      13410.000,      -5155.000,  403,  521
      13410.000,      -5145.000,  403,  522
      13420.000,      -5135.000,  404,  523
      13420.000,      -5125.000,  404,  524
      13420.000,      -5115.000,  404,  525
      13420.000,      -5105.000,  404,  526
      13430.000,      -5095.000,  405,  527
      13430.000,      -5085.000,  405,  528
      13430.000,      -5075.000,  405,  529
      13430.000,      -5065.000,  405,  530
      13440.000,      -5055.000,  406,  531
      13440.000,      -5045.000,  406,  532
