    3,# of div
x,y,i2d,j2d,i1d,itr,dist
      11865.000,      -9405.000,  248,   96,      1746,    1,     0.000
      11855.000,      -9395.000,  247,   97,      1746,    2,     0.000
      11845.000,      -9385.000,  246,   98,      1746,    3,     0.000
      11895.000,      -9405.000,  251,   96,      1747,    1,     0.000
      11885.000,      -9405.000,  250,   96,      1747,    2,     0.000
      11875.000,      -9405.000,  249,   96,      1747,    3,     0.000
      11925.000,      -9405.000,  254,   96,      1748,    1,     0.000
      11915.000,      -9405.000,  253,   96,      1748,    2,     0.000
      11905.000,      -9405.000,  252,   96,      1748,    3,     0.000
      11955.000,      -9405.000,  257,   96,      1749,    1,     0.000
      11945.000,      -9405.000,  256,   96,      1749,    2,     0.000
      11935.000,      -9405.000,  255,   96,      1749,    3,     0.000
      11985.000,      -9405.000,  260,   96,      1750,    1,     0.000
      11975.000,      -9405.000,  259,   96,      1750,    2,     0.000
      11965.000,      -9405.000,  258,   96,      1750,    3,     0.000
      12105.000,      -9405.000,  272,   96,      1751,    1,     0.000
      12095.000,      -9415.000,  271,   95,      1751,    2,     0.000
      12085.000,      -9425.000,  270,   94,      1751,    3,     0.000
      12165.000,      -9405.000,  278,   96,      1752,    1,     0.000
      12155.000,      -9395.000,  277,   97,      1752,    2,     0.000
      12145.000,      -9385.000,  276,   98,      1752,    3,     0.000
      12465.000,      -9405.000,  308,   96,      1753,    1,     0.000
      12455.000,      -9415.000,  307,   95,      1753,    2,     0.000
      12445.000,      -9425.000,  306,   94,      1753,    3,     0.000
      12585.000,      -9405.000,  320,   96,      1754,    1,     0.000
      12585.000,      -9415.000,  320,   95,      1754,    2,     0.000
      12585.000,      -9425.000,  320,   94,      1754,    3,     0.000
      11835.000,      -9375.000,  245,   99,      1761,    1,     0.000
      11835.000,      -9365.000,  245,  100,      1761,    2,     0.000
      11835.000,      -9355.000,  245,  101,      1761,    3,     0.000
      12135.000,      -9375.000,  275,   99,      1762,    1,     0.000
      12125.000,      -9385.000,  274,   98,      1762,    2,     0.000
      12115.000,      -9395.000,  273,   97,      1762,    3,     0.000
      12615.000,      -9375.000,  323,   99,      1763,    1,     0.000
      12605.000,      -9385.000,  322,   98,      1763,    2,     0.000
      12595.000,      -9395.000,  321,   97,      1763,    3,     0.000
      11835.000,      -9345.000,  245,  102,      1767,    1,     0.000
      11835.000,      -9335.000,  245,  103,      1767,    2,     0.000
      11835.000,      -9325.000,  245,  104,      1767,    3,     0.000
      12165.000,      -9345.000,  278,  102,      1768,    1,     0.000
      12155.000,      -9355.000,  277,  101,      1768,    2,     0.000
      12145.000,      -9365.000,  276,  100,      1768,    3,     0.000
      12645.000,      -9345.000,  326,  102,      1769,    1,     0.000
      12635.000,      -9355.000,  325,  101,      1769,    2,     0.000
      12625.000,      -9365.000,  324,  100,      1769,    3,     0.000
      11835.000,      -9315.000,  245,  105,      1770,    1,     0.000
      11835.000,      -9305.000,  245,  106,      1770,    2,     0.000
      11835.000,      -9295.000,  245,  107,      1770,    3,     0.000
      12195.000,      -9315.000,  281,  105,      1771,    1,     0.000
      12185.000,      -9325.000,  280,  104,      1771,    2,     0.000
      12175.000,      -9335.000,  279,  103,      1771,    3,     0.000
      11835.000,      -9285.000,  245,  108,      1772,    1,     0.000
      11835.000,      -9275.000,  245,  109,      1772,    2,     0.000
      11835.000,      -9265.000,  245,  110,      1772,    3,     0.000
      12225.000,      -9285.000,  284,  108,      1773,    1,     0.000
      12215.000,      -9295.000,  283,  107,      1773,    2,     0.000
      12205.000,      -9305.000,  282,  106,      1773,    3,     0.000
      12255.000,      -9285.000,  287,  108,      1774,    1,     0.000
      12245.000,      -9285.000,  286,  108,      1774,    2,     0.000
      12235.000,      -9285.000,  285,  108,      1774,    3,     0.000
      11835.000,      -9255.000,  245,  111,      1775,    1,     0.000
      11835.000,      -9245.000,  245,  112,      1775,    2,     0.000
      11835.000,      -9235.000,  245,  113,      1775,    3,     0.000
      12045.000,      -9255.000,  266,  111,      1776,    1,     0.000
      12035.000,      -9245.000,  265,  112,      1776,    2,     0.000
      12025.000,      -9235.000,  264,  113,      1776,    3,     0.000
      12285.000,      -9255.000,  290,  111,      1777,    1,     0.000
      12275.000,      -9265.000,  289,  110,      1777,    2,     0.000
      12265.000,      -9275.000,  288,  109,      1777,    3,     0.000
      12315.000,      -9255.000,  293,  111,      1778,    1,     0.000
      12305.000,      -9255.000,  292,  111,      1778,    2,     0.000
      12295.000,      -9255.000,  291,  111,      1778,    3,     0.000
      11835.000,      -9225.000,  245,  114,      1779,    1,     0.000
      11835.000,      -9215.000,  245,  115,      1779,    2,     0.000
      11835.000,      -9205.000,  245,  116,      1779,    3,     0.000
      12015.000,      -9225.000,  263,  114,      1780,    1,     0.000
      12015.000,      -9215.000,  263,  115,      1780,    2,     0.000
      12015.000,      -9205.000,  263,  116,      1780,    3,     0.000
      12345.000,      -9225.000,  296,  114,      1781,    1,     0.000
      12335.000,      -9235.000,  295,  113,      1781,    2,     0.000
      12325.000,      -9245.000,  294,  112,      1781,    3,     0.000
      12375.000,      -9225.000,  299,  114,      1782,    1,     0.000
      12365.000,      -9225.000,  298,  114,      1782,    2,     0.000
      12355.000,      -9225.000,  297,  114,      1782,    3,     0.000
      11835.000,      -9195.000,  245,  117,      1783,    1,     0.000
      11835.000,      -9185.000,  245,  118,      1783,    2,     0.000
      11835.000,      -9175.000,  245,  119,      1783,    3,     0.000
      11925.000,      -9195.000,  254,  117,      1784,    1,     0.000
      11915.000,      -9185.000,  253,  118,      1784,    2,     0.000
      11905.000,      -9175.000,  252,  119,      1784,    3,     0.000
      12015.000,      -9195.000,  263,  117,      1785,    1,     0.000
      12005.000,      -9185.000,  262,  118,      1785,    2,     0.000
      11995.000,      -9175.000,  261,  119,      1785,    3,     0.000
      12405.000,      -9195.000,  302,  117,      1786,    1,     0.000
      12395.000,      -9205.000,  301,  116,      1786,    2,     0.000
      12385.000,      -9215.000,  300,  115,      1786,    3,     0.000
      12435.000,      -9195.000,  305,  117,      1787,    1,     0.000
      12425.000,      -9195.000,  304,  117,      1787,    2,     0.000
      12415.000,      -9195.000,  303,  117,      1787,    3,     0.000
      12465.000,      -9195.000,  308,  117,      1788,    1,     0.000
      12455.000,      -9195.000,  307,  117,      1788,    2,     0.000
      12445.000,      -9195.000,  306,  117,      1788,    3,     0.000
      11835.000,      -9165.000,  245,  120,      1789,    1,     0.000
      11835.000,      -9155.000,  245,  121,      1789,    2,     0.000
      11835.000,      -9145.000,  245,  122,      1789,    3,     0.000
      11865.000,      -9165.000,  248,  120,      1790,    1,     0.000
      11855.000,      -9155.000,  247,  121,      1790,    2,     0.000
      11845.000,      -9145.000,  246,  122,      1790,    3,     0.000
      11895.000,      -9165.000,  251,  120,      1791,    1,     0.000
      11885.000,      -9165.000,  250,  120,      1791,    2,     0.000
      11875.000,      -9165.000,  249,  120,      1791,    3,     0.000
      11985.000,      -9165.000,  260,  120,      1792,    1,     0.000
      11975.000,      -9155.000,  259,  121,      1792,    2,     0.000
      11965.000,      -9145.000,  258,  122,      1792,    3,     0.000
      11835.000,      -9135.000,  245,  123,      1793,    1,     0.000
      11825.000,      -9125.000,  244,  124,      1793,    2,     0.000
      11815.000,      -9115.000,  243,  125,      1793,    3,     0.000
      11955.000,      -9135.000,  257,  123,      1794,    1,     0.000
      11945.000,      -9125.000,  256,  124,      1794,    2,     0.000
      11935.000,      -9115.000,  255,  125,      1794,    3,     0.000
      12105.000,      -9135.000,  272,  123,      1795,    1,     0.000
      12105.000,      -9125.000,  272,  124,      1795,    2,     0.000
      12105.000,      -9115.000,  272,  125,      1795,    3,     0.000
      11805.000,      -9105.000,  242,  126,      1796,    1,     0.000
      11795.000,      -9095.000,  241,  127,      1796,    2,     0.000
      11785.000,      -9085.000,  240,  128,      1796,    3,     0.000
      11925.000,      -9105.000,  254,  126,      1797,    1,     0.000
      11915.000,      -9095.000,  253,  127,      1797,    2,     0.000
      11905.000,      -9085.000,  252,  128,      1797,    3,     0.000
      12105.000,      -9105.000,  272,  126,      1798,    1,     0.000
      12095.000,      -9095.000,  271,  127,      1798,    2,     0.000
      12085.000,      -9085.000,  270,  128,      1798,    3,     0.000
      12555.000,      -9105.000,  317,  126,      1799,    1,     0.000
      12545.000,      -9095.000,  316,  127,      1799,    2,     0.000
      12535.000,      -9085.000,  315,  128,      1799,    3,     0.000
      11775.000,      -9075.000,  239,  129,      1800,    1,     0.000
      11775.000,      -9065.000,  239,  130,      1800,    2,     0.000
      11775.000,      -9055.000,  239,  131,      1800,    3,     0.000
      11895.000,      -9075.000,  251,  129,      1801,    1,     0.000
      11885.000,      -9065.000,  250,  130,      1801,    2,     0.000
      11875.000,      -9055.000,  249,  131,      1801,    3,     0.000
      12045.000,      -9075.000,  266,  129,      1802,    1,     0.000
      12035.000,      -9065.000,  265,  130,      1802,    2,     0.000
      12025.000,      -9055.000,  264,  131,      1802,    3,     0.000
      12075.000,      -9075.000,  269,  129,      1803,    1,     0.000
      12065.000,      -9075.000,  268,  129,      1803,    2,     0.000
      12055.000,      -9075.000,  267,  129,      1803,    3,     0.000
      12525.000,      -9075.000,  314,  129,      1804,    1,     0.000
      12525.000,      -9065.000,  314,  130,      1804,    2,     0.000
      12525.000,      -9055.000,  314,  131,      1804,    3,     0.000
      11775.000,      -9045.000,  239,  132,      1805,    1,     0.000
      11785.000,      -9035.000,  240,  133,      1805,    2,     0.000
      11795.000,      -9025.000,  241,  134,      1805,    3,     0.000
      11865.000,      -9045.000,  248,  132,      1806,    1,     0.000
      11855.000,      -9035.000,  247,  133,      1806,    2,     0.000
      11845.000,      -9025.000,  246,  134,      1806,    3,     0.000
      12015.000,      -9045.000,  263,  132,      1807,    1,     0.000
      12015.000,      -9035.000,  263,  133,      1807,    2,     0.000
      12015.000,      -9025.000,  263,  134,      1807,    3,     0.000
      12255.000,      -9045.000,  287,  132,      1808,    1,     0.000
      12255.000,      -9035.000,  287,  133,      1808,    2,     0.000
      12255.000,      -9025.000,  287,  134,      1808,    3,     0.000
      12525.000,      -9045.000,  314,  132,      1809,    1,     0.000
      12515.000,      -9035.000,  313,  133,      1809,    2,     0.000
      12505.000,      -9025.000,  312,  134,      1809,    3,     0.000
      11805.000,      -9015.000,  242,  135,      1810,    1,     0.000
      11815.000,      -9005.000,  243,  136,      1810,    2,     0.000
      11825.000,      -8995.000,  244,  137,      1810,    3,     0.000
      11835.000,      -9015.000,  245,  135,      1811,    1,     0.000
      11835.000,      -9005.000,  245,  136,      1811,    2,     0.000
      11835.000,      -8995.000,  245,  137,      1811,    3,     0.000
      12015.000,      -9015.000,  263,  135,      1812,    1,     0.000
      12015.000,      -9005.000,  263,  136,      1812,    2,     0.000
      12015.000,      -8995.000,  263,  137,      1812,    3,     0.000
      12255.000,      -9015.000,  287,  135,      1813,    1,     0.000
      12255.000,      -9005.000,  287,  136,      1813,    2,     0.000
      12255.000,      -8995.000,  287,  137,      1813,    3,     0.000
      12495.000,      -9015.000,  311,  135,      1814,    1,     0.000
      12495.000,      -9005.000,  311,  136,      1814,    2,     0.000
      12495.000,      -8995.000,  311,  137,      1814,    3,     0.000
      11835.000,      -8985.000,  245,  138,      1815,    1,     0.000
      11835.000,      -8975.000,  245,  139,      1815,    2,     0.000
      11835.000,      -8965.000,  245,  140,      1815,    3,     0.000
      12015.000,      -8985.000,  263,  138,      1816,    1,     0.000
      12015.000,      -8975.000,  263,  139,      1816,    2,     0.000
      12015.000,      -8965.000,  263,  140,      1816,    3,     0.000
      12255.000,      -8985.000,  287,  138,      1817,    1,     0.000
      12245.000,      -8975.000,  286,  139,      1817,    2,     0.000
      12235.000,      -8965.000,  285,  140,      1817,    3,     0.000
      12435.000,      -8985.000,  305,  138,      1818,    1,     0.000
      12445.000,      -8975.000,  306,  139,      1818,    2,     0.000
      12455.000,      -8965.000,  307,  140,      1818,    3,     0.000
      12495.000,      -8985.000,  311,  138,      1819,    1,     0.000
      12485.000,      -8975.000,  310,  139,      1819,    2,     0.000
      12475.000,      -8965.000,  309,  140,      1819,    3,     0.000
      11835.000,      -8955.000,  245,  141,      1820,    1,     0.000
      11825.000,      -8945.000,  244,  142,      1820,    2,     0.000
      11815.000,      -8935.000,  243,  143,      1820,    3,     0.000
      12015.000,      -8955.000,  263,  141,      1821,    1,     0.000
      12005.000,      -8945.000,  262,  142,      1821,    2,     0.000
      11995.000,      -8935.000,  261,  143,      1821,    3,     0.000
      12225.000,      -8955.000,  284,  141,      1822,    1,     0.000
      12215.000,      -8945.000,  283,  142,      1822,    2,     0.000
      12205.000,      -8935.000,  282,  143,      1822,    3,     0.000
      12465.000,      -8955.000,  308,  141,      1823,    1,     0.000
      12455.000,      -8945.000,  307,  142,      1823,    2,     0.000
      12445.000,      -8935.000,  306,  143,      1823,    3,     0.000
      11775.000,      -8925.000,  239,  144,      1824,    1,     0.000
      11785.000,      -8915.000,  240,  145,      1824,    2,     0.000
      11795.000,      -8905.000,  241,  146,      1824,    3,     0.000
      11805.000,      -8925.000,  242,  144,      1825,    1,     0.000
      11805.000,      -8915.000,  242,  145,      1825,    2,     0.000
      11805.000,      -8905.000,  242,  146,      1825,    3,     0.000
      11985.000,      -8925.000,  260,  144,      1826,    1,     0.000
      11995.000,      -8915.000,  261,  145,      1826,    2,     0.000
      12005.000,      -8905.000,  262,  146,      1826,    3,     0.000
      12105.000,      -8925.000,  272,  144,      1827,    1,     0.000
      12095.000,      -8915.000,  271,  145,      1827,    2,     0.000
      12085.000,      -8905.000,  270,  146,      1827,    3,     0.000
      12195.000,      -8925.000,  281,  144,      1828,    1,     0.000
      12185.000,      -8915.000,  280,  145,      1828,    2,     0.000
      12175.000,      -8905.000,  279,  146,      1828,    3,     0.000
      12435.000,      -8925.000,  305,  144,      1829,    1,     0.000
      12425.000,      -8915.000,  304,  145,      1829,    2,     0.000
      12415.000,      -8905.000,  303,  146,      1829,    3,     0.000
      11805.000,      -8895.000,  242,  147,      1830,    1,     0.000
      11805.000,      -8885.000,  242,  148,      1830,    2,     0.000
      11805.000,      -8875.000,  242,  149,      1830,    3,     0.000
      12015.000,      -8895.000,  263,  147,      1831,    1,     0.000
      12015.000,      -8885.000,  263,  148,      1831,    2,     0.000
      12015.000,      -8875.000,  263,  149,      1831,    3,     0.000
      12045.000,      -8895.000,  266,  147,      1832,    1,     0.000
      12035.000,      -8885.000,  265,  148,      1832,    2,     0.000
      12025.000,      -8875.000,  264,  149,      1832,    3,     0.000
      12075.000,      -8895.000,  269,  147,      1833,    1,     0.000
      12065.000,      -8895.000,  268,  147,      1833,    2,     0.000
      12055.000,      -8895.000,  267,  147,      1833,    3,     0.000
      12165.000,      -8895.000,  278,  147,      1834,    1,     0.000
      12165.000,      -8885.000,  278,  148,      1834,    2,     0.000
      12165.000,      -8875.000,  278,  149,      1834,    3,     0.000
      12285.000,      -8895.000,  290,  147,      1835,    1,     0.000
      12285.000,      -8885.000,  290,  148,      1835,    2,     0.000
      12285.000,      -8875.000,  290,  149,      1835,    3,     0.000
      12405.000,      -8895.000,  302,  147,      1836,    1,     0.000
      12415.000,      -8885.000,  303,  148,      1836,    2,     0.000
      12425.000,      -8875.000,  304,  149,      1836,    3,     0.000
      11805.000,      -8865.000,  242,  150,      1837,    1,     0.000
      11795.000,      -8855.000,  241,  151,      1837,    2,     0.000
      11785.000,      -8845.000,  240,  152,      1837,    3,     0.000
      12015.000,      -8865.000,  263,  150,      1838,    1,     0.000
      12015.000,      -8855.000,  263,  151,      1838,    2,     0.000
      12015.000,      -8845.000,  263,  152,      1838,    3,     0.000
      12165.000,      -8865.000,  278,  150,      1839,    1,     0.000
      12155.000,      -8855.000,  277,  151,      1839,    2,     0.000
      12145.000,      -8845.000,  276,  152,      1839,    3,     0.000
      12285.000,      -8865.000,  290,  150,      1840,    1,     0.000
      12285.000,      -8855.000,  290,  151,      1840,    2,     0.000
      12285.000,      -8845.000,  290,  152,      1840,    3,     0.000
      12435.000,      -8865.000,  305,  150,      1841,    1,     0.000
      12435.000,      -8855.000,  305,  151,      1841,    2,     0.000
      12435.000,      -8845.000,  305,  152,      1841,    3,     0.000
      12495.000,      -8865.000,  311,  150,      1842,    1,     0.000
      12485.000,      -8855.000,  310,  151,      1842,    2,     0.000
      12475.000,      -8845.000,  309,  152,      1842,    3,     0.000
      11775.000,      -8835.000,  239,  153,      1843,    1,     0.000
      11765.000,      -8825.000,  238,  154,      1843,    2,     0.000
      11755.000,      -8815.000,  237,  155,      1843,    3,     0.000
      12015.000,      -8835.000,  263,  153,      1844,    1,     0.000
      12015.000,      -8825.000,  263,  154,      1844,    2,     0.000
      12015.000,      -8815.000,  263,  155,      1844,    3,     0.000
      12135.000,      -8835.000,  275,  153,      1845,    1,     0.000
      12125.000,      -8825.000,  274,  154,      1845,    2,     0.000
      12115.000,      -8815.000,  273,  155,      1845,    3,     0.000
      12285.000,      -8835.000,  290,  153,      1846,    1,     0.000
      12275.000,      -8825.000,  289,  154,      1846,    2,     0.000
      12265.000,      -8815.000,  288,  155,      1846,    3,     0.000
      12435.000,      -8835.000,  305,  153,      1847,    1,     0.000
      12435.000,      -8825.000,  305,  154,      1847,    2,     0.000
      12435.000,      -8815.000,  305,  155,      1847,    3,     0.000
      12465.000,      -8835.000,  308,  153,      1848,    1,     0.000
      12455.000,      -8825.000,  307,  154,      1848,    2,     0.000
      12445.000,      -8815.000,  306,  155,      1848,    3,     0.000
      11745.000,      -8805.000,  236,  156,      1849,    1,     0.000
      11745.000,      -8795.000,  236,  157,      1849,    2,     0.000
      11745.000,      -8785.000,  236,  158,      1849,    3,     0.000
      12015.000,      -8805.000,  263,  156,      1850,    1,     0.000
      12005.000,      -8795.000,  262,  157,      1850,    2,     0.000
      11995.000,      -8785.000,  261,  158,      1850,    3,     0.000
      12105.000,      -8805.000,  272,  156,      1851,    1,     0.000
      12105.000,      -8795.000,  272,  157,      1851,    2,     0.000
      12105.000,      -8785.000,  272,  158,      1851,    3,     0.000
      12225.000,      -8805.000,  284,  156,      1852,    1,     0.000
      12215.000,      -8795.000,  283,  157,      1852,    2,     0.000
      12205.000,      -8785.000,  282,  158,      1852,    3,     0.000
      12255.000,      -8805.000,  287,  156,      1853,    1,     0.000
      12245.000,      -8805.000,  286,  156,      1853,    2,     0.000
      12235.000,      -8805.000,  285,  156,      1853,    3,     0.000
      12435.000,      -8805.000,  305,  156,      1854,    1,     0.000
      12425.000,      -8795.000,  304,  157,      1854,    2,     0.000
      12415.000,      -8785.000,  303,  158,      1854,    3,     0.000
      11745.000,      -8775.000,  236,  159,      1855,    1,     0.000
      11755.000,      -8765.000,  237,  160,      1855,    2,     0.000
      11765.000,      -8755.000,  238,  161,      1855,    3,     0.000
      11985.000,      -8775.000,  260,  159,      1856,    1,     0.000
      11985.000,      -8765.000,  260,  160,      1856,    2,     0.000
      11985.000,      -8755.000,  260,  161,      1856,    3,     0.000
      12105.000,      -8775.000,  272,  159,      1857,    1,     0.000
      12105.000,      -8765.000,  272,  160,      1857,    2,     0.000
      12105.000,      -8755.000,  272,  161,      1857,    3,     0.000
      12195.000,      -8775.000,  281,  159,      1858,    1,     0.000
      12185.000,      -8765.000,  280,  160,      1858,    2,     0.000
      12175.000,      -8755.000,  279,  161,      1858,    3,     0.000
      12405.000,      -8775.000,  302,  159,      1859,    1,     0.000
      12405.000,      -8765.000,  302,  160,      1859,    2,     0.000
      12405.000,      -8755.000,  302,  161,      1859,    3,     0.000
      11775.000,      -8745.000,  239,  162,      1860,    1,     0.000
      11775.000,      -8735.000,  239,  163,      1860,    2,     0.000
      11775.000,      -8725.000,  239,  164,      1860,    3,     0.000
      11985.000,      -8745.000,  260,  162,      1861,    1,     0.000
      11985.000,      -8735.000,  260,  163,      1861,    2,     0.000
      11985.000,      -8725.000,  260,  164,      1861,    3,     0.000
      12105.000,      -8745.000,  272,  162,      1862,    1,     0.000
      12115.000,      -8735.000,  273,  163,      1862,    2,     0.000
      12125.000,      -8725.000,  274,  164,      1862,    3,     0.000
      12165.000,      -8745.000,  278,  162,      1863,    1,     0.000
      12155.000,      -8735.000,  277,  163,      1863,    2,     0.000
      12145.000,      -8725.000,  276,  164,      1863,    3,     0.000
      12405.000,      -8745.000,  302,  162,      1864,    1,     0.000
      12405.000,      -8735.000,  302,  163,      1864,    2,     0.000
      12405.000,      -8725.000,  302,  164,      1864,    3,     0.000
      11775.000,      -8715.000,  239,  165,      1865,    1,     0.000
      11775.000,      -8705.000,  239,  166,      1865,    2,     0.000
      11775.000,      -8695.000,  239,  167,      1865,    3,     0.000
      11985.000,      -8715.000,  260,  165,      1866,    1,     0.000
      11995.000,      -8705.000,  261,  166,      1866,    2,     0.000
      12005.000,      -8695.000,  262,  167,      1866,    3,     0.000
      12135.000,      -8715.000,  275,  165,      1867,    1,     0.000
      12135.000,      -8705.000,  275,  166,      1867,    2,     0.000
      12135.000,      -8695.000,  275,  167,      1867,    3,     0.000
      12405.000,      -8715.000,  302,  165,      1868,    1,     0.000
      12405.000,      -8705.000,  302,  166,      1868,    2,     0.000
      12405.000,      -8695.000,  302,  167,      1868,    3,     0.000
      11775.000,      -8685.000,  239,  168,      1869,    1,     0.000
      11765.000,      -8675.000,  238,  169,      1869,    2,     0.000
      11755.000,      -8665.000,  237,  170,      1869,    3,     0.000
      12015.000,      -8685.000,  263,  168,      1870,    1,     0.000
      12015.000,      -8675.000,  263,  169,      1870,    2,     0.000
      12015.000,      -8665.000,  263,  170,      1870,    3,     0.000
      12105.000,      -8685.000,  272,  168,      1871,    1,     0.000
      12095.000,      -8675.000,  271,  169,      1871,    2,     0.000
      12085.000,      -8665.000,  270,  170,      1871,    3,     0.000
      12135.000,      -8685.000,  275,  168,      1872,    1,     0.000
      12125.000,      -8685.000,  274,  168,      1872,    2,     0.000
      12115.000,      -8685.000,  273,  168,      1872,    3,     0.000
      12405.000,      -8685.000,  302,  168,      1873,    1,     0.000
      12405.000,      -8675.000,  302,  169,      1873,    2,     0.000
      12405.000,      -8665.000,  302,  170,      1873,    3,     0.000
      11745.000,      -8655.000,  236,  171,      1874,    1,     0.000
      11745.000,      -8645.000,  236,  172,      1874,    2,     0.000
      11745.000,      -8635.000,  236,  173,      1874,    3,     0.000
      12015.000,      -8655.000,  263,  171,      1875,    1,     0.000
      12015.000,      -8645.000,  263,  172,      1875,    2,     0.000
      12015.000,      -8635.000,  263,  173,      1875,    3,     0.000
      12075.000,      -8655.000,  269,  171,      1876,    1,     0.000
      12065.000,      -8645.000,  268,  172,      1876,    2,     0.000
      12055.000,      -8635.000,  267,  173,      1876,    3,     0.000
      12405.000,      -8655.000,  302,  171,      1877,    1,     0.000
      12395.000,      -8645.000,  301,  172,      1877,    2,     0.000
      12385.000,      -8635.000,  300,  173,      1877,    3,     0.000
      11745.000,      -8625.000,  236,  174,      1878,    1,     0.000
      11735.000,      -8615.000,  235,  175,      1878,    2,     0.000
      11725.000,      -8605.000,  234,  176,      1878,    3,     0.000
      12015.000,      -8625.000,  263,  174,      1879,    1,     0.000
      12015.000,      -8615.000,  263,  175,      1879,    2,     0.000
      12015.000,      -8605.000,  263,  176,      1879,    3,     0.000
      12045.000,      -8625.000,  266,  174,      1880,    1,     0.000
      12035.000,      -8615.000,  265,  175,      1880,    2,     0.000
      12025.000,      -8605.000,  264,  176,      1880,    3,     0.000
      12375.000,      -8625.000,  299,  174,      1881,    1,     0.000
      12365.000,      -8615.000,  298,  175,      1881,    2,     0.000
      12355.000,      -8605.000,  297,  176,      1881,    3,     0.000
      11715.000,      -8595.000,  233,  177,      1882,    1,     0.000
      11715.000,      -8585.000,  233,  178,      1882,    2,     0.000
      11715.000,      -8575.000,  233,  179,      1882,    3,     0.000
      11925.000,      -8595.000,  254,  177,      1883,    1,     0.000
      11935.000,      -8585.000,  255,  178,      1883,    2,     0.000
      11945.000,      -8575.000,  256,  179,      1883,    3,     0.000
      11955.000,      -8595.000,  257,  177,      1884,    1,     0.000
      11955.000,      -8585.000,  257,  178,      1884,    2,     0.000
      11955.000,      -8575.000,  257,  179,      1884,    3,     0.000
      12015.000,      -8595.000,  263,  177,      1885,    1,     0.000
      12015.000,      -8585.000,  263,  178,      1885,    2,     0.000
      12015.000,      -8575.000,  263,  179,      1885,    3,     0.000
      12345.000,      -8595.000,  296,  177,      1886,    1,     0.000
      12335.000,      -8585.000,  295,  178,      1886,    2,     0.000
      12325.000,      -8575.000,  294,  179,      1886,    3,     0.000
      11715.000,      -8565.000,  233,  180,      1887,    1,     0.000
      11715.000,      -8555.000,  233,  181,      1887,    2,     0.000
      11715.000,      -8545.000,  233,  182,      1887,    3,     0.000
      11955.000,      -8565.000,  257,  180,      1888,    1,     0.000
      11965.000,      -8555.000,  258,  181,      1888,    2,     0.000
      11975.000,      -8545.000,  259,  182,      1888,    3,     0.000
      12015.000,      -8565.000,  263,  180,      1889,    1,     0.000
      12015.000,      -8555.000,  263,  181,      1889,    2,     0.000
      12015.000,      -8545.000,  263,  182,      1889,    3,     0.000
      12315.000,      -8565.000,  293,  180,      1890,    1,     0.000
      12305.000,      -8555.000,  292,  181,      1890,    2,     0.000
      12295.000,      -8545.000,  291,  182,      1890,    3,     0.000
      11715.000,      -8535.000,  233,  183,      1891,    1,     0.000
      11715.000,      -8525.000,  233,  184,      1891,    2,     0.000
      11715.000,      -8515.000,  233,  185,      1891,    3,     0.000
      11985.000,      -8535.000,  260,  183,      1892,    1,     0.000
      11995.000,      -8525.000,  261,  184,      1892,    2,     0.000
      12005.000,      -8515.000,  262,  185,      1892,    3,     0.000
      12015.000,      -8535.000,  263,  183,      1893,    1,     0.000
      12015.000,      -8525.000,  263,  184,      1893,    2,     0.000
      12015.000,      -8515.000,  263,  185,      1893,    3,     0.000
      12105.000,      -8535.000,  272,  183,      1894,    1,     0.000
      12115.000,      -8525.000,  273,  184,      1894,    2,     0.000
      12125.000,      -8515.000,  274,  185,      1894,    3,     0.000
      12285.000,      -8535.000,  290,  183,      1895,    1,     0.000
      12285.000,      -8525.000,  290,  184,      1895,    2,     0.000
      12285.000,      -8515.000,  290,  185,      1895,    3,     0.000
      11715.000,      -8505.000,  233,  186,      1896,    1,     0.000
      11705.000,      -8495.000,  232,  187,      1896,    2,     0.000
      11695.000,      -8485.000,  231,  188,      1896,    3,     0.000
      12015.000,      -8505.000,  263,  186,      1897,    1,     0.000
      12015.000,      -8495.000,  263,  187,      1897,    2,     0.000
      12015.000,      -8485.000,  263,  188,      1897,    3,     0.000
      12135.000,      -8505.000,  275,  186,      1898,    1,     0.000
      12135.000,      -8495.000,  275,  187,      1898,    2,     0.000
      12135.000,      -8485.000,  275,  188,      1898,    3,     0.000
      12285.000,      -8505.000,  290,  186,      1899,    1,     0.000
      12285.000,      -8495.000,  290,  187,      1899,    2,     0.000
      12285.000,      -8485.000,  290,  188,      1899,    3,     0.000
      11685.000,      -8475.000,  230,  189,      1900,    1,     0.000
      11695.000,      -8465.000,  231,  190,      1900,    2,     0.000
      11705.000,      -8455.000,  232,  191,      1900,    3,     0.000
      12015.000,      -8475.000,  263,  189,      1901,    1,     0.000
      12015.000,      -8465.000,  263,  190,      1901,    2,     0.000
      12015.000,      -8455.000,  263,  191,      1901,    3,     0.000
      12135.000,      -8475.000,  275,  189,      1902,    1,     0.000
      12135.000,      -8465.000,  275,  190,      1902,    2,     0.000
      12135.000,      -8455.000,  275,  191,      1902,    3,     0.000
      12285.000,      -8475.000,  290,  189,      1903,    1,     0.000
      12275.000,      -8465.000,  289,  190,      1903,    2,     0.000
      12265.000,      -8455.000,  288,  191,      1903,    3,     0.000
      11715.000,      -8445.000,  233,  192,      1904,    1,     0.000
      11705.000,      -8435.000,  232,  193,      1904,    2,     0.000
      11695.000,      -8425.000,  231,  194,      1904,    3,     0.000
