    3,# of div
x,y,i2d,j2d,i1d,itr,dist
      12015.000,      -8445.000,  263,  192,      1905,    1,     0.000
      12015.000,      -8435.000,  263,  193,      1905,    2,     0.000
      12015.000,      -8425.000,  263,  194,      1905,    3,     0.000
      12135.000,      -8445.000,  275,  192,      1906,    1,     0.000
      12145.000,      -8435.000,  276,  193,      1906,    2,     0.000
      12155.000,      -8425.000,  277,  194,      1906,    3,     0.000
      12255.000,      -8445.000,  287,  192,      1907,    1,     0.000
      12255.000,      -8435.000,  287,  193,      1907,    2,     0.000
      12255.000,      -8425.000,  287,  194,      1907,    3,     0.000
      11685.000,      -8415.000,  230,  195,      1908,    1,     0.000
      11685.000,      -8405.000,  230,  196,      1908,    2,     0.000
      11685.000,      -8395.000,  230,  197,      1908,    3,     0.000
      11985.000,      -8415.000,  260,  195,      1909,    1,     0.000
      11995.000,      -8405.000,  261,  196,      1909,    2,     0.000
      12005.000,      -8395.000,  262,  197,      1909,    3,     0.000
      12015.000,      -8415.000,  263,  195,      1910,    1,     0.000
      12015.000,      -8405.000,  263,  196,      1910,    2,     0.000
      12015.000,      -8395.000,  263,  197,      1910,    3,     0.000
      12165.000,      -8415.000,  278,  195,      1911,    1,     0.000
      12165.000,      -8405.000,  278,  196,      1911,    2,     0.000
      12165.000,      -8395.000,  278,  197,      1911,    3,     0.000
      12255.000,      -8415.000,  287,  195,      1912,    1,     0.000
      12245.000,      -8405.000,  286,  196,      1912,    2,     0.000
      12235.000,      -8395.000,  285,  197,      1912,    3,     0.000
      11685.000,      -8385.000,  230,  198,      1913,    1,     0.000
      11685.000,      -8375.000,  230,  199,      1913,    2,     0.000
      11685.000,      -8365.000,  230,  200,      1913,    3,     0.000
      12015.000,      -8385.000,  263,  198,      1914,    1,     0.000
      12025.000,      -8375.000,  264,  199,      1914,    2,     0.000
      12035.000,      -8365.000,  265,  200,      1914,    3,     0.000
      12165.000,      -8385.000,  278,  198,      1915,    1,     0.000
      12175.000,      -8375.000,  279,  199,      1915,    2,     0.000
      12185.000,      -8365.000,  280,  200,      1915,    3,     0.000
      12225.000,      -8385.000,  284,  198,      1916,    1,     0.000
      12215.000,      -8375.000,  283,  199,      1916,    2,     0.000
      12205.000,      -8365.000,  282,  200,      1916,    3,     0.000
      11685.000,      -8355.000,  230,  201,      1917,    1,     0.000
      11685.000,      -8345.000,  230,  202,      1917,    2,     0.000
      11685.000,      -8335.000,  230,  203,      1917,    3,     0.000
      12045.000,      -8355.000,  266,  201,      1918,    1,     0.000
      12055.000,      -8345.000,  267,  202,      1918,    2,     0.000
      12065.000,      -8335.000,  268,  203,      1918,    3,     0.000
      12195.000,      -8355.000,  281,  201,      1919,    1,     0.000
      12185.000,      -8345.000,  280,  202,      1919,    2,     0.000
      12175.000,      -8335.000,  279,  203,      1919,    3,     0.000
      11685.000,      -8325.000,  230,  204,      1920,    1,     0.000
      11685.000,      -8315.000,  230,  205,      1920,    2,     0.000
      11685.000,      -8305.000,  230,  206,      1920,    3,     0.000
      11805.000,      -8325.000,  242,  204,      1921,    1,     0.000
      11815.000,      -8315.000,  243,  205,      1921,    2,     0.000
      11825.000,      -8305.000,  244,  206,      1921,    3,     0.000
      12075.000,      -8325.000,  269,  204,      1922,    1,     0.000
      12085.000,      -8315.000,  270,  205,      1922,    2,     0.000
      12095.000,      -8305.000,  271,  206,      1922,    3,     0.000
      12165.000,      -8325.000,  278,  204,      1923,    1,     0.000
      12165.000,      -8315.000,  278,  205,      1923,    2,     0.000
      12165.000,      -8305.000,  278,  206,      1923,    3,     0.000
      11685.000,      -8295.000,  230,  207,      1924,    1,     0.000
      11685.000,      -8285.000,  230,  208,      1924,    2,     0.000
      11685.000,      -8275.000,  230,  209,      1924,    3,     0.000
      11835.000,      -8295.000,  245,  207,      1925,    1,     0.000
      11835.000,      -8285.000,  245,  208,      1925,    2,     0.000
      11835.000,      -8275.000,  245,  209,      1925,    3,     0.000
      12105.000,      -8295.000,  272,  207,      1926,    1,     0.000
      12115.000,      -8285.000,  273,  208,      1926,    2,     0.000
      12125.000,      -8275.000,  274,  209,      1926,    3,     0.000
      12165.000,      -8295.000,  278,  207,      1927,    1,     0.000
      12155.000,      -8285.000,  277,  208,      1927,    2,     0.000
      12145.000,      -8275.000,  276,  209,      1927,    3,     0.000
      11685.000,      -8265.000,  230,  210,      1928,    1,     0.000
      11685.000,      -8255.000,  230,  211,      1928,    2,     0.000
      11685.000,      -8245.000,  230,  212,      1928,    3,     0.000
      11835.000,      -8265.000,  245,  210,      1929,    1,     0.000
      11835.000,      -8255.000,  245,  211,      1929,    2,     0.000
      11835.000,      -8245.000,  245,  212,      1929,    3,     0.000
      12135.000,      -8265.000,  275,  210,      1930,    1,     0.000
      12125.000,      -8255.000,  274,  211,      1930,    2,     0.000
      12115.000,      -8245.000,  273,  212,      1930,    3,     0.000
      11535.000,      -8235.000,  215,  213,      1931,    1,     0.000
      11525.000,      -8225.000,  214,  214,      1931,    2,     0.000
      11515.000,      -8215.000,  213,  215,      1931,    3,     0.000
      11685.000,      -8235.000,  230,  213,      1932,    1,     0.000
      11695.000,      -8225.000,  231,  214,      1932,    2,     0.000
      11705.000,      -8215.000,  232,  215,      1932,    3,     0.000
      11835.000,      -8235.000,  245,  213,      1933,    1,     0.000
      11835.000,      -8225.000,  245,  214,      1933,    2,     0.000
      11835.000,      -8215.000,  245,  215,      1933,    3,     0.000
      12105.000,      -8235.000,  272,  213,      1934,    1,     0.000
      12105.000,      -8225.000,  272,  214,      1934,    2,     0.000
      12105.000,      -8215.000,  272,  215,      1934,    3,     0.000
      11505.000,      -8205.000,  212,  216,      1935,    1,     0.000
      11495.000,      -8195.000,  211,  217,      1935,    2,     0.000
      11485.000,      -8185.000,  210,  218,      1935,    3,     0.000
      11715.000,      -8205.000,  233,  216,      1936,    1,     0.000
      11715.000,      -8195.000,  233,  217,      1936,    2,     0.000
      11715.000,      -8185.000,  233,  218,      1936,    3,     0.000
      11835.000,      -8205.000,  245,  216,      1937,    1,     0.000
      11845.000,      -8195.000,  246,  217,      1937,    2,     0.000
      11855.000,      -8185.000,  247,  218,      1937,    3,     0.000
      11925.000,      -8205.000,  254,  216,      1938,    1,     0.000
      11925.000,      -8195.000,  254,  217,      1938,    2,     0.000
      11925.000,      -8185.000,  254,  218,      1938,    3,     0.000
      12105.000,      -8205.000,  272,  216,      1939,    1,     0.000
      12105.000,      -8195.000,  272,  217,      1939,    2,     0.000
      12105.000,      -8185.000,  272,  218,      1939,    3,     0.000
      11475.000,      -8175.000,  209,  219,      1940,    1,     0.000
      11465.000,      -8165.000,  208,  220,      1940,    2,     0.000
      11455.000,      -8155.000,  207,  221,      1940,    3,     0.000
      11715.000,      -8175.000,  233,  219,      1941,    1,     0.000
      11715.000,      -8165.000,  233,  220,      1941,    2,     0.000
      11715.000,      -8155.000,  233,  221,      1941,    3,     0.000
      11865.000,      -8175.000,  248,  219,      1942,    1,     0.000
      11875.000,      -8165.000,  249,  220,      1942,    2,     0.000
      11885.000,      -8155.000,  250,  221,      1942,    3,     0.000
      11925.000,      -8175.000,  254,  219,      1943,    1,     0.000
      11915.000,      -8165.000,  253,  220,      1943,    2,     0.000
      11905.000,      -8155.000,  252,  221,      1943,    3,     0.000
      12105.000,      -8175.000,  272,  219,      1944,    1,     0.000
      12105.000,      -8165.000,  272,  220,      1944,    2,     0.000
      12105.000,      -8155.000,  272,  221,      1944,    3,     0.000
      11445.000,      -8145.000,  206,  222,      1945,    1,     0.000
      11435.000,      -8135.000,  205,  223,      1945,    2,     0.000
      11425.000,      -8125.000,  204,  224,      1945,    3,     0.000
      11715.000,      -8145.000,  233,  222,      1946,    1,     0.000
      11715.000,      -8135.000,  233,  223,      1946,    2,     0.000
      11715.000,      -8125.000,  233,  224,      1946,    3,     0.000
      11895.000,      -8145.000,  251,  222,      1947,    1,     0.000
      11895.000,      -8135.000,  251,  223,      1947,    2,     0.000
      11895.000,      -8125.000,  251,  224,      1947,    3,     0.000
      12105.000,      -8145.000,  272,  222,      1948,    1,     0.000
      12105.000,      -8135.000,  272,  223,      1948,    2,     0.000
      12105.000,      -8125.000,  272,  224,      1948,    3,     0.000
      11415.000,      -8115.000,  203,  225,      1949,    1,     0.000
      11415.000,      -8105.000,  203,  226,      1949,    2,     0.000
      11415.000,      -8095.000,  203,  227,      1949,    3,     0.000
      11715.000,      -8115.000,  233,  225,      1950,    1,     0.000
      11715.000,      -8105.000,  233,  226,      1950,    2,     0.000
      11715.000,      -8095.000,  233,  227,      1950,    3,     0.000
      11895.000,      -8115.000,  251,  225,      1951,    1,     0.000
      11885.000,      -8105.000,  250,  226,      1951,    2,     0.000
      11875.000,      -8095.000,  249,  227,      1951,    3,     0.000
      11955.000,      -8115.000,  257,  225,      1952,    1,     0.000
      11955.000,      -8105.000,  257,  226,      1952,    2,     0.000
      11955.000,      -8095.000,  257,  227,      1952,    3,     0.000
      12105.000,      -8115.000,  272,  225,      1953,    1,     0.000
      12105.000,      -8105.000,  272,  226,      1953,    2,     0.000
      12105.000,      -8095.000,  272,  227,      1953,    3,     0.000
      11415.000,      -8085.000,  203,  228,      1954,    1,     0.000
      11405.000,      -8075.000,  202,  229,      1954,    2,     0.000
      11395.000,      -8065.000,  201,  230,      1954,    3,     0.000
      11715.000,      -8085.000,  233,  228,      1955,    1,     0.000
      11725.000,      -8075.000,  234,  229,      1955,    2,     0.000
      11735.000,      -8065.000,  235,  230,      1955,    3,     0.000
      11865.000,      -8085.000,  248,  228,      1956,    1,     0.000
      11865.000,      -8075.000,  248,  229,      1956,    2,     0.000
      11865.000,      -8065.000,  248,  230,      1956,    3,     0.000
      11955.000,      -8085.000,  257,  228,      1957,    1,     0.000
      11955.000,      -8075.000,  257,  229,      1957,    2,     0.000
      11955.000,      -8065.000,  257,  230,      1957,    3,     0.000
      12105.000,      -8085.000,  272,  228,      1958,    1,     0.000
      12095.000,      -8075.000,  271,  229,      1958,    2,     0.000
      12085.000,      -8065.000,  270,  230,      1958,    3,     0.000
      11385.000,      -8055.000,  200,  231,      1959,    1,     0.000
      11385.000,      -8045.000,  200,  232,      1959,    2,     0.000
      11385.000,      -8035.000,  200,  233,      1959,    3,     0.000
      11595.000,      -8055.000,  221,  231,      1960,    1,     0.000
      11595.000,      -8045.000,  221,  232,      1960,    2,     0.000
      11595.000,      -8035.000,  221,  233,      1960,    3,     0.000
      11745.000,      -8055.000,  236,  231,      1961,    1,     0.000
      11745.000,      -8045.000,  236,  232,      1961,    2,     0.000
      11745.000,      -8035.000,  236,  233,      1961,    3,     0.000
      11865.000,      -8055.000,  248,  231,      1962,    1,     0.000
      11875.000,      -8045.000,  249,  232,      1962,    2,     0.000
      11885.000,      -8035.000,  250,  233,      1962,    3,     0.000
      11955.000,      -8055.000,  257,  231,      1963,    1,     0.000
      11955.000,      -8045.000,  257,  232,      1963,    2,     0.000
      11955.000,      -8035.000,  257,  233,      1963,    3,     0.000
      12075.000,      -8055.000,  269,  231,      1964,    1,     0.000
      12075.000,      -8045.000,  269,  232,      1964,    2,     0.000
      12075.000,      -8035.000,  269,  233,      1964,    3,     0.000
      11385.000,      -8025.000,  200,  234,      1965,    1,     0.000
      11385.000,      -8015.000,  200,  235,      1965,    2,     0.000
      11385.000,      -8005.000,  200,  236,      1965,    3,     0.000
      11595.000,      -8025.000,  221,  234,      1966,    1,     0.000
      11595.000,      -8015.000,  221,  235,      1966,    2,     0.000
      11595.000,      -8005.000,  221,  236,      1966,    3,     0.000
      11745.000,      -8025.000,  236,  234,      1967,    1,     0.000
      11755.000,      -8015.000,  237,  235,      1967,    2,     0.000
      11765.000,      -8005.000,  238,  236,      1967,    3,     0.000
      11895.000,      -8025.000,  251,  234,      1968,    1,     0.000
      11885.000,      -8015.000,  250,  235,      1968,    2,     0.000
      11875.000,      -8005.000,  249,  236,      1968,    3,     0.000
      11955.000,      -8025.000,  257,  234,      1969,    1,     0.000
      11945.000,      -8015.000,  256,  235,      1969,    2,     0.000
      11935.000,      -8005.000,  255,  236,      1969,    3,     0.000
      12075.000,      -8025.000,  269,  234,      1970,    1,     0.000
      12075.000,      -8015.000,  269,  235,      1970,    2,     0.000
      12075.000,      -8005.000,  269,  236,      1970,    3,     0.000
      11385.000,      -7995.000,  200,  237,      1971,    1,     0.000
      11385.000,      -7985.000,  200,  238,      1971,    2,     0.000
      11385.000,      -7975.000,  200,  239,      1971,    3,     0.000
      11595.000,      -7995.000,  221,  237,      1972,    1,     0.000
      11595.000,      -7985.000,  221,  238,      1972,    2,     0.000
      11595.000,      -7975.000,  221,  239,      1972,    3,     0.000
      11775.000,      -7995.000,  239,  237,      1973,    1,     0.000
      11785.000,      -7995.000,  240,  237,      1973,    2,     0.000
      11795.000,      -7995.000,  241,  237,      1973,    3,     0.000
      11805.000,      -7995.000,  242,  237,      1974,    1,     0.000
      11815.000,      -7985.000,  243,  238,      1974,    2,     0.000
      11825.000,      -7975.000,  244,  239,      1974,    3,     0.000
      11865.000,      -7995.000,  248,  237,      1975,    1,     0.000
      11865.000,      -7985.000,  248,  238,      1975,    2,     0.000
      11865.000,      -7975.000,  248,  239,      1975,    3,     0.000
      11895.000,      -7995.000,  251,  237,      1976,    1,     0.000
      11885.000,      -7985.000,  250,  238,      1976,    2,     0.000
      11875.000,      -7975.000,  249,  239,      1976,    3,     0.000
      11925.000,      -7995.000,  254,  237,      1977,    1,     0.000
      11915.000,      -7995.000,  253,  237,      1977,    2,     0.000
      11905.000,      -7995.000,  252,  237,      1977,    3,     0.000
      12075.000,      -7995.000,  269,  237,      1978,    1,     0.000
      12075.000,      -7985.000,  269,  238,      1978,    2,     0.000
      12075.000,      -7975.000,  269,  239,      1978,    3,     0.000
      11385.000,      -7965.000,  200,  240,      1979,    1,     0.000
      11385.000,      -7955.000,  200,  241,      1979,    2,     0.000
      11385.000,      -7945.000,  200,  242,      1979,    3,     0.000
      11595.000,      -7965.000,  221,  240,      1980,    1,     0.000
      11585.000,      -7955.000,  220,  241,      1980,    2,     0.000
      11575.000,      -7945.000,  219,  242,      1980,    3,     0.000
      11835.000,      -7965.000,  245,  240,      1981,    1,     0.000
      11845.000,      -7965.000,  246,  240,      1981,    2,     0.000
      11855.000,      -7965.000,  247,  240,      1981,    3,     0.000
      11865.000,      -7965.000,  248,  240,      1982,    1,     0.000
      11875.000,      -7955.000,  249,  241,      1982,    2,     0.000
      11885.000,      -7945.000,  250,  242,      1982,    3,     0.000
      12075.000,      -7965.000,  269,  240,      1983,    1,     0.000
      12075.000,      -7955.000,  269,  241,      1983,    2,     0.000
      12075.000,      -7945.000,  269,  242,      1983,    3,     0.000
      11385.000,      -7935.000,  200,  243,      1984,    1,     0.000
      11385.000,      -7925.000,  200,  244,      1984,    2,     0.000
      11385.000,      -7915.000,  200,  245,      1984,    3,     0.000
      11565.000,      -7935.000,  218,  243,      1985,    1,     0.000
      11555.000,      -7925.000,  217,  244,      1985,    2,     0.000
      11545.000,      -7915.000,  216,  245,      1985,    3,     0.000
      11895.000,      -7935.000,  251,  243,      1986,    1,     0.000
      11905.000,      -7925.000,  252,  244,      1986,    2,     0.000
      11915.000,      -7915.000,  253,  245,      1986,    3,     0.000
      12075.000,      -7935.000,  269,  243,      1987,    1,     0.000
      12075.000,      -7925.000,  269,  244,      1987,    2,     0.000
      12075.000,      -7915.000,  269,  245,      1987,    3,     0.000
      11385.000,      -7905.000,  200,  246,      1988,    1,     0.000
      11375.000,      -7895.000,  199,  247,      1988,    2,     0.000
      11365.000,      -7885.000,  198,  248,      1988,    3,     0.000
      11535.000,      -7905.000,  215,  246,      1989,    1,     0.000
      11525.000,      -7895.000,  214,  247,      1989,    2,     0.000
      11515.000,      -7885.000,  213,  248,      1989,    3,     0.000
      11715.000,      -7905.000,  233,  246,      1990,    1,     0.000
      11725.000,      -7895.000,  234,  247,      1990,    2,     0.000
      11735.000,      -7885.000,  235,  248,      1990,    3,     0.000
      11925.000,      -7905.000,  254,  246,      1991,    1,     0.000
      11925.000,      -7895.000,  254,  247,      1991,    2,     0.000
      11925.000,      -7885.000,  254,  248,      1991,    3,     0.000
      12075.000,      -7905.000,  269,  246,      1992,    1,     0.000
      12085.000,      -7895.000,  270,  247,      1992,    2,     0.000
      12095.000,      -7885.000,  271,  248,      1992,    3,     0.000
      11355.000,      -7875.000,  197,  249,      1993,    1,     0.000
      11345.000,      -7865.000,  196,  250,      1993,    2,     0.000
      11335.000,      -7855.000,  195,  251,      1993,    3,     0.000
      11505.000,      -7875.000,  212,  249,      1994,    1,     0.000
      11505.000,      -7865.000,  212,  250,      1994,    2,     0.000
      11505.000,      -7855.000,  212,  251,      1994,    3,     0.000
      11745.000,      -7875.000,  236,  249,      1995,    1,     0.000
      11745.000,      -7865.000,  236,  250,      1995,    2,     0.000
      11745.000,      -7855.000,  236,  251,      1995,    3,     0.000
      11925.000,      -7875.000,  254,  249,      1996,    1,     0.000
      11925.000,      -7865.000,  254,  250,      1996,    2,     0.000
      11925.000,      -7855.000,  254,  251,      1996,    3,     0.000
      12105.000,      -7875.000,  272,  249,      1997,    1,     0.000
      12105.000,      -7865.000,  272,  250,      1997,    2,     0.000
      12105.000,      -7855.000,  272,  251,      1997,    3,     0.000
      11325.000,      -7845.000,  194,  252,      1998,    1,     0.000
      11325.000,      -7835.000,  194,  253,      1998,    2,     0.000
      11325.000,      -7825.000,  194,  254,      1998,    3,     0.000
      11505.000,      -7845.000,  212,  252,      1999,    1,     0.000
      11495.000,      -7835.000,  211,  253,      1999,    2,     0.000
      11485.000,      -7825.000,  210,  254,      1999,    3,     0.000
      11745.000,      -7845.000,  236,  252,      2000,    1,     0.000
      11735.000,      -7835.000,  235,  253,      2000,    2,     0.000
      11725.000,      -7825.000,  234,  254,      2000,    3,     0.000
      11925.000,      -7845.000,  254,  252,      2001,    1,     0.000
      11925.000,      -7835.000,  254,  253,      2001,    2,     0.000
      11925.000,      -7825.000,  254,  254,      2001,    3,     0.000
      12105.000,      -7845.000,  272,  252,      2002,    1,     0.000
      12115.000,      -7835.000,  273,  253,      2002,    2,     0.000
      12125.000,      -7825.000,  274,  254,      2002,    3,     0.000
      11325.000,      -7815.000,  194,  255,      2003,    1,     0.000
      11325.000,      -7805.000,  194,  256,      2003,    2,     0.000
      11325.000,      -7795.000,  194,  257,      2003,    3,     0.000
      11475.000,      -7815.000,  209,  255,      2004,    1,     0.000
      11475.000,      -7805.000,  209,  256,      2004,    2,     0.000
      11475.000,      -7795.000,  209,  257,      2004,    3,     0.000
      11715.000,      -7815.000,  233,  255,      2005,    1,     0.000
      11705.000,      -7805.000,  232,  256,      2005,    2,     0.000
      11695.000,      -7795.000,  231,  257,      2005,    3,     0.000
      11925.000,      -7815.000,  254,  255,      2006,    1,     0.000
      11925.000,      -7805.000,  254,  256,      2006,    2,     0.000
      11925.000,      -7795.000,  254,  257,      2006,    3,     0.000
      12135.000,      -7815.000,  275,  255,      2007,    1,     0.000
      12125.000,      -7805.000,  274,  256,      2007,    2,     0.000
      12115.000,      -7795.000,  273,  257,      2007,    3,     0.000
      11325.000,      -7785.000,  194,  258,      2008,    1,     0.000
      11325.000,      -7775.000,  194,  259,      2008,    2,     0.000
      11325.000,      -7765.000,  194,  260,      2008,    3,     0.000
      11475.000,      -7785.000,  209,  258,      2009,    1,     0.000
      11465.000,      -7775.000,  208,  259,      2009,    2,     0.000
      11455.000,      -7765.000,  207,  260,      2009,    3,     0.000
      11685.000,      -7785.000,  230,  258,      2010,    1,     0.000
      11685.000,      -7775.000,  230,  259,      2010,    2,     0.000
      11685.000,      -7765.000,  230,  260,      2010,    3,     0.000
      11925.000,      -7785.000,  254,  258,      2011,    1,     0.000
      11925.000,      -7775.000,  254,  259,      2011,    2,     0.000
      11925.000,      -7765.000,  254,  260,      2011,    3,     0.000
      12105.000,      -7785.000,  272,  258,      2012,    1,     0.000
      12095.000,      -7775.000,  271,  259,      2012,    2,     0.000
      12085.000,      -7765.000,  270,  260,      2012,    3,     0.000
      11325.000,      -7755.000,  194,  261,      2013,    1,     0.000
      11325.000,      -7745.000,  194,  262,      2013,    2,     0.000
      11325.000,      -7735.000,  194,  263,      2013,    3,     0.000
      11445.000,      -7755.000,  206,  261,      2014,    1,     0.000
      11445.000,      -7745.000,  206,  262,      2014,    2,     0.000
      11445.000,      -7735.000,  206,  263,      2014,    3,     0.000
      11685.000,      -7755.000,  230,  261,      2015,    1,     0.000
      11685.000,      -7745.000,  230,  262,      2015,    2,     0.000
      11685.000,      -7735.000,  230,  263,      2015,    3,     0.000
      11925.000,      -7755.000,  254,  261,      2016,    1,     0.000
      11925.000,      -7745.000,  254,  262,      2016,    2,     0.000
      11925.000,      -7735.000,  254,  263,      2016,    3,     0.000
      12075.000,      -7755.000,  269,  261,      2017,    1,     0.000
      12075.000,      -7745.000,  269,  262,      2017,    2,     0.000
      12075.000,      -7735.000,  269,  263,      2017,    3,     0.000
      11325.000,      -7725.000,  194,  264,      2018,    1,     0.000
      11335.000,      -7715.000,  195,  265,      2018,    2,     0.000
      11345.000,      -7705.000,  196,  266,      2018,    3,     0.000
      11445.000,      -7725.000,  206,  264,      2019,    1,     0.000
      11435.000,      -7715.000,  205,  265,      2019,    2,     0.000
      11425.000,      -7705.000,  204,  266,      2019,    3,     0.000
      11535.000,      -7725.000,  215,  264,      2020,    1,     0.000
      11525.000,      -7715.000,  214,  265,      2020,    2,     0.000
      11515.000,      -7705.000,  213,  266,      2020,    3,     0.000
      11685.000,      -7725.000,  230,  264,      2021,    1,     0.000
      11675.000,      -7715.000,  229,  265,      2021,    2,     0.000
      11665.000,      -7705.000,  228,  266,      2021,    3,     0.000
      11925.000,      -7725.000,  254,  264,      2022,    1,     0.000
      11925.000,      -7715.000,  254,  265,      2022,    2,     0.000
      11925.000,      -7705.000,  254,  266,      2022,    3,     0.000
      12075.000,      -7725.000,  269,  264,      2023,    1,     0.000
      12075.000,      -7715.000,  269,  265,      2023,    2,     0.000
      12075.000,      -7705.000,  269,  266,      2023,    3,     0.000
      11355.000,      -7695.000,  197,  267,      2024,    1,     0.000
      11365.000,      -7685.000,  198,  268,      2024,    2,     0.000
      11375.000,      -7675.000,  199,  269,      2024,    3,     0.000
      11415.000,      -7695.000,  203,  267,      2025,    1,     0.000
      11405.000,      -7685.000,  202,  268,      2025,    2,     0.000
      11395.000,      -7675.000,  201,  269,      2025,    3,     0.000
      11505.000,      -7695.000,  212,  267,      2026,    1,     0.000
      11495.000,      -7685.000,  211,  268,      2026,    2,     0.000
      11485.000,      -7675.000,  210,  269,      2026,    3,     0.000
      11655.000,      -7695.000,  227,  267,      2027,    1,     0.000
      11655.000,      -7685.000,  227,  268,      2027,    2,     0.000
      11655.000,      -7675.000,  227,  269,      2027,    3,     0.000
      11865.000,      -7695.000,  248,  267,      2028,    1,     0.000
      11865.000,      -7685.000,  248,  268,      2028,    2,     0.000
      11865.000,      -7675.000,  248,  269,      2028,    3,     0.000
      11925.000,      -7695.000,  254,  267,      2029,    1,     0.000
      11935.000,      -7685.000,  255,  268,      2029,    2,     0.000
      11945.000,      -7675.000,  256,  269,      2029,    3,     0.000
      12075.000,      -7695.000,  269,  267,      2030,    1,     0.000
      12075.000,      -7685.000,  269,  268,      2030,    2,     0.000
      12075.000,      -7675.000,  269,  269,      2030,    3,     0.000
      11385.000,      -7665.000,  200,  270,      2031,    1,     0.000
      11385.000,      -7655.000,  200,  271,      2031,    2,     0.000
      11385.000,      -7645.000,  200,  272,      2031,    3,     0.000
      11475.000,      -7665.000,  209,  270,      2032,    1,     0.000
      11475.000,      -7655.000,  209,  271,      2032,    2,     0.000
      11475.000,      -7645.000,  209,  272,      2032,    3,     0.000
      11655.000,      -7665.000,  227,  270,      2033,    1,     0.000
      11645.000,      -7655.000,  226,  271,      2033,    2,     0.000
      11635.000,      -7645.000,  225,  272,      2033,    3,     0.000
      11865.000,      -7665.000,  248,  270,      2034,    1,     0.000
      11875.000,      -7655.000,  249,  271,      2034,    2,     0.000
      11885.000,      -7645.000,  250,  272,      2034,    3,     0.000
      11955.000,      -7665.000,  257,  270,      2035,    1,     0.000
      11945.000,      -7655.000,  256,  271,      2035,    2,     0.000
      11935.000,      -7645.000,  255,  272,      2035,    3,     0.000
      12075.000,      -7665.000,  269,  270,      2036,    1,     0.000
      12075.000,      -7655.000,  269,  271,      2036,    2,     0.000
      12075.000,      -7645.000,  269,  272,      2036,    3,     0.000
      11385.000,      -7635.000,  200,  273,      2037,    1,     0.000
      11395.000,      -7625.000,  201,  274,      2037,    2,     0.000
      11405.000,      -7615.000,  202,  275,      2037,    3,     0.000
      11475.000,      -7635.000,  209,  273,      2038,    1,     0.000
      11465.000,      -7625.000,  208,  274,      2038,    2,     0.000
      11455.000,      -7615.000,  207,  275,      2038,    3,     0.000
      11625.000,      -7635.000,  224,  273,      2039,    1,     0.000
      11625.000,      -7625.000,  224,  274,      2039,    2,     0.000
      11625.000,      -7615.000,  224,  275,      2039,    3,     0.000
      11745.000,      -7635.000,  236,  273,      2040,    1,     0.000
      11735.000,      -7625.000,  235,  274,      2040,    2,     0.000
      11725.000,      -7615.000,  234,  275,      2040,    3,     0.000
      11895.000,      -7635.000,  251,  273,      2041,    1,     0.000
      11905.000,      -7635.000,  252,  273,      2041,    2,     0.000
      11915.000,      -7635.000,  253,  273,      2041,    3,     0.000
      11925.000,      -7635.000,  254,  273,      2042,    1,     0.000
      11925.000,      -7625.000,  254,  274,      2042,    2,     0.000
      11925.000,      -7615.000,  254,  275,      2042,    3,     0.000
      12075.000,      -7635.000,  269,  273,      2043,    1,     0.000
      12065.000,      -7625.000,  268,  274,      2043,    2,     0.000
      12055.000,      -7615.000,  267,  275,      2043,    3,     0.000
      11415.000,      -7605.000,  203,  276,      2044,    1,     0.000
      11415.000,      -7595.000,  203,  277,      2044,    2,     0.000
      11415.000,      -7585.000,  203,  278,      2044,    3,     0.000
      11445.000,      -7605.000,  206,  276,      2045,    1,     0.000
      11435.000,      -7595.000,  205,  277,      2045,    2,     0.000
      11425.000,      -7585.000,  204,  278,      2045,    3,     0.000
      11625.000,      -7605.000,  224,  276,      2046,    1,     0.000
      11625.000,      -7595.000,  224,  277,      2046,    2,     0.000
      11625.000,      -7585.000,  224,  278,      2046,    3,     0.000
      11715.000,      -7605.000,  233,  276,      2047,    1,     0.000
      11715.000,      -7595.000,  233,  277,      2047,    2,     0.000
      11715.000,      -7585.000,  233,  278,      2047,    3,     0.000
      11925.000,      -7605.000,  254,  276,      2048,    1,     0.000
      11925.000,      -7595.000,  254,  277,      2048,    2,     0.000
      11925.000,      -7585.000,  254,  278,      2048,    3,     0.000
      12045.000,      -7605.000,  266,  276,      2049,    1,     0.000
      12045.000,      -7595.000,  266,  277,      2049,    2,     0.000
      12045.000,      -7585.000,  266,  278,      2049,    3,     0.000
      11415.000,      -7575.000,  203,  279,      2050,    1,     0.000
      11415.000,      -7565.000,  203,  280,      2050,    2,     0.000
      11415.000,      -7555.000,  203,  281,      2050,    3,     0.000
      11625.000,      -7575.000,  224,  279,      2051,    1,     0.000
      11625.000,      -7565.000,  224,  280,      2051,    2,     0.000
      11625.000,      -7555.000,  224,  281,      2051,    3,     0.000
      11715.000,      -7575.000,  233,  279,      2052,    1,     0.000
      11705.000,      -7565.000,  232,  280,      2052,    2,     0.000
      11695.000,      -7555.000,  231,  281,      2052,    3,     0.000
      11925.000,      -7575.000,  254,  279,      2053,    1,     0.000
      11935.000,      -7565.000,  255,  280,      2053,    2,     0.000
      11945.000,      -7555.000,  256,  281,      2053,    3,     0.000
      12045.000,      -7575.000,  266,  279,      2054,    1,     0.000
      12055.000,      -7565.000,  267,  280,      2054,    2,     0.000
      12065.000,      -7555.000,  268,  281,      2054,    3,     0.000
