                time,                rain,               out_t,              out_qs,               out_q,            out_eva1,            out_eva2,              sum_hs,               sum_h,              sum_pw,     slope,    debris,       fs2,    out_q1d   out_h1d
  time(s)=     57600,   0.1926265868E+007,   0.1470815941E+007,   0.8286534552E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1457329356E+007,   0.5200051026E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.7660754543E+005,   0.3791055374E+006
  time(s)=     58200,   0.1953279904E+007,   0.1482599509E+007,   0.8409855484E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1468668238E+007,   0.5521415011E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9183443313E+005,   0.3791088918E+006
  time(s)=     58800,   0.1974959031E+007,   0.1488770773E+007,   0.8506068749E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1474664465E+007,   0.5600240036E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1070826513E+006,   0.3793672356E+006
  time(s)=     59400,   0.1984697655E+007,   0.1483351972E+007,   0.8575319508E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1469213422E+007,   0.5563229755E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1224224386E+006,   0.3791836863E+006
  time(s)=     60000,   0.1986788624E+007,   0.1470777881E+007,   0.8600998595E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1456667830E+007,   0.5509052571E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1381255627E+006,   0.3781442430E+006
  time(s)=     60600,   0.1989065322E+007,   0.1458775630E+007,   0.8640043244E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1444651651E+007,   0.5483935979E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1537947340E+006,   0.3767531342E+006
  time(s)=     61200,   0.1991444630E+007,   0.1447198342E+007,   0.8673029617E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1433050610E+007,   0.5474702746E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1693974704E+006,   0.3751059193E+006
  time(s)=     61800,   0.1991968853E+007,   0.1434159227E+007,   0.8686128946E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1420040122E+007,   0.5432976386E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1849166445E+006,   0.3731488269E+006
  time(s)=     62400,   0.1992647259E+007,   0.1421613045E+007,   0.8697793730E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1407503077E+007,   0.5412174009E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2002934279E+006,   0.3709955842E+006
  time(s)=     63000,   0.1993200984E+007,   0.1409262516E+007,   0.8708713349E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1395161335E+007,   0.5392466807E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2155133993E+006,   0.3686788949E+006
  time(s)=     63600,   0.1993870492E+007,   0.1397313605E+007,   0.8720245735E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1383217577E+007,   0.5375782496E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2306025520E+006,   0.3662071656E+006
  time(s)=     64200,   0.1994967379E+007,   0.1386031747E+007,   0.8731788103E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1371927221E+007,   0.5372737357E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2456067709E+006,   0.3635807704E+006
  time(s)=     64800,   0.2003928874E+007,   0.1382431069E+007,   0.8778888883E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1368157919E+007,   0.5494261625E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2605977286E+006,   0.3611513016E+006
  time(s)=     65400,   0.2005011613E+007,   0.1371315772E+007,   0.8798030338E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1357106435E+007,   0.5411306645E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2754241103E+006,   0.3585216003E+006
  time(s)=     66000,   0.2005505661E+007,   0.1359995538E+007,   0.8808477481E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1345817868E+007,   0.5369192824E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2899581341E+006,   0.3558007706E+006
  time(s)=     66600,   0.2007220382E+007,   0.1350091506E+007,   0.8826438615E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1335896644E+007,   0.5368423071E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.3042156646E+006,   0.3531610513E+006
  time(s)=     67200,   0.2025550486E+007,   0.1356040610E+007,   0.8888964823E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1341510877E+007,   0.5640768616E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.3182040535E+006,   0.3515531456E+006
  time(s)=     67800,   0.2034282304E+007,   0.1352529858E+007,   0.8950805737E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1338011898E+007,   0.5567154696E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.3321037309E+006,   0.3498949781E+006
  time(s)=     68400,   0.2043696910E+007,   0.1349892427E+007,   0.9013795068E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1335291711E+007,   0.5586920375E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.3459136822E+006,   0.3481360098E+006
  time(s)=     69000,   0.2078730949E+007,   0.1371915722E+007,   0.9147592924E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1356842353E+007,   0.5925775731E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.3594704654E+006,   0.3475897106E+006
  time(s)=     69600,   0.2102387062E+007,   0.1382277588E+007,   0.9264732082E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1367022945E+007,   0.5989911744E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.3726402601E+006,   0.3477128617E+006
  time(s)=     70200,   0.2129319473E+007,   0.1395621811E+007,   0.9346594048E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1380148965E+007,   0.6126252392E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.3856107153E+006,   0.3483294554E+006
  time(s)=     70800,   0.2132554976E+007,   0.1385861168E+007,   0.9386140201E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1370509714E+007,   0.5965313888E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.3984961190E+006,   0.3484388150E+006
  time(s)=     71400,   0.2134984351E+007,   0.1375761364E+007,   0.9414487829E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1360417189E+007,   0.5929686814E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.4114896031E+006,   0.3479735632E+006
  time(s)=     72000,   0.2141061522E+007,   0.1369445002E+007,   0.9452469488E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1354037369E+007,   0.5955164356E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.4244887908E+006,   0.3473671538E+006
  time(s)=     72600,   0.2142987816E+007,   0.1359331829E+007,   0.9475047219E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1343967811E+007,   0.5888971046E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.4373570419E+006,   0.3465372860E+006
  time(s)=     73200,   0.2145739083E+007,   0.1350318755E+007,   0.9506113268E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1334946698E+007,   0.5865943218E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.4500841601E+006,   0.3455737621E+006
  time(s)=     73800,   0.2156451866E+007,   0.1349041667E+007,   0.9571496729E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1333488579E+007,   0.5981591264E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.4628011801E+006,   0.3448460971E+006
  time(s)=     74400,   0.2158760353E+007,   0.1339728101E+007,   0.9601750778E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1324251563E+007,   0.5874787135E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.4755671573E+006,   0.3437009595E+006
  time(s)=     75000,   0.2159083564E+007,   0.1328868244E+007,   0.9611394418E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1313443391E+007,   0.5813458375E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.4882673480E+006,   0.3421828369E+006
  time(s)=     75600,   0.2159389756E+007,   0.1318290522E+007,   0.9619805694E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1302904453E+007,   0.5766263830E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.5009642029E+006,   0.3403690477E+006
  time(s)=     76200,   0.2159553487E+007,   0.1307847266E+007,   0.9627623395E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1292504077E+007,   0.5715565424E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.5134837466E+006,   0.3384555817E+006
  time(s)=     76800,   0.2159689318E+007,   0.1297635860E+007,   0.9634712494E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1282329977E+007,   0.5671170720E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.5260771930E+006,   0.3362085682E+006
  time(s)=     77400,   0.2159807874E+007,   0.1287648972E+007,   0.9641375797E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1272375035E+007,   0.5632561034E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.5387171831E+006,   0.3336732153E+006
  time(s)=     78000,   0.2159889907E+007,   0.1277852342E+007,   0.9647545278E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1262607846E+007,   0.5596950430E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.5513135814E+006,   0.3309546479E+006
  time(s)=     78600,   0.2159960569E+007,   0.1268267681E+007,   0.9653533706E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1253051812E+007,   0.5562334432E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.5637513352E+006,   0.3281713894E+006
  time(s)=     79200,   0.2160036420E+007,   0.1258901140E+007,   0.9659495427E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1243708559E+007,   0.5533085564E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.5759837265E+006,   0.3253805493E+006
  time(s)=     79800,   0.2160141636E+007,   0.1249757901E+007,   0.9665516386E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1234585296E+007,   0.5507088588E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.5880338379E+006,   0.3225780433E+006
  time(s)=     80400,   0.2160227326E+007,   0.1240789795E+007,   0.9671434397E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1225640907E+007,   0.5477453790E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.5998688174E+006,   0.3197960729E+006
  time(s)=     81000,   0.2160305598E+007,   0.1232004025E+007,   0.9677230349E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1216881032E+007,   0.5445762519E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.6114792442E+006,   0.3170488866E+006
  time(s)=     81600,   0.2160367413E+007,   0.1223386696E+007,   0.9682731362E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1208292199E+007,   0.5411765674E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.6227902895E+006,   0.3144162365E+006
  time(s)=     82200,   0.2160453173E+007,   0.1214975583E+007,   0.9688438685E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1199907129E+007,   0.5380016228E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.6338792434E+006,   0.3118234689E+006
  time(s)=     82800,   0.2160564793E+007,   0.1206759978E+007,   0.9694348933E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1191717823E+007,   0.5347806625E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.6448730936E+006,   0.3091561974E+006
  time(s)=     83400,   0.2160708550E+007,   0.1198737907E+007,   0.9700204279E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1183717109E+007,   0.5320593377E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.6556147306E+006,   0.3065796957E+006
  time(s)=     84000,   0.2160904522E+007,   0.1190918168E+007,   0.9706688889E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1175917087E+007,   0.5294392842E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.6661184923E+006,   0.3040910591E+006
  time(s)=     84600,   0.2161568866E+007,   0.1183695224E+007,   0.9716602867E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1168697636E+007,   0.5280985840E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.6764238966E+006,   0.3016724134E+006
  time(s)=     85200,   0.2162025474E+007,   0.1176407347E+007,   0.9725236029E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1161425481E+007,   0.5256629906E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.6865907732E+006,   0.2992494205E+006
  time(s)=     85800,   0.2162239690E+007,   0.1169033869E+007,   0.9731695649E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1154076406E+007,   0.5225767436E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.6965096202E+006,   0.2969176832E+006
  time(s)=     86400,   0.2162436227E+007,   0.1161787935E+007,   0.9737948590E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1146855719E+007,   0.5194267988E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.7062553625E+006,   0.2946138184E+006
  time(s)=     87000,   0.2162621503E+007,   0.1154671420E+007,   0.9744203597E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1139763478E+007,   0.5163737543E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.7158004475E+006,   0.2923699691E+006
  time(s)=     87600,   0.2162777136E+007,   0.1147663301E+007,   0.9749919140E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1132780804E+007,   0.5132577546E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.7251467899E+006,   0.2901868336E+006
  time(s)=     88200,   0.2162972959E+007,   0.1140821733E+007,   0.9755893360E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1125962565E+007,   0.5103273982E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.7343097565E+006,   0.2880607843E+006
  time(s)=     88800,   0.2163105703E+007,   0.1134047685E+007,   0.9761471069E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1119215137E+007,   0.5071077013E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.7433308744E+006,   0.2859459245E+006
  time(s)=     89400,   0.2163433677E+007,   0.1127577207E+007,   0.9768443240E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1112758439E+007,   0.5050324448E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.7521769091E+006,   0.2838979052E+006
  time(s)=     90000,   0.2165568700E+007,   0.1122843303E+007,   0.9779115012E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1107960363E+007,   0.5103824726E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.7608316569E+006,   0.2821116581E+006
  time(s)=     90600,   0.2166071640E+007,   0.1116635696E+007,   0.9786563053E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1101821682E+007,   0.5027450836E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.7693256427E+006,   0.2803276725E+006
  time(s)=     91200,   0.2166303889E+007,   0.1110347651E+007,   0.9793158531E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1095572090E+007,   0.4982402344E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.7777000367E+006,   0.2784731138E+006
  time(s)=     91800,   0.2166876877E+007,   0.1104508326E+007,   0.9802549998E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1089741794E+007,   0.4963981060E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.7858904455E+006,   0.2766945565E+006
  time(s)=     92400,   0.2167241527E+007,   0.1098574927E+007,   0.9810581938E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1083826851E+007,   0.4937494232E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.7939650892E+006,   0.2749175426E+006
  time(s)=     93000,   0.2168250935E+007,   0.1093351898E+007,   0.9822741961E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1078593667E+007,   0.4935489182E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.8018430404E+006,   0.2732716319E+006
  time(s)=     93600,   0.2168568843E+007,   0.1087555334E+007,   0.9829746278E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1072825563E+007,   0.4900025101E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.8095950552E+006,   0.2716336169E+006
  time(s)=     94200,   0.2168842531E+007,   0.1081835229E+007,   0.9836192488E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1067124691E+007,   0.4874345566E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.8172484456E+006,   0.2699735569E+006
  time(s)=     94800,   0.2169102225E+007,   0.1076204471E+007,   0.9842649522E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1061512263E+007,   0.4849557810E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.8247702710E+006,   0.2683417938E+006
  time(s)=     95400,   0.2169362017E+007,   0.1070673671E+007,   0.9849276896E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1055996307E+007,   0.4828087218E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.8322201564E+006,   0.2666820904E+006
  time(s)=     96000,   0.2169627989E+007,   0.1065243576E+007,   0.9855806563E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1050581392E+007,   0.4806377934E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.8395229440E+006,   0.2650749971E+006
  time(s)=     96600,   0.2169813608E+007,   0.1059828786E+007,   0.9861540310E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1045188150E+007,   0.4779096117E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.8467099537E+006,   0.2634879438E+006
  time(s)=     97200,   0.2170013838E+007,   0.1054524538E+007,   0.9867666577E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1039902600E+007,   0.4754271238E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.8538317441E+006,   0.2618703003E+006
  time(s)=     97800,   0.2170203507E+007,   0.1049300614E+007,   0.9873679549E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1034698008E+007,   0.4728926138E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.8607751402E+006,   0.2603401159E+006
  time(s)=     98400,   0.2170418473E+007,   0.1044189055E+007,   0.9880006168E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1029601862E+007,   0.4707187261E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.8676168724E+006,   0.2588245277E+006
  time(s)=     99000,   0.2170617468E+007,   0.1039148585E+007,   0.9885947419E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1024577551E+007,   0.4685086819E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.8743453543E+006,   0.2573351706E+006
  time(s)=     99600,   0.2170829077E+007,   0.1034203258E+007,   0.9891943126E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1019649850E+007,   0.4661464164E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.8809832205E+006,   0.2558538504E+006
  time(s)=    100200,   0.2171079787E+007,   0.1029377456E+007,   0.9898150704E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1014838975E+007,   0.4640330660E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.8875462521E+006,   0.2543670561E+006
  time(s)=    100800,   0.2171264620E+007,   0.1024568326E+007,   0.9903798361E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1010049615E+007,   0.4614913178E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.8940042204E+006,   0.2529026547E+006
  time(s)=    101400,   0.2171426143E+007,   0.1019816823E+007,   0.9909254763E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1005315872E+007,   0.4591696281E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9003257571E+006,   0.2514938069E+006
  time(s)=    102000,   0.2171621866E+007,   0.1015173543E+007,   0.9914791172E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1000688125E+007,   0.4570627179E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9065566563E+006,   0.2501016230E+006
  time(s)=    102600,   0.2171813294E+007,   0.1010600172E+007,   0.9920193883E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9961296426E+006,   0.4550335907E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9127102345E+006,   0.2487125196E+006
  time(s)=    103200,   0.2172027911E+007,   0.1006119721E+007,   0.9926083864E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9916638747E+006,   0.4529762213E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9187593659E+006,   0.2473582129E+006
  time(s)=    103800,   0.2172229380E+007,   0.1001697495E+007,   0.9931667914E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9872566614E+006,   0.4509166055E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9247081841E+006,   0.2460327954E+006
  time(s)=    104400,   0.2172406460E+007,   0.9973222855E+006,   0.9936840853E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9828982117E+006,   0.4487232980E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9305876087E+006,   0.2447053065E+006
  time(s)=    105000,   0.2172568397E+007,   0.9930016462E+006,   0.9942210948E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9785940721E+006,   0.4465363206E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9363748127E+006,   0.2434003812E+006
  time(s)=    105600,   0.2172748108E+007,   0.9887657195E+006,   0.9947488561E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9743725799E+006,   0.4445651035E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9420684304E+006,   0.2421221255E+006
  time(s)=    106200,   0.2172922205E+007,   0.9845876499E+006,   0.9952601345E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9702078966E+006,   0.4427151985E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9477301684E+006,   0.2408123497E+006
  time(s)=    106800,   0.2173065751E+007,   0.9804435001E+006,   0.9957514846E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9660805015E+006,   0.4405483783E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9532997336E+006,   0.2395301208E+006
  time(s)=    107400,   0.2173157761E+007,   0.9763166246E+006,   0.9962008995E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9619714610E+006,   0.4383154641E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9587797469E+006,   0.2382687690E+006
  time(s)=    108000,   0.2173207672E+007,   0.9722140533E+006,   0.9965865353E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9578845291E+006,   0.4363658877E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9641948012E+006,   0.2370059241E+006
  time(s)=    108600,   0.2173272774E+007,   0.9681877792E+006,   0.9969769431E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9538710916E+006,   0.4346918157E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9694949169E+006,   0.2357969110E+006
  time(s)=    109200,   0.2173334794E+007,   0.9642160538E+006,   0.9973795224E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9499138272E+006,   0.4328431370E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9746962309E+006,   0.2346291453E+006
  time(s)=    109800,   0.2173392471E+007,   0.9602991186E+006,   0.9977763319E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9460103036E+006,   0.4311051654E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9798570889E+006,   0.2334426482E+006
  time(s)=    110400,   0.2173464125E+007,   0.9564522116E+006,   0.9981678278E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9421764061E+006,   0.4294127260E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9849632026E+006,   0.2322548664E+006
  time(s)=    111000,   0.2175999813E+007,   0.9549385067E+006,   0.9999703788E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9405598854E+006,   0.4378917556E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9899772430E+006,   0.2312901810E+006
  time(s)=    111600,   0.2178256184E+007,   0.9530975393E+006,   0.1001859642E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9387035621E+006,   0.4375380818E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9949385913E+006,   0.2304259897E+006
  time(s)=    112200,   0.2178462911E+007,   0.9493690748E+006,   0.1002431741E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9350326603E+006,   0.4312097079E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.9998106491E+006,   0.2294886535E+006
  time(s)=    112800,   0.2178647315E+007,   0.9457396247E+006,   0.1002937042E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9314269575E+006,   0.4283296761E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1004621462E+007,   0.2284914668E+006
  time(s)=    113400,   0.2178840730E+007,   0.9421895057E+006,   0.1003457472E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9278921222E+006,   0.4262808753E+004,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1009371586E+007,   0.2274846719E+006
