                time,                rain,               out_t,              out_qs,               out_q,            out_eva1,            out_eva2,              sum_hs,               sum_h,              sum_pw,     slope,    debris,       fs2,    out_q1d   out_h1d
  time(s)=    170400,   0.2373852430E+008,   0.4109178039E+007,   0.1135159199E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.3898735608E+007,   0.9683183674E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1836402900E+008,   0.1262778726E+007
  time(s)=    171000,   0.2373853217E+008,   0.3983332413E+007,   0.1136624161E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.3775516732E+007,   0.9405858983E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1853687989E+008,   0.1215765110E+007
  time(s)=    171600,   0.2374506128E+008,   0.3871517798E+007,   0.1138173858E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.3665773357E+007,   0.9183238052E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1870004619E+008,   0.1170927413E+007
  time(s)=    172200,   0.2379413049E+008,   0.3805179892E+007,   0.1139914157E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.3600133562E+007,   0.9096023955E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1885167266E+008,   0.1134693082E+007
  time(s)=    172800,   0.2387771396E+008,   0.3773385783E+007,   0.1142823290E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.3567970785E+007,   0.9103799337E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1899532832E+008,   0.1106401179E+007
  time(s)=    173400,   0.2394487559E+008,   0.3728438861E+007,   0.1145738522E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.3523768766E+007,   0.9000156785E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1913053350E+008,   0.1083290718E+007
  time(s)=    174000,   0.2398185480E+008,   0.3659316949E+007,   0.1148401316E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.3456093747E+007,   0.8828839635E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1925839867E+008,   0.1061514747E+007
  time(s)=    174600,   0.2400472891E+008,   0.3581718608E+007,   0.1150931265E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.3379820250E+007,   0.8671055652E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1938084088E+008,   0.1039534328E+007
  time(s)=    175200,   0.2403037898E+008,   0.3511446912E+007,   0.1153328428E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.3310667997E+007,   0.8535139777E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1949795544E+008,   0.1018331307E+007
  time(s)=    175800,   0.2404293631E+008,   0.3433575189E+007,   0.1155289674E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.3234324684E+007,   0.8362686331E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1961131308E+008,   0.9953936481E+006
  time(s)=    176400,   0.2405610872E+008,   0.3360973717E+007,   0.1157093334E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.3162934756E+007,   0.8223495300E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1971992410E+008,   0.9725479115E+006
  time(s)=    177000,   0.2405770649E+008,   0.3281905943E+007,   0.1158234665E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.3085274105E+007,   0.8071369669E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1982545454E+008,   0.9476748950E+006
  time(s)=    177600,   0.2405893923E+008,   0.3206911595E+007,   0.1159079392E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.3011437772E+007,   0.7947120839E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.1992656436E+008,   0.9227843456E+006
  time(s)=    178200,   0.2406828009E+008,   0.3143106083E+007,   0.1160006672E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2948415726E+007,   0.7859501514E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2002386106E+008,   0.8986266730E+006
  time(s)=    178800,   0.2408199588E+008,   0.3086526770E+007,   0.1161254656E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2892375869E+007,   0.7793076006E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2011695756E+008,   0.8758166487E+006
  time(s)=    179400,   0.2416136403E+008,   0.3093543966E+007,   0.1163652787E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2898348216E+007,   0.7873579613E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2020469878E+008,   0.8604182965E+006
  time(s)=    180000,   0.2428247069E+008,   0.3138726364E+007,   0.1167374591E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2942009829E+007,   0.7988440079E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2028989364E+008,   0.8511398858E+006
  time(s)=    180600,   0.2438095125E+008,   0.3161740273E+007,   0.1171421026E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2964971470E+007,   0.7953202557E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2037282518E+008,   0.8436667332E+006
  time(s)=    181200,   0.2444630284E+008,   0.3153422149E+007,   0.1175272334E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2956669682E+007,   0.7913055908E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2045334080E+008,   0.8368131834E+006
  time(s)=    181800,   0.2452500676E+008,   0.3158285738E+007,   0.1178965441E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2961051729E+007,   0.7924278945E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2053241986E+008,   0.8315673336E+006
  time(s)=    182400,   0.2458350924E+008,   0.3144287860E+007,   0.1182326029E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2947129764E+007,   0.7883081800E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2060955564E+008,   0.8269248351E+006
  time(s)=    183000,   0.2465112084E+008,   0.3139700779E+007,   0.1185653201E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2942231115E+007,   0.7880966847E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2068599089E+008,   0.8226818439E+006
  time(s)=    183600,   0.2469823691E+008,   0.3116349236E+007,   0.1188494486E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2919129457E+007,   0.7827565590E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2076151044E+008,   0.8176231583E+006
  time(s)=    184200,   0.2472074676E+008,   0.3071489589E+007,   0.1190616123E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2874947881E+007,   0.7738542061E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2083500082E+008,   0.8114960861E+006
  time(s)=    184800,   0.2474916110E+008,   0.3034357387E+007,   0.1192630861E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2838095228E+007,   0.7690439800E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2090869018E+008,   0.8033478959E+006
  time(s)=    185400,   0.2476001799E+008,   0.2982524409E+007,   0.1193943948E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2787033012E+007,   0.7600232696E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2098176258E+008,   0.7929594515E+006
  time(s)=    186000,   0.2476781878E+008,   0.2930359667E+007,   0.1195040822E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2735539208E+007,   0.7522170168E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2105311267E+008,   0.7815698063E+006
  time(s)=    186600,   0.2477550682E+008,   0.2880423963E+007,   0.1196015847E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2686180877E+007,   0.7454682638E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2112316892E+008,   0.7691318679E+006
  time(s)=    187200,   0.2479773612E+008,   0.2845975803E+007,   0.1197503654E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2651798422E+007,   0.7433234066E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2119125833E+008,   0.7577151565E+006
  time(s)=    187800,   0.2481152474E+008,   0.2805146643E+007,   0.1198627652E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2611528469E+007,   0.7366073361E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2125841167E+008,   0.7451742319E+006
  time(s)=    188400,   0.2484144476E+008,   0.2781020886E+007,   0.1200306480E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2587305661E+007,   0.7358990240E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2132412130E+008,   0.7335049592E+006
  time(s)=    189000,   0.2489088631E+008,   0.2776063419E+007,   0.1202533288E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2582047476E+007,   0.7366793911E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2138654899E+008,   0.7254709893E+006
  time(s)=    189600,   0.2492697070E+008,   0.2758745396E+007,   0.1204529540E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2564874860E+007,   0.7332290712E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2144775432E+008,   0.7176626661E+006
  time(s)=    190200,   0.2496427881E+008,   0.2743533360E+007,   0.1206463250E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2549689999E+007,   0.7310236111E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2150757534E+008,   0.7103564646E+006
  time(s)=    190800,   0.2499850851E+008,   0.2726115731E+007,   0.1208253296E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2532357054E+007,   0.7283867279E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2156582086E+008,   0.7037531505E+006
  time(s)=    191400,   0.2503158713E+008,   0.2708368562E+007,   0.1210020978E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2514653877E+007,   0.7261791227E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2162277595E+008,   0.6976188192E+006
  time(s)=    192000,   0.2510348012E+008,   0.2727614342E+007,   0.1212726016E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2533009609E+007,   0.7323745602E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2167944218E+008,   0.6935952623E+006
  time(s)=    192600,   0.2518128314E+008,   0.2751589932E+007,   0.1215704099E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2556409036E+007,   0.7351581063E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2173535139E+008,   0.6915075349E+006
  time(s)=    193200,   0.2525279595E+008,   0.2769008039E+007,   0.1218773542E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2573450463E+007,   0.7358554641E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2179002200E+008,   0.6909264069E+006
  time(s)=    193800,   0.2533408211E+008,   0.2795077146E+007,   0.1222001935E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2598820269E+007,   0.7396200870E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2184395352E+008,   0.6922065010E+006
  time(s)=    194400,   0.2539282094E+008,   0.2799098637E+007,   0.1224878633E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2602726035E+007,   0.7379006314E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2189740890E+008,   0.6934630193E+006
  time(s)=    195000,   0.2544764961E+008,   0.2799511897E+007,   0.1227654277E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2602882575E+007,   0.7376921878E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2195200963E+008,   0.6932728424E+006
  time(s)=    195600,   0.2551707059E+008,   0.2813664817E+007,   0.1230685946E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2616447904E+007,   0.7405364271E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2200624255E+008,   0.6943029988E+006
  time(s)=    196200,   0.2560262546E+008,   0.2842346269E+007,   0.1234010924E+006,   0.9467495176E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2644338707E+007,   0.7451179412E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2205943681E+008,   0.6979772545E+006
  time(s)=    196800,   0.2567982435E+008,   0.2862026570E+007,   0.1237418105E+006,   0.9467497445E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2663516483E+007,   0.7467360070E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2211383953E+008,   0.7010880149E+006
  time(s)=    197400,   0.2576819810E+008,   0.2891532579E+007,   0.1241125152E+006,   0.9468458793E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2692213521E+007,   0.7511185860E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2216831650E+008,   0.7054734362E+006
  time(s)=    198000,   0.2587317752E+008,   0.2935433346E+007,   0.1245168616E+006,   0.9474219385E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2735064059E+007,   0.7575768273E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2222234238E+008,   0.7125207498E+006
  time(s)=    198600,   0.2596886863E+008,   0.2968988435E+007,   0.1249376718E+006,   0.9488941658E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2767934281E+007,   0.7602159244E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2227739718E+008,   0.7195962245E+006
  time(s)=    199200,   0.2605910050E+008,   0.2996198722E+007,   0.1253571373E+006,   0.9515643150E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2794444137E+007,   0.7630229102E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2233440153E+008,   0.7256078506E+006
  time(s)=    199800,   0.2614866349E+008,   0.3021799048E+007,   0.1257747682E+006,   0.9555826493E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2819371673E+007,   0.7655704893E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2239202384E+008,   0.7319426112E+006
  time(s)=    200400,   0.2621260605E+008,   0.3022436291E+007,   0.1261621883E+006,   0.9609238685E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2819829406E+007,   0.7634860393E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2244968213E+008,   0.7375845264E+006
  time(s)=    201000,   0.2625442770E+008,   0.3002458039E+007,   0.1264809922E+006,   0.9672704775E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2799924408E+007,   0.7595591208E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2250835908E+008,   0.7407022689E+006
  time(s)=    201600,   0.2628432695E+008,   0.2972193942E+007,   0.1267418122E+006,   0.9741131186E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2769818867E+007,   0.7553585149E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2256888541E+008,   0.7403344091E+006
  time(s)=    202200,   0.2631732032E+008,   0.2945941799E+007,   0.1269741651E+006,   0.9811723504E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2743533611E+007,   0.7533590600E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2263015920E+008,   0.7383013185E+006
  time(s)=    202800,   0.2633531808E+008,   0.2906638477E+007,   0.1271520743E+006,   0.9883438609E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2704599632E+007,   0.7478793682E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2269135394E+008,   0.7344026825E+006
  time(s)=    203400,   0.2635473502E+008,   0.2870310011E+007,   0.1273163189E+006,   0.9954485296E+002,   0.0000000000E+000,   0.0000000000E+000,   0.2668483789E+007,   0.7441035895E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2275265892E+008,   0.7288383396E+006
  time(s)=    204000,   0.2637497285E+008,   0.2836164341E+007,   0.1274701765E+006,   0.1002407184E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2634563736E+007,   0.7403018783E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2281371848E+008,   0.7221575449E+006
  time(s)=    204600,   0.2639081873E+008,   0.2799238565E+007,   0.1276064634E+006,   0.1009230707E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2597947409E+007,   0.7358376949E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2287429406E+008,   0.7143491636E+006
  time(s)=    205200,   0.2640186824E+008,   0.2759391307E+007,   0.1277145781E+006,   0.1015759934E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2558539494E+007,   0.7303565877E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2293347716E+008,   0.7060580092E+006
  time(s)=    205800,   0.2640414365E+008,   0.2713067235E+007,   0.1277799598E+006,   0.1021853896E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2512831354E+007,   0.7235373605E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2299148296E+008,   0.6966469766E+006
  time(s)=    206400,   0.2640514424E+008,   0.2667479345E+007,   0.1278347808E+006,   0.1027462882E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2467775936E+007,   0.7176588187E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2304874047E+008,   0.6859736477E+006
  time(s)=    207000,   0.2640834973E+008,   0.2625712355E+007,   0.1278920825E+006,   0.1032572575E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2426443337E+007,   0.7127367795E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2310396163E+008,   0.6757207935E+006
  time(s)=    207600,   0.2640875087E+008,   0.2582946967E+007,   0.1279371094E+006,   0.1037231779E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2384207358E+007,   0.7069877668E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2315807192E+008,   0.6647729086E+006
  time(s)=    208200,   0.2641682614E+008,   0.2548850583E+007,   0.1280190047E+006,   0.1041473898E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2350309887E+007,   0.7041754379E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2321110109E+008,   0.6539114414E+006
  time(s)=    208800,   0.2644605557E+008,   0.2535307801E+007,   0.1281618393E+006,   0.1045654876E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2336457369E+007,   0.7058402761E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2326422979E+008,   0.6435509460E+006
  time(s)=    209400,   0.2645047378E+008,   0.2498995616E+007,   0.1282287445E+006,   0.1049793955E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2300854034E+007,   0.6980785752E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2331522176E+008,   0.6332845916E+006
  time(s)=    210000,   0.2645076637E+008,   0.2460675212E+007,   0.1282687680E+006,   0.1053582311E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2263060503E+007,   0.6924058209E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2336432851E+008,   0.6227865635E+006
  time(s)=    210600,   0.2645786622E+008,   0.2430032068E+007,   0.1283348119E+006,   0.1057149902E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2232549870E+007,   0.6904167076E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2341165094E+008,   0.6132032802E+006
  time(s)=    211200,   0.2647711134E+008,   0.2411444807E+007,   0.1284430026E+006,   0.1060807798E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2213804731E+007,   0.6909099212E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2345681555E+008,   0.6058668696E+006
  time(s)=    211800,   0.2649516509E+008,   0.2392241801E+007,   0.1285590455E+006,   0.1064934932E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2194682298E+007,   0.6889396404E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2349984636E+008,   0.6000892514E+006
  time(s)=    212400,   0.2652170810E+008,   0.2381618935E+007,   0.1287043181E+006,   0.1069472801E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2183882009E+007,   0.6892566076E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2354249775E+008,   0.5945999439E+006
  time(s)=    213000,   0.2655786960E+008,   0.2380397628E+007,   0.1288771634E+006,   0.1074105578E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2182432551E+007,   0.6898050329E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2358425132E+008,   0.5902255941E+006
  time(s)=    213600,   0.2657954268E+008,   0.2365573541E+007,   0.1290228588E+006,   0.1078882318E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2167746752E+007,   0.6869604236E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2362521525E+008,   0.5857548496E+006
  time(s)=    214200,   0.2660975203E+008,   0.2359425216E+007,   0.1291768142E+006,   0.1083923016E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2161423584E+007,   0.6871642541E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2366558174E+008,   0.5817423820E+006
  time(s)=    214800,   0.2662061923E+008,   0.2335382276E+007,   0.1292685069E+006,   0.1088928338E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2137788986E+007,   0.6821589026E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2370507029E+008,   0.5771601384E+006
  time(s)=    215400,   0.2662822689E+008,   0.2309431936E+007,   0.1293452144E+006,   0.1093549965E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2112115042E+007,   0.6786232436E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2374344397E+008,   0.5723411931E+006
  time(s)=    216000,   0.2663931805E+008,   0.2287636716E+007,   0.1294450152E+006,   0.1098118475E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2090383835E+007,   0.6769805400E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2378115195E+008,   0.5675167271E+006
  time(s)=    216600,   0.2666622156E+008,   0.2281285236E+007,   0.1295974410E+006,   0.1103010460E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2083740392E+007,   0.6783710272E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2381848836E+008,   0.5634325658E+006
  time(s)=    217200,   0.2670695198E+008,   0.2287957513E+007,   0.1297807656E+006,   0.1108281763E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2089979342E+007,   0.6808657719E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2385550017E+008,   0.5604757654E+006
  time(s)=    217800,   0.2672718895E+008,   0.2275037064E+007,   0.1299185022E+006,   0.1113781032E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2077240820E+007,   0.6776636408E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2389218015E+008,   0.5569493308E+006
  time(s)=    218400,   0.2675219175E+008,   0.2267209281E+007,   0.1300512706E+006,   0.1119379567E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2069263285E+007,   0.6778278762E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2392973591E+008,   0.5522206482E+006
  time(s)=    219000,   0.2677328577E+008,   0.2256043311E+007,   0.1301642891E+006,   0.1124871022E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2058187072E+007,   0.6757946227E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2396569940E+008,   0.5485135459E+006
  time(s)=    219600,   0.2677749353E+008,   0.2229585608E+007,   0.1302435185E+006,   0.1130011897E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2032166261E+007,   0.6706282805E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2400167567E+008,   0.5431997735E+006
  time(s)=    220200,   0.2679275226E+008,   0.2214552537E+007,   0.1303545395E+006,   0.1134847789E+003,   0.0000000000E+000,   0.0000000000E+000,   0.2017055559E+007,   0.6702895400E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2403648048E+008,   0.5386841382E+006
  time(s)=    220800,   0.2680376100E+008,   0.2195932353E+007,   0.1304382036E+006,   0.1139437261E+003,   0.0000000000E+000,   0.0000000000E+000,   0.1998610369E+007,   0.6676983697E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2407060041E+008,   0.5341903003E+006
  time(s)=    221400,   0.2680774559E+008,   0.2171430148E+007,   0.1304890858E+006,   0.1143814375E+003,   0.0000000000E+000,   0.0000000000E+000,   0.1974416932E+007,   0.6640974886E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2410367636E+008,   0.5295983238E+006
  time(s)=    222000,   0.2681790591E+008,   0.2153539283E+007,   0.1305547958E+006,   0.1147962992E+003,   0.0000000000E+000,   0.0000000000E+000,   0.1956552775E+007,   0.6631691598E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2413708492E+008,   0.5242387814E+006
  time(s)=    222600,   0.2683157563E+008,   0.2139395902E+007,   0.1306261528E+006,   0.1151835622E+003,   0.0000000000E+000,   0.0000000000E+000,   0.1942439322E+007,   0.6621524394E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2417003141E+008,   0.5191029506E+006
  time(s)=    223200,   0.2686516653E+008,   0.2144284849E+007,   0.1307654988E+006,   0.1155549266E+003,   0.0000000000E+000,   0.0000000000E+000,   0.1946882322E+007,   0.6652147331E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2420227124E+008,   0.5155627367E+006
  time(s)=    223800,   0.2690570803E+008,   0.2155409648E+007,   0.1309418015E+006,   0.1159417935E+003,   0.0000000000E+000,   0.0000000000E+000,   0.1957658721E+007,   0.6669318315E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2423391066E+008,   0.5133372422E+006
  time(s)=    224400,   0.2694811092E+008,   0.2167843686E+007,   0.1311171472E+006,   0.1164005100E+003,   0.0000000000E+000,   0.0000000000E+000,   0.1969702334E+007,   0.6690780455E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2426521828E+008,   0.5119955573E+006
  time(s)=    225000,   0.2699726992E+008,   0.2186644295E+007,   0.1313084043E+006,   0.1169379756E+003,   0.0000000000E+000,   0.0000000000E+000,   0.1988244445E+007,   0.6697450791E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2429601975E+008,   0.5115500473E+006
  time(s)=    225600,   0.2701194149E+008,   0.2172242363E+007,   0.1314398192E+006,   0.1174920261E+003,   0.0000000000E+000,   0.0000000000E+000,   0.1974136561E+007,   0.6654849076E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2432639697E+008,   0.5102435156E+006
  time(s)=    226200,   0.2702016574E+008,   0.2152436545E+007,   0.1315164538E+006,   0.1180295962E+003,   0.0000000000E+000,   0.0000000000E+000,   0.1954500439E+007,   0.6630162270E+005,   0.5060970000E+007,         0,         0,   0.0000000000E+000,   0.2435621914E+008,   0.5084487996E+006
