lon,lat,x,y
130.714039,33.403162,-26599.122735,44745.972543
130.717165,33.403162,-26308.395042,44745.178083
130.720290,33.403162,-26017.667380,44744.392354
130.723416,33.403162,-25726.939749,44743.615356
130.726541,33.403162,-25436.212148,44742.847090
130.729667,33.403162,-25145.484577,44742.087555
130.732793,33.403162,-24854.757036,44741.336751
130.735918,33.403162,-24564.029525,44740.594679
130.739044,33.403162,-24273.302042,44739.861338
130.742169,33.403162,-23982.574588,44739.136728
130.745295,33.403162,-23691.847163,44738.420850
130.748420,33.403162,-23401.119765,44737.713702
130.751546,33.403162,-23110.392395,44737.015287
130.754671,33.403162,-22819.665053,44736.325602
130.757797,33.403162,-22528.937737,44735.644649
130.760922,33.403162,-22238.210448,44734.972426
130.764048,33.403162,-21947.483185,44734.308936
130.767173,33.403162,-21656.755948,44733.654176
130.770299,33.403162,-21366.028737,44733.008147
130.773424,33.403162,-21075.301551,44732.370850
130.776550,33.403162,-20784.574390,44731.742284
130.779676,33.403162,-20493.847254,44731.122450
130.782801,33.403162,-20203.120141,44730.511346
130.785927,33.403162,-19912.393053,44729.908974
130.789052,33.403162,-19621.665988,44729.315333
130.792178,33.403162,-19330.938946,44728.730423
130.795303,33.403162,-19040.211927,44728.154244
130.798429,33.403162,-18749.484931,44727.586796
130.801554,33.403162,-18458.757957,44727.028080
130.804680,33.403162,-18168.031005,44726.478095
130.807805,33.403162,-17877.304074,44725.936840
130.810931,33.403162,-17586.577164,44725.404318
130.814056,33.403162,-17295.850275,44724.880526
130.817182,33.403162,-17005.123406,44724.365465
130.820307,33.403162,-16714.396558,44723.859136
130.823433,33.403162,-16423.669729,44723.361537
130.826559,33.403162,-16132.942920,44722.872670
130.829684,33.403162,-15842.216130,44722.392534
130.832810,33.403162,-15551.489358,44721.921129
130.835935,33.403162,-15260.762605,44721.458455
130.839061,33.403162,-14970.035870,44721.004513
130.714039,33.405244,-26598.488125,44976.928544
130.717165,33.405244,-26307.767368,44976.134059
130.720290,33.405244,-26017.046643,44975.348306
130.723416,33.405244,-25726.325948,44974.571284
130.726541,33.405244,-25435.605284,44973.802993
130.729667,33.405244,-25144.884649,44973.043435
130.732793,33.405244,-24854.164045,44972.292608
130.735918,33.405244,-24563.443470,44971.550512
130.739044,33.405244,-24272.722923,44970.817148
130.742169,33.405244,-23982.002406,44970.092516
130.745295,33.405244,-23691.281917,44969.376615
130.748420,33.405244,-23400.561455,44968.669446
130.751546,33.405244,-23109.841022,44967.971008
130.754671,33.405244,-22819.120616,44967.281302
130.757797,33.405244,-22528.400236,44966.600327
130.760922,33.405244,-22237.679884,44965.928084
130.764048,33.405244,-21946.959557,44965.264572
130.767173,33.405244,-21656.239257,44964.609792
130.770299,33.405244,-21365.518982,44963.963743
130.773424,33.405244,-21074.798732,44963.326426
130.776550,33.405244,-20784.078508,44962.697841
130.779676,33.405244,-20493.358307,44962.077987
130.782801,33.405244,-20202.638131,44961.466864
130.785927,33.405244,-19911.917979,44960.864473
130.789052,33.405244,-19621.197851,44960.270813
130.792178,33.405244,-19330.477745,44959.685885
130.795303,33.405244,-19039.757663,44959.109688
130.798429,33.405244,-18749.037603,44958.542223
130.801554,33.405244,-18458.317565,44957.983489
130.804680,33.405244,-18167.597549,44957.433486
130.807805,33.405244,-17876.877554,44956.892215
130.810931,33.405244,-17586.157581,44956.359676
130.814056,33.405244,-17295.437628,44955.835868
130.817182,33.405244,-17004.717696,44955.320791
130.820307,33.405244,-16713.997783,44954.814446
130.823433,33.405244,-16423.277891,44954.316832
130.826559,33.405244,-16132.558018,44953.827949
130.829684,33.405244,-15841.838164,44953.347798
130.832810,33.405244,-15551.118329,44952.876379
130.835935,33.405244,-15260.398512,44952.413690
130.839061,33.405244,-14969.678713,44951.959734
130.714039,33.407327,-26597.853480,45207.884623
130.717165,33.407327,-26307.139660,45207.090113
130.720290,33.407327,-26016.425871,45206.304335
130.723416,33.407327,-25725.712113,45205.527289
130.726541,33.407327,-25434.998386,45204.758974
130.729667,33.407327,-25144.284688,45203.999392
130.732793,33.407327,-24853.571020,45203.248541
130.735918,33.407327,-24562.857382,45202.506423
130.739044,33.407327,-24272.143772,45201.773036
130.742169,33.407327,-23981.430192,45201.048381
130.745295,33.407327,-23690.716639,45200.332458
130.748420,33.407327,-23400.003115,45199.625266
130.751546,33.407327,-23109.289618,45198.926807
130.754671,33.407327,-22818.576148,45198.237079
130.757797,33.407327,-22527.862706,45197.556083
130.760922,33.407327,-22237.149290,45196.883819
130.764048,33.407327,-21946.435900,45196.220286
130.767173,33.407327,-21655.722537,45195.565486
130.770299,33.407327,-21365.009198,45194.919417
130.773424,33.407327,-21074.295886,45194.282080
130.776550,33.407327,-20783.582598,45193.653475
130.779676,33.407327,-20492.869334,45193.033601
130.782801,33.407327,-20202.156095,45192.422460
130.785927,33.407327,-19911.442879,45191.820050
130.789052,33.407327,-19620.729687,45191.226371
130.792178,33.407327,-19330.016519,45190.641425
130.795303,33.407327,-19039.303373,45190.065210
130.798429,33.407327,-18748.590250,45189.497727
130.801554,33.407327,-18457.877148,45188.938976
130.804680,33.407327,-18167.164069,45188.388956
130.807805,33.407327,-17876.451011,45187.847668
130.810931,33.407327,-17585.737974,45187.315112
130.814056,33.407327,-17295.024958,45186.791287
130.817182,33.407327,-17004.311962,45186.276195
130.820307,33.407327,-16713.598987,45185.769833
130.823433,33.407327,-16422.886031,45185.272204
130.826559,33.407327,-16132.173095,45184.783306
130.829684,33.407327,-15841.460177,45184.303140
130.832810,33.407327,-15550.747279,45183.831706
130.835935,33.407327,-15260.034398,45183.369003
130.839061,33.407327,-14969.321536,45182.915032
130.714039,33.409410,-26597.218799,45438.840779
130.717165,33.409410,-26306.511917,45438.046244
130.720290,33.409410,-26015.805065,45437.260442
130.723416,33.409410,-25725.098244,45436.483371
130.726541,33.409410,-25434.391454,45435.715033
130.729667,33.409410,-25143.684694,45434.955427
130.732793,33.409410,-24852.977963,45434.204553
130.735918,33.409410,-24562.271262,45433.462411
130.739044,33.409410,-24271.564589,45432.729001
130.742169,33.409410,-23980.857946,45432.004323
130.745295,33.409410,-23690.151331,45431.288378
130.748420,33.409410,-23399.444743,45430.581164
130.751546,33.409410,-23108.738184,45429.882683
130.754671,33.409410,-22818.031651,45429.192934
130.757797,33.409410,-22527.325146,45428.511916
130.760922,33.409410,-22236.618667,45427.839631
130.764048,33.409410,-21945.912214,45427.176078
130.767173,33.409410,-21655.205788,45426.521257
130.770299,33.409410,-21364.499387,45425.875168
130.773424,33.409410,-21073.793011,45425.237811
130.776550,33.409410,-20783.086660,45424.609186
130.779676,33.409410,-20492.380334,45423.989293
130.782801,33.409410,-20201.674031,45423.378133
130.785927,33.409410,-19910.967753,45422.775704
130.789052,33.409410,-19620.261498,45422.182007
130.792178,33.409410,-19329.555267,45421.597042
130.795303,33.409410,-19038.849058,45421.020809
130.798429,33.409410,-18748.142872,45420.453309
130.801554,33.409410,-18457.436707,45419.894540
130.804680,33.409410,-18166.730565,45419.344503
130.807805,33.409410,-17876.024444,45418.803198
130.810931,33.409410,-17585.318344,45418.270625
130.814056,33.409410,-17294.612265,45417.746784
130.817182,33.409410,-17003.906207,45417.231676
130.820307,33.409410,-16713.200168,45416.725299
130.823433,33.409410,-16422.494149,45416.227654
130.826559,33.409410,-16131.788150,45415.738741
130.829684,33.409410,-15841.082170,45415.258560
130.832810,33.409410,-15550.376208,45414.787110
130.835935,33.409410,-15259.670265,45414.324393
130.839061,33.409410,-14968.964340,45413.870408
130.714039,33.411492,-26596.584084,45669.797013
130.717165,33.411492,-26305.884139,45669.002453
130.720290,33.411492,-26015.184225,45668.216626
130.723416,33.411492,-25724.484341,45667.439531
130.726541,33.411492,-25433.784489,45666.671169
130.729667,33.411492,-25143.084666,45665.911539
130.732793,33.411492,-24852.384873,45665.160641
130.735918,33.411492,-24561.685109,45664.418476
130.739044,33.411492,-24270.985374,45663.685044
130.742169,33.411492,-23980.285668,45662.960343
130.745295,33.411492,-23689.585990,45662.244375
130.748420,33.411492,-23398.886341,45661.537140
130.751546,33.411492,-23108.186719,45660.838637
130.754671,33.411492,-22817.487124,45660.148866
130.757797,33.411492,-22526.787556,45659.467827
130.760922,33.411492,-22236.088014,45658.795521
130.764048,33.411492,-21945.388499,45658.131947
130.767173,33.411492,-21654.689010,45657.477106
130.770299,33.411492,-21363.989547,45656.830997
130.773424,33.411492,-21073.290108,45656.193620
130.776550,33.411492,-20782.590695,45655.564975
130.779676,33.411492,-20491.891306,45654.945063
130.782801,33.411492,-20201.191941,45654.333883
130.785927,33.411492,-19910.492601,45653.731435
130.789052,33.411492,-19619.793283,45653.137720
130.792178,33.411492,-19329.093989,45652.552737
130.795303,33.411492,-19038.394718,45651.976486
130.798429,33.411492,-18747.695469,45651.408968
130.801554,33.411492,-18456.996242,45650.850182
130.804680,33.411492,-18166.297037,45650.300128
130.807805,33.411492,-17875.597854,45649.758806
130.810931,33.411492,-17584.898691,45649.226216
130.814056,33.411492,-17294.199550,45648.702359
130.817182,33.411492,-17003.500429,45648.187234
130.820307,33.411492,-16712.801328,45647.680841
130.823433,33.411492,-16422.102246,45647.183181
130.826559,33.411492,-16131.403184,45646.694253
130.829684,33.411492,-15840.704141,45646.214056
130.832810,33.411492,-15550.005117,45645.742593
130.835935,33.411492,-15259.306111,45645.279861
130.839061,33.411492,-14968.607123,45644.825861
130.714039,33.413575,-26595.949333,45900.753324
130.717165,33.413575,-26305.256326,45899.958739
130.720290,33.413575,-26014.563350,45899.172888
130.723416,33.413575,-25723.870405,45898.395769
130.726541,33.413575,-25433.177490,45897.627382
130.729667,33.413575,-25142.484605,45896.867729
130.732793,33.413575,-24851.791750,45896.116808
130.735918,33.413575,-24561.098924,45895.374619
130.739044,33.413575,-24270.406127,45894.641164
130.742169,33.413575,-23979.713359,45893.916441
130.745295,33.413575,-23689.020619,45893.200451
130.748420,33.413575,-23398.327907,45892.493193
130.751546,33.413575,-23107.635223,45891.794668
130.754671,33.413575,-22816.942566,45891.104876
130.757797,33.413575,-22526.249936,45890.423816
130.760922,33.413575,-22235.557333,45889.751489
130.764048,33.413575,-21944.864755,45889.087894
130.767173,33.413575,-21654.172204,45888.433032
130.770299,33.413575,-21363.479678,45887.786903
130.773424,33.413575,-21072.787178,45887.149506
130.776550,33.413575,-20782.094702,45886.520842
130.779676,33.413575,-20491.402251,45885.900910
130.782801,33.413575,-20200.709825,45885.289711
130.785927,33.413575,-19910.017422,45884.687245
130.789052,33.413575,-19619.325042,45884.093511
130.792178,33.413575,-19328.632686,45883.508510
130.795303,33.413575,-19037.940352,45882.932241
130.798429,33.413575,-18747.248041,45882.364705
130.801554,33.413575,-18456.555752,45881.805901
130.804680,33.413575,-18165.863485,45881.255830
130.807805,33.413575,-17875.171240,45880.714491
130.810931,33.413575,-17584.479015,45880.181885
130.814056,33.413575,-17293.786811,45879.658011
130.817182,33.413575,-17003.094628,45879.142870
130.820307,33.413575,-16712.402465,45878.636462
130.823433,33.413575,-16421.710321,45878.138786
130.826559,33.413575,-16131.018197,45877.649842
130.829684,33.413575,-15840.326092,45877.169631
130.832810,33.413575,-15549.634005,45876.698152
130.835935,33.413575,-15258.941937,45876.235406
130.839061,33.413575,-14968.249887,45875.781393
130.714039,33.415657,-26595.314547,46131.709712
130.717165,33.415657,-26304.628478,46130.915103
130.720290,33.415657,-26013.942440,46130.129227
130.723416,33.415657,-25723.256434,46129.352083
130.726541,33.415657,-25432.570457,46128.583673
130.729667,33.415657,-25141.884511,46127.823996
130.732793,33.415657,-24851.198594,46127.073051
130.735918,33.415657,-24560.512706,46126.330840
130.739044,33.415657,-24269.826848,46125.597361
130.742169,33.415657,-23979.141018,46124.872616
130.745295,33.415657,-23688.455216,46124.156603
130.748420,33.415657,-23397.769443,46123.449323
130.751546,33.415657,-23107.083697,46122.750777
130.754671,33.415657,-22816.397978,46122.060963
130.757797,33.415657,-22525.712286,46121.379882
130.760922,33.415657,-22235.026621,46120.707534
130.764048,33.415657,-21944.340982,46120.043918
130.767173,33.415657,-21653.655369,46119.389036
130.770299,33.415657,-21362.969782,46118.742886
130.773424,33.415657,-21072.284220,46118.105470
130.776550,33.415657,-20781.598682,46117.476786
130.779676,33.415657,-20490.913170,46116.856835
130.782801,33.415657,-20200.227681,46116.245617
130.785927,33.415657,-19909.542216,46115.643132
130.789052,33.415657,-19618.856775,46115.049379
130.792178,33.415657,-19328.171357,46114.464360
130.795303,33.415657,-19037.485962,46113.888073
130.798429,33.415657,-18746.800589,46113.320519
130.801554,33.415657,-18456.115238,46112.761698
130.804680,33.415657,-18165.429909,46112.211609
130.807805,33.415657,-17874.744602,46111.670254
130.810931,33.415657,-17584.059316,46111.137631
130.814056,33.415657,-17293.374050,46110.613741
130.817182,33.415657,-17002.688805,46110.098584
130.820307,33.415657,-16712.003580,46109.592160
130.823433,33.415657,-16421.318374,46109.094468
130.826559,33.415657,-16130.633188,46108.605509
130.829684,33.415657,-15839.948021,46108.125283
130.832810,33.415657,-15549.262873,46107.653790
130.835935,33.415657,-15258.577743,46107.191029
130.839061,33.415657,-14967.892631,46106.737001
130.714039,33.417740,-26594.679725,46362.666178
130.717165,33.417740,-26304.000596,46361.871544
130.720290,33.417740,-26013.321497,46361.085643
130.723416,33.417740,-25722.642429,46360.308476
130.726541,33.417740,-25431.963391,46359.540041
130.729667,33.417740,-25141.284383,46358.780340
130.732793,33.417740,-24850.605405,46358.029373
130.735918,33.417740,-24559.926456,46357.287138
130.739044,33.417740,-24269.247536,46356.553637
130.742169,33.417740,-23978.568645,46355.828868
130.745295,33.417740,-23687.889782,46355.112833
130.748420,33.417740,-23397.210947,46354.405532
130.751546,33.417740,-23106.532140,46353.706963
130.754671,33.417740,-22815.853360,46353.017127
130.757797,33.417740,-22525.174607,46352.336025
130.760922,33.417740,-22234.495881,46351.663656
130.764048,33.417740,-21943.817180,46351.000020
130.767173,33.417740,-21653.138506,46350.345117
130.770299,33.417740,-21362.459857,46349.698948
130.773424,33.417740,-21071.781234,46349.061511
130.776550,33.417740,-20781.102635,46348.432808
130.779676,33.417740,-20490.424061,46347.812837
130.782801,33.417740,-20199.745511,46347.201600
130.785927,33.417740,-19909.066985,46346.599096
130.789052,33.417740,-19618.388482,46346.005325
130.792178,33.417740,-19327.710003,46345.420287
130.795303,33.417740,-19037.031546,46344.843982
130.798429,33.417740,-18746.353112,46344.276411
130.801554,33.417740,-18455.674700,46343.717572
130.804680,33.417740,-18164.996309,46343.167467
130.807805,33.417740,-17874.317940,46342.626094
130.810931,33.417740,-17583.639593,46342.093455
130.814056,33.417740,-17292.961266,46341.569549
