 x,y,i,j,dx,deg
     -24210.000,      48075.000,   72,  161,    30.000,   -90.000
     -24210.000,      48090.000,   72,  162,    42.426,  -135.000
     -24180.000,      48120.000,   72,  163,    42.426,  -225.000
     -24210.000,      48180.000,   72,  164,    42.426,   -45.000
     -24195.000,      48210.000,   72,  165,    30.000,     0.000
     -24210.000,      48225.000,   72,  166,    30.000,   -90.000
     -24195.000,      48240.000,   72,  167,    30.000,  -180.000
     -24180.000,      48270.000,   72,  168,    42.426,  -225.000
     -24180.000,      48300.000,   72,  169,    42.426,  -225.000
     -24210.000,      48360.000,   72,  170,    42.426,   -45.000
     -24210.000,      48390.000,   72,  171,    42.426,   -45.000
     -24210.000,      48420.000,   72,  172,    42.426,   -45.000
     -24210.000,      48450.000,   72,  173,    42.426,   -45.000
     -24210.000,      48465.000,   72,  174,    30.000,   -90.000
     -24210.000,      48480.000,   72,  175,    42.426,  -135.000
     -24195.000,      48510.000,   72,  176,    30.000,  -180.000
     -24180.000,      48555.000,   72,  177,    30.000,  -270.000
     -24180.000,      48570.000,   72,  178,    42.426,  -225.000
     -24180.000,      48600.000,   72,  179,    42.426,  -225.000
     -24180.000,      48660.000,   72,  180,    42.426,    45.000
     -24180.000,      48690.000,   72,  181,    42.426,    45.000
     -24180.000,      48705.000,   72,  182,    30.000,  -270.000
     -24180.000,      48720.000,   72,  183,    42.426,  -225.000
     -24195.000,      48750.000,   72,  184,    30.000,  -180.000
     -24195.000,      48780.000,   72,  185,    30.000,  -180.000
     -24195.000,      48810.000,   72,  186,    30.000,  -180.000
     -24195.000,      48840.000,   72,  187,    30.000,  -180.000
     -24210.000,      48870.000,   72,  188,    42.426,  -135.000
     -24210.000,      48900.000,   72,  189,    42.426,  -135.000
     -24210.000,      48930.000,   72,  190,    42.426,  -135.000
     -24195.000,      48960.000,   72,  191,    30.000,  -180.000
     -24195.000,      48990.000,   72,  192,    30.000,  -180.000
     -24210.000,      49020.000,   72,  193,    42.426,  -135.000
     -24210.000,      49050.000,   72,  194,    42.426,  -135.000
     -24195.000,      49080.000,   72,  195,    30.000,  -180.000
     -24195.000,      49110.000,   72,  196,    30.000,  -180.000
     -24180.000,      49140.000,   72,  197,    42.426,  -225.000
     -24180.000,      49170.000,   72,  198,    42.426,  -225.000
     -24180.000,      49215.000,   72,  199,    30.000,  -270.000
     -24180.000,      49230.000,   72,  200,    42.426,  -225.000
     -24195.000,      49260.000,   72,  201,    30.000,  -180.000
     -24195.000,      49290.000,   72,  202,    30.000,  -180.000
     -24210.000,      49320.000,   72,  203,    42.426,  -135.000
     -24210.000,      49350.000,   72,  204,    42.426,  -135.000
     -24210.000,      49380.000,   72,  205,    42.426,  -135.000
     -24210.000,      49410.000,   72,  206,    42.426,  -135.000
     -24210.000,      49440.000,   72,  207,    42.426,  -135.000
     -24210.000,      49500.000,   72,  208,    42.426,   -45.000
     -24210.000,      49530.000,   72,  209,    42.426,   -45.000
     -24210.000,      49545.000,   72,  210,    30.000,   -90.000
     -24210.000,      49560.000,   72,  211,    42.426,  -135.000
     -24210.000,      49590.000,   72,  212,    42.426,  -135.000
     -24210.000,      49620.000,   72,  213,    42.426,  -135.000
     -24210.000,      49650.000,   72,  214,    42.426,  -135.000
     -24210.000,      49680.000,   72,  215,    42.426,  -135.000
     -24150.000,      47280.000,   73,  134,    42.426,    45.000
     -24150.000,      47310.000,   73,  135,    42.426,    45.000
     -24165.000,      47340.000,   73,  136,    30.000,     0.000
     -24165.000,      47370.000,   73,  137,    30.000,     0.000
     -24165.000,      47400.000,   73,  138,    30.000,     0.000
     -24165.000,      47430.000,   73,  139,    30.000,     0.000
     -24180.000,      47460.000,   73,  140,    42.426,   -45.000
     -24180.000,      47475.000,   73,  141,    30.000,   -90.000
     -24180.000,      47505.000,   73,  142,    30.000,   -90.000
     -24180.000,      47550.000,   73,  143,    42.426,   -45.000
     -24180.000,      47565.000,   73,  144,    30.000,   -90.000
     -24180.000,      47595.000,   73,  145,    30.000,   -90.000
     -24180.000,      47640.000,   73,  146,    42.426,   -45.000
     -24180.000,      47655.000,   73,  147,    30.000,   -90.000
     -24180.000,      47670.000,   73,  148,    42.426,  -135.000
     -24180.000,      47730.000,   73,  149,    42.426,   -45.000
     -24180.000,      47760.000,   73,  150,    42.426,   -45.000
     -24180.000,      47775.000,   73,  151,    30.000,   -90.000
     -24180.000,      47790.000,   73,  152,    42.426,  -135.000
     -24165.000,      47820.000,   73,  153,    30.000,  -180.000
     -24180.000,      47880.000,   73,  154,    42.426,   -45.000
     -24180.000,      47910.000,   73,  155,    42.426,   -45.000
     -24180.000,      47925.000,   73,  156,    30.000,   -90.000
     -24180.000,      47970.000,   73,  157,    42.426,   -45.000
     -24180.000,      48000.000,   73,  158,    42.426,   -45.000
     -24180.000,      48030.000,   73,  159,    42.426,   -45.000
     -24180.000,      48060.000,   73,  160,    42.426,   -45.000
     -24180.000,      48075.000,   73,  161,    30.000,   -90.000
     -24180.000,      48090.000,   73,  162,    42.426,  -135.000
     -24150.000,      48120.000,   73,  163,    42.426,  -225.000
     -24165.000,      48150.000,   73,  164,    30.000,  -180.000
     -24180.000,      48210.000,   73,  165,    42.426,   -45.000
     -24180.000,      48225.000,   73,  166,    30.000,   -90.000
     -24180.000,      48240.000,   73,  167,    42.426,  -135.000
     -24165.000,      48270.000,   73,  168,    30.000,  -180.000
     -24165.000,      48300.000,   73,  169,    30.000,  -180.000
     -24180.000,      48360.000,   73,  170,    42.426,   -45.000
     -24180.000,      48390.000,   73,  171,    42.426,   -45.000
     -24150.000,      48420.000,   73,  172,    42.426,    45.000
     -24165.000,      48450.000,   73,  173,    30.000,     0.000
     -24180.000,      48480.000,   73,  174,    42.426,   -45.000
     -24180.000,      48495.000,   73,  175,    30.000,   -90.000
     -24180.000,      48510.000,   73,  176,    42.426,  -135.000
     -24165.000,      48540.000,   73,  177,    30.000,  -180.000
     -24165.000,      48570.000,   73,  178,    30.000,  -180.000
     -24165.000,      48600.000,   73,  179,    30.000,  -180.000
     -24150.000,      48630.000,   73,  180,    42.426,  -225.000
     -24150.000,      48660.000,   73,  181,    42.426,  -225.000
     -24150.000,      48690.000,   73,  182,    42.426,  -225.000
     -24165.000,      48720.000,   73,  183,    30.000,  -180.000
     -24180.000,      48750.000,   73,  184,    42.426,  -135.000
     -24180.000,      48780.000,   73,  185,    42.426,  -135.000
     -24180.000,      48810.000,   73,  186,    42.426,  -135.000
     -24180.000,      48840.000,   73,  187,    42.426,  -135.000
     -24165.000,      48870.000,   73,  188,    30.000,  -180.000
     -24180.000,      48930.000,   73,  189,    42.426,   -45.000
     -24180.000,      48945.000,   73,  190,    30.000,   -90.000
     -24180.000,      48960.000,   73,  191,    42.426,  -135.000
     -24180.000,      48990.000,   73,  192,    42.426,  -135.000
     -24180.000,      49050.000,   73,  193,    42.426,   -45.000
     -24180.000,      49065.000,   73,  194,    30.000,   -90.000
     -24180.000,      49080.000,   73,  195,    42.426,  -135.000
     -24180.000,      49110.000,   73,  196,    42.426,  -135.000
     -24165.000,      49140.000,   73,  197,    30.000,  -180.000
     -24165.000,      49170.000,   73,  198,    30.000,  -180.000
     -24150.000,      49200.000,   73,  199,    42.426,  -225.000
     -24165.000,      49230.000,   73,  200,    30.000,  -180.000
     -24180.000,      49260.000,   73,  201,    42.426,  -135.000
     -24180.000,      49290.000,   73,  202,    42.426,  -135.000
     -24180.000,      49320.000,   73,  203,    42.426,  -135.000
     -24150.000,      49380.000,   73,  204,    42.426,    45.000
     -24150.000,      49395.000,   73,  205,    30.000,  -270.000
     -24150.000,      49410.000,   73,  206,    42.426,  -225.000
     -24150.000,      49440.000,   73,  207,    42.426,  -225.000
     -24150.000,      49470.000,   73,  208,    42.426,  -225.000
     -24150.000,      49500.000,   73,  209,    42.426,  -225.000
     -24150.000,      49560.000,   73,  210,    42.426,    45.000
     -24150.000,      49575.000,   73,  211,    30.000,  -270.000
     -24150.000,      49590.000,   73,  212,    42.426,  -225.000
     -24150.000,      49650.000,   73,  213,    42.426,    45.000
     -24150.000,      49665.000,   73,  214,    30.000,  -270.000
     -24150.000,      49680.000,   73,  215,    42.426,  -225.000
     -24120.000,      47250.000,   74,  133,    42.426,    45.000
     -24120.000,      47280.000,   74,  134,    42.426,    45.000
     -24135.000,      47310.000,   74,  135,    30.000,     0.000
     -24150.000,      47340.000,   74,  136,    42.426,   -45.000
     -24150.000,      47370.000,   74,  137,    42.426,   -45.000
     -24150.000,      47385.000,   74,  138,    30.000,   -90.000
     -24150.000,      47400.000,   74,  139,    42.426,  -135.000
     -24150.000,      47430.000,   74,  140,    42.426,  -135.000
     -24150.000,      47460.000,   74,  141,    42.426,  -135.000
     -24150.000,      47520.000,   74,  142,    42.426,   -45.000
     -24150.000,      47535.000,   74,  143,    30.000,   -90.000
     -24150.000,      47550.000,   74,  144,    42.426,  -135.000
     -24150.000,      47610.000,   74,  145,    42.426,   -45.000
     -24150.000,      47640.000,   74,  146,    42.426,   -45.000
     -24150.000,      47655.000,   74,  147,    30.000,   -90.000
     -24150.000,      47670.000,   74,  148,    42.426,  -135.000
     -24135.000,      47730.000,   74,  149,    30.000,     0.000
     -24150.000,      47760.000,   74,  150,    42.426,   -45.000
     -24150.000,      47775.000,   74,  151,    30.000,   -90.000
     -24150.000,      47790.000,   74,  152,    42.426,  -135.000
     -24135.000,      47820.000,   74,  153,    30.000,  -180.000
     -24150.000,      47880.000,   74,  154,    42.426,   -45.000
     -24150.000,      47895.000,   74,  155,    30.000,   -90.000
     -24150.000,      47940.000,   74,  156,    42.426,   -45.000
     -24150.000,      47970.000,   74,  157,    42.426,   -45.000
     -24150.000,      48000.000,   74,  158,    42.426,   -45.000
     -24150.000,      48030.000,   74,  159,    42.426,   -45.000
     -24150.000,      48060.000,   74,  160,    42.426,   -45.000
     -24150.000,      48075.000,   74,  161,    30.000,   -90.000
     -24150.000,      48090.000,   74,  162,    42.426,  -135.000
     -24135.000,      48120.000,   74,  163,    30.000,  -180.000
     -24150.000,      48150.000,   74,  164,    42.426,  -135.000
     -24150.000,      48210.000,   74,  165,    42.426,   -45.000
     -24150.000,      48225.000,   74,  166,    30.000,   -90.000
     -24150.000,      48240.000,   74,  167,    42.426,  -135.000
     -24150.000,      48270.000,   74,  168,    42.426,  -135.000
     -24150.000,      48300.000,   74,  169,    42.426,  -135.000
     -24150.000,      48360.000,   74,  170,    42.426,   -45.000
     -24150.000,      48375.000,   74,  171,    30.000,   -90.000
     -24135.000,      48420.000,   74,  172,    30.000,     0.000
     -24150.000,      48450.000,   74,  173,    42.426,   -45.000
     -24135.000,      48450.000,   74,  174,    30.000,  -180.000
     -24150.000,      48510.000,   74,  175,    42.426,   -45.000
     -24150.000,      48540.000,   74,  176,    42.426,   -45.000
     -24150.000,      48555.000,   74,  177,    30.000,   -90.000
     -24150.000,      48570.000,   74,  178,    42.426,  -135.000
     -24150.000,      48600.000,   74,  179,    42.426,  -135.000
     -24135.000,      48630.000,   74,  180,    30.000,  -180.000
     -24135.000,      48660.000,   74,  181,    30.000,  -180.000
     -24150.000,      48705.000,   74,  182,    30.000,   -90.000
     -24150.000,      48720.000,   74,  183,    42.426,  -135.000
     -24120.000,      48750.000,   74,  184,    42.426,  -225.000
     -24150.000,      48810.000,   74,  185,    42.426,   -45.000
     -24150.000,      48840.000,   74,  186,    42.426,   -45.000
     -24150.000,      48855.000,   74,  187,    30.000,   -90.000
     -24150.000,      48870.000,   74,  188,    42.426,  -135.000
     -24150.000,      48930.000,   74,  189,    42.426,   -45.000
     -24135.000,      48960.000,   74,  190,    30.000,     0.000
     -24150.000,      48960.000,   74,  191,    42.426,  -135.000
     -24135.000,      48990.000,   74,  192,    30.000,  -180.000
     -24135.000,      49050.000,   74,  193,    30.000,     0.000
     -24150.000,      49080.000,   74,  194,    42.426,   -45.000
     -24150.000,      49110.000,   74,  195,    42.426,   -45.000
     -24150.000,      49125.000,   74,  196,    30.000,   -90.000
     -24150.000,      49140.000,   74,  197,    42.426,  -135.000
     -24150.000,      49170.000,   74,  198,    42.426,  -135.000
     -24135.000,      49200.000,   74,  199,    30.000,  -180.000
     -24120.000,      49230.000,   74,  200,    42.426,  -225.000
     -24120.000,      49260.000,   74,  201,    42.426,  -225.000
     -24120.000,      49320.000,   74,  202,    42.426,    45.000
     -24120.000,      49350.000,   74,  203,    42.426,    45.000
     -24120.000,      49365.000,   74,  204,    30.000,  -270.000
     -24120.000,      49380.000,   74,  205,    42.426,  -225.000
     -24135.000,      49410.000,   74,  206,    30.000,  -180.000
     -24135.000,      49440.000,   74,  207,    30.000,  -180.000
     -24135.000,      49470.000,   74,  208,    30.000,  -180.000
     -24135.000,      49500.000,   74,  209,    30.000,  -180.000
     -24120.000,      49560.000,   74,  210,    42.426,    45.000
     -24120.000,      49575.000,   74,  211,    30.000,  -270.000
     -24120.000,      49620.000,   74,  212,    42.426,    45.000
     -24120.000,      49635.000,   74,  213,    30.000,  -270.000
     -24120.000,      49650.000,   74,  214,    42.426,  -225.000
     -24120.000,      49680.000,   74,  215,    42.426,  -225.000
     -24120.000,      49710.000,   74,  216,    42.426,  -225.000
     -24105.000,      47250.000,   75,  133,    30.000,     0.000
     -24105.000,      47280.000,   75,  134,    30.000,     0.000
     -24120.000,      47310.000,   75,  135,    42.426,   -45.000
     -24120.000,      47325.000,   75,  136,    30.000,   -90.000
     -24120.000,      47340.000,   75,  137,    42.426,  -135.000
     -24120.000,      47400.000,   75,  138,    42.426,   -45.000
     -24120.000,      47415.000,   75,  139,    30.000,   -90.000
     -24120.000,      47430.000,   75,  140,    42.426,  -135.000
     -24120.000,      47460.000,   75,  141,    42.426,  -135.000
     -24120.000,      47520.000,   75,  142,    42.426,   -45.000
     -24120.000,      47535.000,   75,  143,    30.000,   -90.000
     -24120.000,      47550.000,   75,  144,    42.426,  -135.000
     -24120.000,      47610.000,   75,  145,    42.426,   -45.000
     -24120.000,      47625.000,   75,  146,    30.000,   -90.000
     -24120.000,      47640.000,   75,  147,    42.426,  -135.000
     -24120.000,      47670.000,   75,  148,    42.426,  -135.000
     -24120.000,      47730.000,   75,  149,    42.426,   -45.000
     -24120.000,      47760.000,   75,  150,    42.426,   -45.000
     -24120.000,      47775.000,   75,  151,    30.000,   -90.000
     -24120.000,      47790.000,   75,  152,    42.426,  -135.000
     -24120.000,      47820.000,   75,  153,    42.426,  -135.000
     -24120.000,      47850.000,   75,  154,    42.426,  -135.000
     -24120.000,      47910.000,   75,  155,    42.426,   -45.000
     -24090.000,      47940.000,   75,  156,    42.426,    45.000
     -24090.000,      47970.000,   75,  157,    42.426,    45.000
     -24090.000,      48000.000,   75,  158,    42.426,    45.000
     -24090.000,      48030.000,   75,  159,    42.426,    45.000
     -24120.000,      48060.000,   75,  160,    42.426,   -45.000
     -24120.000,      48075.000,   75,  161,    30.000,   -90.000
     -24120.000,      48090.000,   75,  162,    42.426,  -135.000
     -24120.000,      48120.000,   75,  163,    42.426,  -135.000
     -24120.000,      48150.000,   75,  164,    42.426,  -135.000
     -24120.000,      48210.000,   75,  165,    42.426,   -45.000
     -24120.000,      48225.000,   75,  166,    30.000,   -90.000
     -24120.000,      48240.000,   75,  167,    42.426,  -135.000
     -24090.000,      48285.000,   75,  168,    30.000,  -270.000
     -24090.000,      48300.000,   75,  169,    42.426,  -225.000
     -24090.000,      48330.000,   75,  170,    42.426,  -225.000
     -24105.000,      48390.000,   75,  171,    30.000,     0.000
     -24120.000,      48420.000,   75,  172,    42.426,   -45.000
     -24120.000,      48435.000,   75,  173,    30.000,   -90.000
     -24120.000,      48450.000,   75,  174,    42.426,  -135.000
     -24120.000,      48510.000,   75,  175,    42.426,   -45.000
     -24120.000,      48540.000,   75,  176,    42.426,   -45.000
     -24120.000,      48570.000,   75,  177,    42.426,   -45.000
     -24120.000,      48600.000,   75,  178,    42.426,   -45.000
     -24120.000,      48615.000,   75,  179,    30.000,   -90.000
     -24120.000,      48630.000,   75,  180,    42.426,  -135.000
     -24120.000,      48660.000,   75,  181,    42.426,  -135.000
     -24120.000,      48690.000,   75,  182,    42.426,  -135.000
     -24120.000,      48720.000,   75,  183,    42.426,  -135.000
     -24105.000,      48750.000,   75,  184,    30.000,  -180.000
     -24090.000,      48780.000,   75,  185,    42.426,  -225.000
     -24120.000,      48840.000,   75,  186,    42.426,   -45.000
     -24120.000,      48870.000,   75,  187,    42.426,   -45.000
     -24120.000,      48885.000,   75,  188,    30.000,   -90.000
     -24120.000,      48900.000,   75,  189,    42.426,  -135.000
     -24120.000,      48960.000,   75,  190,    42.426,   -45.000
     -24120.000,      48975.000,   75,  191,    30.000,   -90.000
     -24120.000,      48990.000,   75,  192,    42.426,  -135.000
     -24090.000,      49020.000,   75,  193,    42.426,  -225.000
     -24105.000,      49080.000,   75,  194,    30.000,     0.000
     -24120.000,      49110.000,   75,  195,    42.426,   -45.000
     -24120.000,      49140.000,   75,  196,    42.426,   -45.000
     -24120.000,      49170.000,   75,  197,    42.426,   -45.000
     -24120.000,      49185.000,   75,  198,    30.000,   -90.000
     -24120.000,      49200.000,   75,  199,    42.426,  -135.000
     -24105.000,      49230.000,   75,  200,    30.000,  -180.000
     -24090.000,      49260.000,   75,  201,    42.426,  -225.000
     -24090.000,      49290.000,   75,  202,    42.426,  -225.000
     -24090.000,      49335.000,   75,  203,    30.000,  -270.000
     -24090.000,      49350.000,   75,  204,    42.426,  -225.000
     -24105.000,      49380.000,   75,  205,    30.000,  -180.000
     -24120.000,      49410.000,   75,  206,    42.426,  -135.000
     -24120.000,      49440.000,   75,  207,    42.426,  -135.000
     -24120.000,      49470.000,   75,  208,    42.426,  -135.000
     -24090.000,      49530.000,   75,  209,    42.426,    45.000
     -24090.000,      49560.000,   75,  210,    42.426,    45.000
     -24090.000,      49590.000,   75,  211,    42.426,    45.000
     -24090.000,      49605.000,   75,  212,    30.000,  -270.000
     -24090.000,      49620.000,   75,  213,    42.426,  -225.000
     -24090.000,      49650.000,   75,  214,    42.426,  -225.000
     -24105.000,      49680.000,   75,  215,    30.000,  -180.000
     -24090.000,      49710.000,   75,  216,    42.426,  -225.000
     -24090.000,      47250.000,   76,  133,    42.426,   -45.000
     -24090.000,      47280.000,   76,  134,    42.426,   -45.000
     -24090.000,      47295.000,   76,  135,    30.000,   -90.000
     -24090.000,      47310.000,   76,  136,    42.426,  -135.000
     -24060.000,      47370.000,   76,  137,    42.426,    45.000
     -24060.000,      47385.000,   76,  138,    30.000,  -270.000
     -24060.000,      47400.000,   76,  139,    42.426,  -225.000
     -24090.000,      47430.000,   76,  140,    42.426,  -135.000
     -24060.000,      47475.000,   76,  141,    30.000,  -270.000
     -24060.000,      47490.000,   76,  142,    42.426,  -225.000
     -24090.000,      47535.000,   76,  143,    30.000,   -90.000
     -24060.000,      47580.000,   76,  144,    42.426,    45.000
     -24060.000,      47595.000,   76,  145,    30.000,  -270.000
     -24060.000,      47610.000,   76,  146,    42.426,  -225.000
     -24090.000,      47670.000,   76,  147,    42.426,   -45.000
     -24090.000,      47700.000,   76,  148,    42.426,   -45.000
     -24090.000,      47715.000,   76,  149,    30.000,   -90.000
     -24090.000,      47730.000,   76,  150,    42.426,  -135.000
     -24090.000,      47775.000,   76,  151,    30.000,   -90.000
     -24090.000,      47790.000,   76,  152,    42.426,  -135.000
     -24060.000,      47850.000,   76,  153,    42.426,    45.000
     -24060.000,      47880.000,   76,  154,    42.426,    45.000
     -24060.000,      47895.000,   76,  155,    30.000,  -270.000
     -24060.000,      47940.000,   76,  156,    42.426,    45.000
     -24060.000,      47970.000,   76,  157,    42.426,    45.000
     -24060.000,      48000.000,   76,  158,    42.426,    45.000
     -24060.000,      48030.000,   76,  159,    42.426,    45.000
     -24090.000,      48060.000,   76,  160,    42.426,   -45.000
     -24090.000,      48075.000,   76,  161,    30.000,   -90.000
     -24090.000,      48090.000,   76,  162,    42.426,  -135.000
     -24090.000,      48120.000,   76,  163,    42.426,  -135.000
     -24060.000,      48150.000,   76,  164,    42.426,  -225.000
     -24060.000,      48210.000,   76,  165,    42.426,    45.000
     -24060.000,      48240.000,   76,  166,    42.426,    45.000
     -24060.000,      48255.000,   76,  167,    30.000,  -270.000
     -24060.000,      48270.000,   76,  168,    42.426,  -225.000
     -24075.000,      48300.000,   76,  169,    30.000,  -180.000
     -24075.000,      48330.000,   76,  170,    30.000,  -180.000
     -24090.000,      48390.000,   76,  171,    42.426,   -45.000
     -24090.000,      48420.000,   76,  172,    42.426,   -45.000
     -24090.000,      48435.000,   76,  173,    30.000,   -90.000
     -24090.000,      48450.000,   76,  174,    42.426,  -135.000
     -24090.000,      48510.000,   76,  175,    42.426,   -45.000
     -24090.000,      48540.000,   76,  176,    42.426,   -45.000
     -24090.000,      48570.000,   76,  177,    42.426,   -45.000
     -24090.000,      48600.000,   76,  178,    42.426,   -45.000
     -24090.000,      48630.000,   76,  179,    42.426,   -45.000
     -24090.000,      48660.000,   76,  180,    42.426,   -45.000
     -24075.000,      48690.000,   76,  181,    30.000,     0.000
     -24090.000,      48690.000,   76,  182,    42.426,  -135.000
     -24075.000,      48720.000,   76,  183,    30.000,  -180.000
     -24090.000,      48750.000,   76,  184,    42.426,  -135.000
     -24075.000,      48780.000,   76,  185,    30.000,  -180.000
     -24060.000,      48810.000,   76,  186,    42.426,  -225.000
     -24060.000,      48840.000,   76,  187,    42.426,  -225.000
     -24060.000,      48870.000,   76,  188,    42.426,  -225.000
     -24060.000,      48900.000,   76,  189,    42.426,  -225.000
     -24090.000,      48960.000,   76,  190,    42.426,   -45.000
     -24090.000,      48975.000,   76,  191,    30.000,   -90.000
     -24090.000,      48990.000,   76,  192,    42.426,  -135.000
     -24075.000,      49020.000,   76,  193,    30.000,  -180.000
     -24090.000,      49080.000,   76,  194,    42.426,   -45.000
     -24090.000,      49110.000,   76,  195,    42.426,   -45.000
     -24090.000,      49140.000,   76,  196,    42.426,   -45.000
     -24090.000,      49155.000,   76,  197,    30.000,   -90.000
     -24090.000,      49200.000,   76,  198,    42.426,   -45.000
     -24090.000,      49215.000,   76,  199,    30.000,   -90.000
     -24090.000,      49230.000,   76,  200,    42.426,  -135.000
     -24075.000,      49260.000,   76,  201,    30.000,  -180.000
     -24075.000,      49290.000,   76,  202,    30.000,  -180.000
     -24060.000,      49320.000,   76,  203,    42.426,  -225.000
     -24060.000,      49350.000,   76,  204,    42.426,  -225.000
     -24090.000,      49380.000,   76,  205,    42.426,  -135.000
     -24060.000,      49440.000,   76,  206,    42.426,    45.000
     -24060.000,      49455.000,   76,  207,    30.000,  -270.000
     -24060.000,      49470.000,   76,  208,    42.426,  -225.000
     -24060.000,      49530.000,   76,  209,    42.426,    45.000
     -24060.000,      49560.000,   76,  210,    42.426,    45.000
     -24060.000,      49575.000,   76,  211,    30.000,  -270.000
     -24060.000,      49590.000,   76,  212,    42.426,  -225.000
     -24075.000,      49620.000,   76,  213,    30.000,  -180.000
     -24075.000,      49650.000,   76,  214,    30.000,  -180.000
     -24090.000,      49680.000,   76,  215,    42.426,  -135.000
     -24075.000,      49710.000,   76,  216,    30.000,  -180.000
     -24030.000,      47220.000,   77,  133,    42.426,  -225.000
     -24060.000,      47280.000,   77,  134,    42.426,   -45.000
     -24060.000,      47295.000,   77,  135,    30.000,   -90.000
     -24060.000,      47310.000,   77,  136,    42.426,  -135.000
     -24045.000,      47370.000,   77,  137,    30.000,     0.000
     -24030.000,      47400.000,   77,  138,    42.426,    45.000
     -24030.000,      47415.000,   77,  139,    30.000,  -270.000
     -24030.000,      47430.000,   77,  140,    42.426,  -225.000
     -24030.000,      47490.000,   77,  141,    42.426,    45.000
     -24030.000,      47505.000,   77,  142,    30.000,  -270.000
     -24030.000,      47520.000,   77,  143,    42.426,  -225.000
     -24030.000,      47580.000,   77,  144,    42.426,    45.000
     -24030.000,      47595.000,   77,  145,    30.000,  -270.000
     -24030.000,      47610.000,   77,  146,    42.426,  -225.000
     -24030.000,      47640.000,   77,  147,    42.426,  -225.000
     -24030.000,      47670.000,   77,  148,    42.426,  -225.000
     -24030.000,      47700.000,   77,  149,    42.426,  -225.000
     -24030.000,      47760.000,   77,  150,    42.426,    45.000
     -24030.000,      47775.000,   77,  151,    30.000,  -270.000
     -24030.000,      47790.000,   77,  152,    42.426,  -225.000
     -24030.000,      47850.000,   77,  153,    42.426,    45.000
     -24045.000,      47880.000,   77,  154,    30.000,     0.000
     -24030.000,      47910.000,   77,  155,    42.426,    45.000
     -24030.000,      47940.000,   77,  156,    42.426,    45.000
     -24045.000,      47970.000,   77,  157,    30.000,     0.000
     -24045.000,      48000.000,   77,  158,    30.000,     0.000
     -24045.000,      48030.000,   77,  159,    30.000,     0.000
     -24060.000,      48060.000,   77,  160,    42.426,   -45.000
     -24060.000,      48075.000,   77,  161,    30.000,   -90.000
     -24060.000,      48090.000,   77,  162,    42.426,  -135.000
     -24030.000,      48120.000,   77,  163,    42.426,  -225.000
     -24030.000,      48150.000,   77,  164,    42.426,  -225.000
     -24030.000,      48210.000,   77,  165,    42.426,    45.000
     -24030.000,      48225.000,   77,  166,    30.000,  -270.000
     -24030.000,      48240.000,   77,  167,    42.426,  -225.000
     -24030.000,      48285.000,   77,  168,    30.000,  -270.000
     -24030.000,      48300.000,   77,  169,    42.426,  -225.000
     -24060.000,      48330.000,   77,  170,    42.426,  -135.000
     -24060.000,      48390.000,   77,  171,    42.426,   -45.000
     -24060.000,      48420.000,   77,  172,    42.426,   -45.000
     -24060.000,      48435.000,   77,  173,    30.000,   -90.000
     -24060.000,      48450.000,   77,  174,    42.426,  -135.000
     -24030.000,      48480.000,   77,  175,    42.426,  -225.000
     -24030.000,      48510.000,   77,  176,    42.426,  -225.000
     -24030.000,      48540.000,   77,  177,    42.426,  -225.000
     -24030.000,      48570.000,   77,  178,    42.426,  -225.000
     -24060.000,      48630.000,   77,  179,    42.426,   -45.000
     -24060.000,      48660.000,   77,  180,    42.426,   -45.000
     -24060.000,      48690.000,   77,  181,    42.426,   -45.000
     -24060.000,      48705.000,   77,  182,    30.000,   -90.000
     -24060.000,      48720.000,   77,  183,    42.426,  -135.000
     -24030.000,      48750.000,   77,  184,    42.426,  -225.000
     -24060.000,      48780.000,   77,  185,    42.426,  -135.000
     -24045.000,      48810.000,   77,  186,    30.000,  -180.000
     -24045.000,      48840.000,   77,  187,    30.000,  -180.000
     -24030.000,      48870.000,   77,  188,    42.426,  -225.000
     -24045.000,      48900.000,   77,  189,    30.000,  -180.000
     -24045.000,      48930.000,   77,  190,    30.000,  -180.000
     -24060.000,      48990.000,   77,  191,    42.426,   -45.000
     -24060.000,      49005.000,   77,  192,    30.000,   -90.000
     -24060.000,      49020.000,   77,  193,    42.426,  -135.000
     -24060.000,      49080.000,   77,  194,    42.426,   -45.000
     -24060.000,      49110.000,   77,  195,    42.426,   -45.000
     -24060.000,      49140.000,   77,  196,    42.426,   -45.000
     -24060.000,      49155.000,   77,  197,    30.000,   -90.000
     -24060.000,      49170.000,   77,  198,    42.426,  -135.000
     -24060.000,      49230.000,   77,  199,    42.426,   -45.000
     -24060.000,      49245.000,   77,  200,    30.000,   -90.000
     -24060.000,      49260.000,   77,  201,    42.426,  -135.000
     -24060.000,      49290.000,   77,  202,    42.426,  -135.000
     -24045.000,      49320.000,   77,  203,    30.000,  -180.000
     -24045.000,      49350.000,   77,  204,    30.000,  -180.000
     -24030.000,      49380.000,   77,  205,    42.426,  -225.000
     -24030.000,      49410.000,   77,  206,    42.426,  -225.000
     -24030.000,      49440.000,   77,  207,    42.426,  -225.000
     -24030.000,      49470.000,   77,  208,    42.426,  -225.000
     -24030.000,      49500.000,   77,  209,    42.426,  -225.000
     -24030.000,      49530.000,   77,  210,    42.426,  -225.000
     -24030.000,      49560.000,   77,  211,    42.426,  -225.000
