 x,y,i,j,dx,deg
     -26280.000,      48090.000,    2,  161,    42.426,    45.000
     -26280.000,      48120.000,    2,  162,    42.426,    45.000
     -26280.000,      48135.000,    2,  163,    30.000,  -270.000
     -26250.000,      48060.000,    3,  160,    42.426,    45.000
     -26250.000,      48075.000,    3,  161,    30.000,  -270.000
     -26250.000,      48090.000,    3,  162,    42.426,  -225.000
     -26250.000,      48120.000,    3,  163,    42.426,  -225.000
     -26250.000,      48900.000,    3,  188,    42.426,    45.000
     -26250.000,      48930.000,    3,  189,    42.426,    45.000
     -26250.000,      48960.000,    3,  190,    42.426,    45.000
     -26250.000,      48975.000,    3,  191,    30.000,  -270.000
     -26250.000,      48990.000,    3,  192,    42.426,  -225.000
     -26250.000,      49020.000,    3,  193,    42.426,  -225.000
     -26235.000,      48030.000,    4,  159,    30.000,     0.000
     -26220.000,      48060.000,    4,  160,    42.426,    45.000
     -26220.000,      48090.000,    4,  161,    42.426,    45.000
     -26220.000,      48105.000,    4,  162,    30.000,  -270.000
     -26220.000,      48120.000,    4,  163,    42.426,  -225.000
     -26220.000,      48165.000,    4,  164,    30.000,  -270.000
     -26220.000,      48180.000,    4,  165,    42.426,  -225.000
     -26220.000,      48210.000,    4,  166,    42.426,  -225.000
     -26220.000,      48870.000,    4,  187,    42.426,    45.000
     -26220.000,      48885.000,    4,  188,    30.000,  -270.000
     -26220.000,      48930.000,    4,  189,    42.426,    45.000
     -26220.000,      48945.000,    4,  190,    30.000,  -270.000
     -26220.000,      48960.000,    4,  191,    42.426,  -225.000
     -26220.000,      48990.000,    4,  192,    42.426,  -225.000
     -26220.000,      49035.000,    4,  193,    30.000,  -270.000
     -26220.000,      49050.000,    4,  194,    42.426,  -225.000
     -26220.000,      49080.000,    4,  195,    42.426,  -225.000
     -26220.000,      49110.000,    4,  196,    42.426,  -225.000
     -26190.000,      48000.000,    5,  158,    42.426,    45.000
     -26190.000,      48015.000,    5,  159,    30.000,  -270.000
     -26190.000,      48030.000,    5,  160,    42.426,  -225.000
     -26205.000,      48090.000,    5,  161,    30.000,     0.000
     -26190.000,      48120.000,    5,  162,    42.426,    45.000
     -26190.000,      48150.000,    5,  163,    42.426,    45.000
     -26190.000,      48165.000,    5,  164,    30.000,  -270.000
     -26190.000,      48180.000,    5,  165,    42.426,  -225.000
     -26190.000,      48210.000,    5,  166,    42.426,  -225.000
     -26190.000,      48240.000,    5,  167,    42.426,  -225.000
     -26190.000,      48840.000,    5,  186,    42.426,    45.000
     -26190.000,      48870.000,    5,  187,    42.426,    45.000
     -26190.000,      48885.000,    5,  188,    30.000,  -270.000
     -26190.000,      48930.000,    5,  189,    42.426,    45.000
     -26190.000,      48945.000,    5,  190,    30.000,  -270.000
     -26190.000,      48960.000,    5,  191,    42.426,  -225.000
     -26190.000,      49005.000,    5,  192,    30.000,  -270.000
     -26190.000,      49020.000,    5,  193,    42.426,  -225.000
     -26190.000,      49080.000,    5,  194,    42.426,    45.000
     -26190.000,      49095.000,    5,  195,    30.000,  -270.000
     -26190.000,      49110.000,    5,  196,    42.426,  -225.000
     -26190.000,      49140.000,    5,  197,    42.426,  -225.000
     -26160.000,      48000.000,    6,  158,    42.426,    45.000
     -26160.000,      48015.000,    6,  159,    30.000,  -270.000
     -26160.000,      48030.000,    6,  160,    42.426,  -225.000
     -26190.000,      48090.000,    6,  161,    42.426,   -45.000
     -26175.000,      48120.000,    6,  162,    30.000,     0.000
     -26175.000,      48150.000,    6,  163,    30.000,     0.000
     -26160.000,      48180.000,    6,  164,    42.426,    45.000
     -26160.000,      48210.000,    6,  165,    42.426,    45.000
     -26160.000,      48225.000,    6,  166,    30.000,  -270.000
     -26160.000,      48240.000,    6,  167,    42.426,  -225.000
     -26160.000,      48720.000,    6,  182,    42.426,    45.000
     -26160.000,      48735.000,    6,  183,    30.000,  -270.000
     -26160.000,      48750.000,    6,  184,    42.426,  -225.000
     -26160.000,      48810.000,    6,  185,    42.426,    45.000
     -26160.000,      48840.000,    6,  186,    42.426,    45.000
     -26160.000,      48855.000,    6,  187,    30.000,  -270.000
     -26160.000,      48870.000,    6,  188,    42.426,  -225.000
     -26160.000,      48900.000,    6,  189,    42.426,  -225.000
     -26160.000,      48930.000,    6,  190,    42.426,  -225.000
     -26160.000,      48960.000,    6,  191,    42.426,  -225.000
     -26160.000,      48990.000,    6,  192,    42.426,  -225.000
     -26160.000,      49020.000,    6,  193,    42.426,  -225.000
     -26160.000,      49065.000,    6,  194,    30.000,  -270.000
     -26160.000,      49080.000,    6,  195,    42.426,  -225.000
     -26175.000,      49110.000,    6,  196,    30.000,  -180.000
     -26175.000,      49140.000,    6,  197,    30.000,  -180.000
     -26160.000,      49200.000,    6,  198,    42.426,    45.000
     -26160.000,      49215.000,    6,  199,    30.000,  -270.000
     -26145.000,      48000.000,    7,  158,    30.000,     0.000
     -26130.000,      48030.000,    7,  159,    42.426,    45.000
     -26130.000,      48045.000,    7,  160,    30.000,  -270.000
     -26130.000,      48060.000,    7,  161,    42.426,  -225.000
     -26160.000,      48120.000,    7,  162,    42.426,   -45.000
     -26160.000,      48150.000,    7,  163,    42.426,   -45.000
     -26145.000,      48180.000,    7,  164,    30.000,     0.000
     -26145.000,      48210.000,    7,  165,    30.000,     0.000
     -26130.000,      48240.000,    7,  166,    42.426,    45.000
     -26130.000,      48255.000,    7,  167,    30.000,  -270.000
     -26130.000,      48270.000,    7,  168,    42.426,  -225.000
     -26130.000,      48300.000,    7,  169,    42.426,  -225.000
     -26130.000,      48630.000,    7,  180,    42.426,  -225.000
     -26130.000,      48690.000,    7,  181,    42.426,    45.000
     -26130.000,      48720.000,    7,  182,    42.426,    45.000
     -26130.000,      48750.000,    7,  183,    42.426,    45.000
     -26130.000,      48780.000,    7,  184,    42.426,    45.000
     -26130.000,      48810.000,    7,  185,    42.426,    45.000
     -26130.000,      48825.000,    7,  186,    30.000,  -270.000
     -26130.000,      48840.000,    7,  187,    42.426,  -225.000
     -26145.000,      48870.000,    7,  188,    30.000,  -180.000
     -26145.000,      48900.000,    7,  189,    30.000,  -180.000
     -26145.000,      48930.000,    7,  190,    30.000,  -180.000
     -26145.000,      48960.000,    7,  191,    30.000,  -180.000
     -26145.000,      48990.000,    7,  192,    30.000,  -180.000
     -26130.000,      49035.000,    7,  193,    30.000,  -270.000
     -26130.000,      49050.000,    7,  194,    42.426,  -225.000
     -26130.000,      49080.000,    7,  195,    42.426,  -225.000
     -26160.000,      49110.000,    7,  196,    42.426,  -135.000
     -26160.000,      49140.000,    7,  197,    42.426,  -135.000
     -26130.000,      49200.000,    7,  198,    42.426,    45.000
     -26130.000,      49215.000,    7,  199,    30.000,  -270.000
     -26130.000,      49230.000,    7,  200,    42.426,  -225.000
     -26130.000,      49260.000,    7,  201,    42.426,  -225.000
     -26130.000,      48000.000,    8,  158,    42.426,   -45.000
     -26100.000,      48030.000,    8,  159,    42.426,    45.000
     -26100.000,      48045.000,    8,  160,    30.000,  -270.000
     -26100.000,      48060.000,    8,  161,    42.426,  -225.000
     -26130.000,      48120.000,    8,  162,    42.426,   -45.000
     -26130.000,      48150.000,    8,  163,    42.426,   -45.000
     -26130.000,      48180.000,    8,  164,    42.426,   -45.000
     -26130.000,      48210.000,    8,  165,    42.426,   -45.000
     -26115.000,      48240.000,    8,  166,    30.000,     0.000
     -26100.000,      48270.000,    8,  167,    42.426,    45.000
     -26100.000,      48300.000,    8,  168,    42.426,    45.000
     -26100.000,      48315.000,    8,  169,    30.000,  -270.000
     -26100.000,      48330.000,    8,  170,    42.426,  -225.000
     -26100.000,      48585.000,    8,  178,    30.000,  -270.000
     -26100.000,      48600.000,    8,  179,    42.426,  -225.000
     -26100.000,      48660.000,    8,  180,    42.426,    45.000
     -26100.000,      48690.000,    8,  181,    42.426,    45.000
     -26100.000,      48720.000,    8,  182,    42.426,    45.000
     -26100.000,      48750.000,    8,  183,    42.426,    45.000
     -26100.000,      48780.000,    8,  184,    42.426,    45.000
     -26100.000,      48795.000,    8,  185,    30.000,  -270.000
     -26100.000,      48810.000,    8,  186,    42.426,  -225.000
     -26115.000,      48840.000,    8,  187,    30.000,  -180.000
     -26130.000,      48870.000,    8,  188,    42.426,  -135.000
     -26130.000,      48900.000,    8,  189,    42.426,  -135.000
     -26130.000,      48930.000,    8,  190,    42.426,  -135.000
     -26130.000,      48960.000,    8,  191,    42.426,  -135.000
     -26130.000,      48990.000,    8,  192,    42.426,  -135.000
     -26130.000,      49020.000,    8,  193,    42.426,  -135.000
     -26115.000,      49050.000,    8,  194,    30.000,  -180.000
     -26115.000,      49080.000,    8,  195,    30.000,  -180.000
     -26100.000,      49110.000,    8,  196,    42.426,  -225.000
     -26100.000,      49155.000,    8,  197,    30.000,  -270.000
     -26100.000,      49170.000,    8,  198,    42.426,  -225.000
     -26100.000,      49200.000,    8,  199,    42.426,  -225.000
     -26100.000,      49230.000,    8,  200,    42.426,  -225.000
     -26100.000,      49260.000,    8,  201,    42.426,  -225.000
     -26100.000,      48000.000,    9,  158,    42.426,   -45.000
     -26085.000,      48030.000,    9,  159,    30.000,     0.000
     -26070.000,      48060.000,    9,  160,    42.426,    45.000
     -26070.000,      48075.000,    9,  161,    30.000,  -270.000
     -26070.000,      48090.000,    9,  162,    42.426,  -225.000
     -26070.000,      48135.000,    9,  163,    30.000,  -270.000
     -26070.000,      48180.000,    9,  164,    42.426,    45.000
     -26100.000,      48210.000,    9,  165,    42.426,   -45.000
     -26100.000,      48240.000,    9,  166,    42.426,   -45.000
     -26100.000,      48255.000,    9,  167,    30.000,   -90.000
     -26085.000,      48300.000,    9,  168,    30.000,     0.000
     -26070.000,      48330.000,    9,  169,    42.426,    45.000
     -26070.000,      48345.000,    9,  170,    30.000,  -270.000
     -26070.000,      48375.000,    9,  171,    30.000,  -270.000
     -26070.000,      48405.000,    9,  172,    30.000,  -270.000
     -26070.000,      48420.000,    9,  173,    42.426,  -225.000
     -26070.000,      48540.000,    9,  176,    42.426,    45.000
     -26070.000,      48570.000,    9,  177,    42.426,    45.000
     -26070.000,      48585.000,    9,  178,    30.000,  -270.000
     -26070.000,      48600.000,    9,  179,    42.426,  -225.000
     -26070.000,      48660.000,    9,  180,    42.426,    45.000
     -26070.000,      48690.000,    9,  181,    42.426,    45.000
     -26070.000,      48720.000,    9,  182,    42.426,    45.000
     -26070.000,      48735.000,    9,  183,    30.000,  -270.000
     -26070.000,      48750.000,    9,  184,    42.426,  -225.000
     -26070.000,      48780.000,    9,  185,    42.426,  -225.000
     -26085.000,      48810.000,    9,  186,    30.000,  -180.000
     -26100.000,      48840.000,    9,  187,    42.426,  -135.000
     -26100.000,      48870.000,    9,  188,    42.426,  -135.000
     -26100.000,      48900.000,    9,  189,    42.426,  -135.000
     -26070.000,      48930.000,    9,  190,    42.426,  -225.000
     -26100.000,      48990.000,    9,  191,    42.426,   -45.000
     -26100.000,      49020.000,    9,  192,    42.426,   -45.000
     -26100.000,      49035.000,    9,  193,    30.000,   -90.000
     -26100.000,      49050.000,    9,  194,    42.426,  -135.000
     -26100.000,      49080.000,    9,  195,    42.426,  -135.000
     -26085.000,      49110.000,    9,  196,    30.000,  -180.000
     -26070.000,      49140.000,    9,  197,    42.426,  -225.000
     -26085.000,      49170.000,    9,  198,    30.000,  -180.000
     -26085.000,      49200.000,    9,  199,    30.000,  -180.000
     -26085.000,      49230.000,    9,  200,    30.000,  -180.000
     -26070.000,      49260.000,    9,  201,    42.426,  -225.000
     -26070.000,      49290.000,    9,  202,    42.426,  -225.000
     -26040.000,      47985.000,   10,  158,    30.000,  -270.000
     -26070.000,      48030.000,   10,  159,    42.426,   -45.000
     -26055.000,      48060.000,   10,  160,    30.000,     0.000
     -26040.000,      48090.000,   10,  161,    42.426,    45.000
     -26055.000,      48090.000,   10,  162,    30.000,  -180.000
     -26040.000,      48120.000,   10,  163,    42.426,  -225.000
     -26040.000,      48180.000,   10,  164,    42.426,    45.000
     -26040.000,      48210.000,   10,  165,    42.426,    45.000
     -26040.000,      48225.000,   10,  166,    30.000,  -270.000
     -26070.000,      48270.000,   10,  167,    42.426,   -45.000
     -26070.000,      48300.000,   10,  168,    42.426,   -45.000
     -26055.000,      48330.000,   10,  169,    30.000,     0.000
     -26055.000,      48360.000,   10,  170,    30.000,     0.000
     -26040.000,      48390.000,   10,  171,    42.426,    45.000
     -26040.000,      48405.000,   10,  172,    30.000,  -270.000
     -26040.000,      48420.000,   10,  173,    42.426,  -225.000
     -26070.000,      48450.000,   10,  174,    42.426,  -135.000
     -26040.000,      48480.000,   10,  175,    42.426,  -225.000
     -26040.000,      48540.000,   10,  176,    42.426,    45.000
     -26040.000,      48570.000,   10,  177,    42.426,    45.000
     -26040.000,      48585.000,   10,  178,    30.000,  -270.000
     -26040.000,      48600.000,   10,  179,    42.426,  -225.000
     -26040.000,      48660.000,   10,  180,    42.426,    45.000
     -26040.000,      48690.000,   10,  181,    42.426,    45.000
     -26040.000,      48705.000,   10,  182,    30.000,  -270.000
     -26040.000,      48720.000,   10,  183,    42.426,  -225.000
     -26055.000,      48750.000,   10,  184,    30.000,  -180.000
     -26070.000,      48795.000,   10,  185,    30.000,   -90.000
     -26070.000,      48810.000,   10,  186,    42.426,  -135.000
     -26070.000,      48870.000,   10,  187,    42.426,   -45.000
     -26070.000,      48885.000,   10,  188,    30.000,   -90.000
     -26070.000,      48900.000,   10,  189,    42.426,  -135.000
     -26055.000,      48930.000,   10,  190,    30.000,  -180.000
     -26040.000,      48960.000,   10,  191,    42.426,  -225.000
     -26055.000,      49020.000,   10,  192,    30.000,     0.000
     -26070.000,      49050.000,   10,  193,    42.426,   -45.000
     -26070.000,      49080.000,   10,  194,    42.426,   -45.000
     -26070.000,      49095.000,   10,  195,    30.000,   -90.000
     -26070.000,      49110.000,   10,  196,    42.426,  -135.000
     -26070.000,      49155.000,   10,  197,    30.000,   -90.000
     -26070.000,      49170.000,   10,  198,    42.426,  -135.000
     -26070.000,      49200.000,   10,  199,    42.426,  -135.000
     -26070.000,      49230.000,   10,  200,    42.426,  -135.000
     -26055.000,      49260.000,   10,  201,    30.000,  -180.000
     -26055.000,      49290.000,   10,  202,    30.000,  -180.000
     -26040.000,      49320.000,   10,  203,    42.426,  -225.000
     -26040.000,      49350.000,   10,  204,    42.426,  -225.000
     -26010.000,      47970.000,   11,  157,    42.426,    45.000
     -26010.000,      47985.000,   11,  158,    30.000,  -270.000
     -26010.000,      48000.000,   11,  159,    42.426,  -225.000
     -26040.000,      48060.000,   11,  160,    42.426,   -45.000
     -26010.000,      48090.000,   11,  161,    42.426,    45.000
     -26010.000,      48105.000,   11,  162,    30.000,  -270.000
     -26010.000,      48120.000,   11,  163,    42.426,  -225.000
     -26010.000,      48180.000,   11,  164,    42.426,    45.000
     -26010.000,      48210.000,   11,  165,    42.426,    45.000
     -26010.000,      48225.000,   11,  166,    30.000,  -270.000
     -26010.000,      48240.000,   11,  167,    42.426,  -225.000
     -26040.000,      48300.000,   11,  168,    42.426,   -45.000
     -26040.000,      48330.000,   11,  169,    42.426,   -45.000
     -26040.000,      48360.000,   11,  170,    42.426,   -45.000
     -26010.000,      48390.000,   11,  171,    42.426,    45.000
     -26010.000,      48405.000,   11,  172,    30.000,  -270.000
     -26010.000,      48450.000,   11,  173,    42.426,    45.000
     -26010.000,      48465.000,   11,  174,    30.000,  -270.000
     -26010.000,      48480.000,   11,  175,    42.426,  -225.000
     -26010.000,      48510.000,   11,  176,    42.426,  -225.000
     -26010.000,      48540.000,   11,  177,    42.426,  -225.000
     -26010.000,      48570.000,   11,  178,    42.426,  -225.000
     -26010.000,      48600.000,   11,  179,    42.426,  -225.000
     -26010.000,      48630.000,   11,  180,    42.426,  -225.000
     -26010.000,      48660.000,   11,  181,    42.426,  -225.000
     -26025.000,      48690.000,   11,  182,    30.000,  -180.000
     -26025.000,      48720.000,   11,  183,    30.000,  -180.000
     -26040.000,      48750.000,   11,  184,    42.426,  -135.000
     -26040.000,      48780.000,   11,  185,    42.426,  -135.000
     -26040.000,      48810.000,   11,  186,    42.426,  -135.000
     -26040.000,      48855.000,   11,  187,    30.000,   -90.000
     -26040.000,      48900.000,   11,  188,    42.426,   -45.000
     -26040.000,      48915.000,   11,  189,    30.000,   -90.000
     -26040.000,      48930.000,   11,  190,    42.426,  -135.000
     -26025.000,      48960.000,   11,  191,    30.000,  -180.000
     -26040.000,      49020.000,   11,  192,    42.426,   -45.000
     -26040.000,      49035.000,   11,  193,    30.000,   -90.000
     -26040.000,      49050.000,   11,  194,    42.426,  -135.000
     -26040.000,      49110.000,   11,  195,    42.426,   -45.000
     -26040.000,      49125.000,   11,  196,    30.000,   -90.000
     -26040.000,      49140.000,   11,  197,    42.426,  -135.000
     -26040.000,      49170.000,   11,  198,    42.426,  -135.000
     -26040.000,      49230.000,   11,  199,    42.426,   -45.000
     -26040.000,      49245.000,   11,  200,    30.000,   -90.000
     -26040.000,      49260.000,   11,  201,    42.426,  -135.000
     -26040.000,      49290.000,   11,  202,    42.426,  -135.000
     -26025.000,      49320.000,   11,  203,    30.000,  -180.000
     -26010.000,      49350.000,   11,  204,    42.426,  -225.000
     -26010.000,      49380.000,   11,  205,    42.426,  -225.000
     -26010.000,      49410.000,   11,  206,    42.426,  -225.000
     -25980.000,      47970.000,   12,  157,    42.426,    45.000
     -25980.000,      47985.000,   12,  158,    30.000,  -270.000
     -25980.000,      48000.000,   12,  159,    42.426,  -225.000
     -26010.000,      48060.000,   12,  160,    42.426,   -45.000
     -25995.000,      48090.000,   12,  161,    30.000,     0.000
     -25980.000,      48120.000,   12,  162,    42.426,    45.000
     -25980.000,      48150.000,   12,  163,    42.426,    45.000
     -25980.000,      48180.000,   12,  164,    42.426,    45.000
     -25980.000,      48195.000,   12,  165,    30.000,  -270.000
     -25980.000,      48210.000,   12,  166,    42.426,  -225.000
     -25995.000,      48240.000,   12,  167,    30.000,  -180.000
     -25980.000,      48300.000,   12,  168,    42.426,    45.000
     -26010.000,      48330.000,   12,  169,    42.426,   -45.000
     -25980.000,      48360.000,   12,  170,    42.426,    45.000
     -25980.000,      48390.000,   12,  171,    42.426,    45.000
     -25980.000,      48405.000,   12,  172,    30.000,  -270.000
     -25980.000,      48420.000,   12,  173,    42.426,  -225.000
     -25980.000,      48450.000,   12,  174,    42.426,  -225.000
     -25995.000,      48480.000,   12,  175,    30.000,  -180.000
     -25995.000,      48510.000,   12,  176,    30.000,  -180.000
     -25995.000,      48540.000,   12,  177,    30.000,  -180.000
     -25995.000,      48570.000,   12,  178,    30.000,  -180.000
     -25995.000,      48600.000,   12,  179,    30.000,  -180.000
     -25995.000,      48630.000,   12,  180,    30.000,  -180.000
     -25995.000,      48660.000,   12,  181,    30.000,  -180.000
     -26010.000,      48705.000,   12,  182,    30.000,   -90.000
     -26010.000,      48720.000,   12,  183,    42.426,  -135.000
     -26010.000,      48750.000,   12,  184,    42.426,  -135.000
     -26010.000,      48780.000,   12,  185,    42.426,  -135.000
     -26010.000,      48825.000,   12,  186,    30.000,   -90.000
     -26010.000,      48840.000,   12,  187,    42.426,  -135.000
     -26010.000,      48900.000,   12,  188,    42.426,   -45.000
     -26010.000,      48915.000,   12,  189,    30.000,   -90.000
     -26010.000,      48930.000,   12,  190,    42.426,  -135.000
     -26010.000,      48960.000,   12,  191,    42.426,  -135.000
     -26010.000,      49020.000,   12,  192,    42.426,   -45.000
     -26010.000,      49035.000,   12,  193,    30.000,   -90.000
     -26010.000,      49050.000,   12,  194,    42.426,  -135.000
     -26010.000,      49110.000,   12,  195,    42.426,   -45.000
     -26010.000,      49125.000,   12,  196,    30.000,   -90.000
     -26010.000,      49140.000,   12,  197,    42.426,  -135.000
     -25980.000,      49170.000,   12,  198,    42.426,  -225.000
     -26010.000,      49230.000,   12,  199,    42.426,   -45.000
     -26010.000,      49245.000,   12,  200,    30.000,   -90.000
     -26010.000,      49260.000,   12,  201,    42.426,  -135.000
     -26010.000,      49305.000,   12,  202,    30.000,   -90.000
     -26010.000,      49320.000,   12,  203,    42.426,  -135.000
     -25995.000,      49350.000,   12,  204,    30.000,  -180.000
     -25995.000,      49380.000,   12,  205,    30.000,  -180.000
     -25980.000,      49410.000,   12,  206,    42.426,  -225.000
     -25995.000,      49440.000,   12,  207,    30.000,  -180.000
     -25950.000,      47970.000,   13,  157,    42.426,    45.000
     -25950.000,      47985.000,   13,  158,    30.000,  -270.000
     -25950.000,      48000.000,   13,  159,    42.426,  -225.000
     -25950.000,      48030.000,   13,  160,    42.426,  -225.000
     -25980.000,      48090.000,   13,  161,    42.426,   -45.000
     -25965.000,      48120.000,   13,  162,    30.000,     0.000
     -25965.000,      48150.000,   13,  163,    30.000,     0.000
     -25965.000,      48180.000,   13,  164,    30.000,     0.000
     -25950.000,      48210.000,   13,  165,    42.426,    45.000
     -25950.000,      48225.000,   13,  166,    30.000,  -270.000
     -25950.000,      48240.000,   13,  167,    42.426,  -225.000
     -25950.000,      48300.000,   13,  168,    42.426,    45.000
     -25950.000,      48330.000,   13,  169,    42.426,    45.000
     -25950.000,      48345.000,   13,  170,    30.000,  -270.000
     -25950.000,      48360.000,   13,  171,    42.426,  -225.000
     -25950.000,      48390.000,   13,  172,    42.426,  -225.000
     -25965.000,      48420.000,   13,  173,    30.000,  -180.000
     -25980.000,      48465.000,   13,  174,    30.000,   -90.000
     -25980.000,      48480.000,   13,  175,    42.426,  -135.000
     -25980.000,      48510.000,   13,  176,    42.426,  -135.000
     -25980.000,      48540.000,   13,  177,    42.426,  -135.000
     -25980.000,      48570.000,   13,  178,    42.426,  -135.000
     -25980.000,      48600.000,   13,  179,    42.426,  -135.000
     -25980.000,      48630.000,   13,  180,    42.426,  -135.000
     -25980.000,      48660.000,   13,  181,    42.426,  -135.000
     -25980.000,      48690.000,   13,  182,    42.426,  -135.000
     -25950.000,      48720.000,   13,  183,    42.426,  -225.000
     -25950.000,      48750.000,   13,  184,    42.426,  -225.000
     -25950.000,      48780.000,   13,  185,    42.426,  -225.000
     -25950.000,      48810.000,   13,  186,    42.426,  -225.000
     -25980.000,      48870.000,   13,  187,    42.426,   -45.000
     -25980.000,      48900.000,   13,  188,    42.426,   -45.000
     -25980.000,      48915.000,   13,  189,    30.000,   -90.000
     -25980.000,      48960.000,   13,  190,    42.426,   -45.000
     -25980.000,      48975.000,   13,  191,    30.000,   -90.000
     -25980.000,      48990.000,   13,  192,    42.426,  -135.000
     -25980.000,      49035.000,   13,  193,    30.000,   -90.000
     -25980.000,      49050.000,   13,  194,    42.426,  -135.000
     -25980.000,      49110.000,   13,  195,    42.426,   -45.000
     -25980.000,      49125.000,   13,  196,    30.000,   -90.000
     -25980.000,      49140.000,   13,  197,    42.426,  -135.000
     -25965.000,      49170.000,   13,  198,    30.000,  -180.000
     -25980.000,      49230.000,   13,  199,    42.426,   -45.000
     -25980.000,      49245.000,   13,  200,    30.000,   -90.000
     -25980.000,      49260.000,   13,  201,    42.426,  -135.000
     -25950.000,      49290.000,   13,  202,    42.426,  -225.000
     -25980.000,      49335.000,   13,  203,    30.000,   -90.000
     -25980.000,      49350.000,   13,  204,    42.426,  -135.000
     -25980.000,      49380.000,   13,  205,    42.426,  -135.000
     -25950.000,      49410.000,   13,  206,    42.426,  -225.000
     -25950.000,      49440.000,   13,  207,    42.426,  -225.000
     -25935.000,      47970.000,   14,  157,    30.000,     0.000
     -25920.000,      48000.000,   14,  158,    42.426,    45.000
     -25920.000,      48015.000,   14,  159,    30.000,  -270.000
     -25920.000,      48030.000,   14,  160,    42.426,  -225.000
     -25920.000,      48090.000,   14,  161,    42.426,    45.000
     -25950.000,      48120.000,   14,  162,    42.426,   -45.000
     -25950.000,      48150.000,   14,  163,    42.426,   -45.000
     -25950.000,      48180.000,   14,  164,    42.426,   -45.000
     -25920.000,      48210.000,   14,  165,    42.426,    45.000
     -25920.000,      48240.000,   14,  166,    42.426,    45.000
     -25920.000,      48270.000,   14,  167,    42.426,    45.000
     -25920.000,      48285.000,   14,  168,    30.000,  -270.000
     -25920.000,      48300.000,   14,  169,    42.426,  -225.000
     -25935.000,      48330.000,   14,  170,    30.000,  -180.000
     -25935.000,      48360.000,   14,  171,    30.000,  -180.000
     -25950.000,      48405.000,   14,  172,    30.000,   -90.000
     -25950.000,      48420.000,   14,  173,    42.426,  -135.000
     -25950.000,      48450.000,   14,  174,    42.426,  -135.000
     -25950.000,      48495.000,   14,  175,    30.000,   -90.000
     -25950.000,      48510.000,   14,  176,    42.426,  -135.000
     -25935.000,      48540.000,   14,  177,    30.000,  -180.000
     -25920.000,      48570.000,   14,  178,    42.426,  -225.000
     -25950.000,      48630.000,   14,  179,    42.426,   -45.000
     -25950.000,      48660.000,   14,  180,    42.426,   -45.000
     -25950.000,      48675.000,   14,  181,    30.000,   -90.000
     -25950.000,      48690.000,   14,  182,    42.426,  -135.000
     -25935.000,      48720.000,   14,  183,    30.000,  -180.000
     -25920.000,      48765.000,   14,  184,    30.000,  -270.000
     -25920.000,      48780.000,   14,  185,    42.426,  -225.000
     -25920.000,      48810.000,   14,  186,    42.426,  -225.000
     -25920.000,      48840.000,   14,  187,    42.426,  -225.000
     -25950.000,      48885.000,   14,  188,    30.000,   -90.000
     -25950.000,      48900.000,   14,  189,    42.426,  -135.000
     -25950.000,      48960.000,   14,  190,    42.426,   -45.000
     -25950.000,      48990.000,   14,  191,    42.426,   -45.000
     -25950.000,      49005.000,   14,  192,    30.000,   -90.000
     -25950.000,      49020.000,   14,  193,    42.426,  -135.000
     -25950.000,      49050.000,   14,  194,    42.426,  -135.000
     -25920.000,      49110.000,   14,  195,    42.426,    45.000
     -25950.000,      49140.000,   14,  196,    42.426,   -45.000
     -25950.000,      49155.000,   14,  197,    30.000,   -90.000
     -25950.000,      49170.000,   14,  198,    42.426,  -135.000
     -25950.000,      49230.000,   14,  199,    42.426,   -45.000
     -25950.000,      49245.000,   14,  200,    30.000,   -90.000
     -25950.000,      49260.000,   14,  201,    42.426,  -135.000
     -25935.000,      49290.000,   14,  202,    30.000,  -180.000
     -25920.000,      49320.000,   14,  203,    42.426,  -225.000
     -25950.000,      49365.000,   14,  204,    30.000,   -90.000
     -25950.000,      49380.000,   14,  205,    42.426,  -135.000
     -25935.000,      49410.000,   14,  206,    30.000,  -180.000
     -25920.000,      49440.000,   14,  207,    42.426,  -225.000
     -25920.000,      49470.000,   14,  208,    42.426,  -225.000
     -25890.000,      47790.000,   15,  151,    42.426,    45.000
     -25890.000,      47805.000,   15,  152,    30.000,  -270.000
     -25890.000,      47820.000,   15,  153,    42.426,  -225.000
     -25890.000,      47940.000,   15,  156,    42.426,    45.000
     -25920.000,      47970.000,   15,  157,    42.426,   -45.000
     -25905.000,      48000.000,   15,  158,    30.000,     0.000
     -25890.000,      48030.000,   15,  159,    42.426,    45.000
     -25890.000,      48045.000,   15,  160,    30.000,  -270.000
     -25890.000,      48060.000,   15,  161,    42.426,  -225.000
     -25890.000,      48120.000,   15,  162,    42.426,    45.000
     -25890.000,      48150.000,   15,  163,    42.426,    45.000
     -25890.000,      48180.000,   15,  164,    42.426,    45.000
     -25890.000,      48210.000,   15,  165,    42.426,    45.000
     -25890.000,      48225.000,   15,  166,    30.000,  -270.000
     -25890.000,      48240.000,   15,  167,    42.426,  -225.000
     -25905.000,      48270.000,   15,  168,    30.000,  -180.000
     -25905.000,      48300.000,   15,  169,    30.000,  -180.000
     -25920.000,      48330.000,   15,  170,    42.426,  -135.000
     -25920.000,      48360.000,   15,  171,    42.426,  -135.000
     -25920.000,      48390.000,   15,  172,    42.426,  -135.000
     -25890.000,      48420.000,   15,  173,    42.426,  -225.000
     -25890.000,      48450.000,   15,  174,    42.426,  -225.000
     -25920.000,      48510.000,   15,  175,    42.426,   -45.000
